task	window_index	scale	direction	unguided_final_cost	guided_final_cost	cost_delta	unguided_final_primary	guided_final_primary	primary_delta	primary_improved	mean_gradient_norm	nonzero_gradient_steps	final_mse_to_clean_prediction	cost_trace_first	cost_trace_last	step_count	finite
joystick	1542	2e-05	lower_is_better	0.18749289214611053	0.1957174837589264	-0.008224591612815857	0.008928232826292515	0.009319880045950413	0.00039164721965789795	False	1.0783670395612717	20	0.0010277320398017764	1.4641766548156738	0.1957174837589264	20	True
joystick	1542	5e-05	lower_is_better	0.18749289214611053	0.19563689827919006	-0.008144006133079529	0.008928232826292515	0.009316042996942997	0.0003878101706504822	False	1.0783199280500413	20	0.0010277354158461094	1.4641698598861694	0.19563689827919006	20	True
joystick	1542	0.0001	lower_is_better	0.18749289214611053	0.19550058245658875	-0.00800769031047821	0.008928232826292515	0.009309551678597927	0.0003813188523054123	False	1.078240942955017	20	0.0010277398396283388	1.464158535003662	0.19550058245658875	20	True
joystick	1542	0.0002	lower_is_better	0.18749289214611053	0.19522996246814728	-0.007737070322036743	0.008928232826292515	0.009296664968132973	0.0003684321418404579	False	1.0780834972858429	20	0.0010277476394549012	1.4641356468200684	0.19522996246814728	20	True
waypoint	1542	0.0	lower_is_better	1.462325096130371	1.462325096130371	0.0	0.14414310455322266	0.14414310455322266	0.0	False	0.0	0	4.405847686683728e-09	0.6869027614593506	1.462325096130371	20	True
waypoint	1542	2e-05	lower_is_better	1.462325096130371	1.2690868377685547	0.1932382583618164	0.14414310455322266	0.1278146356344223	-0.016328468918800354	True	1.496460783481598	20	0.0010277297114953399	0.6868992447853088	1.2690868377685547	20	True
waypoint	1542	5e-05	lower_is_better	1.462325096130371	1.2685680389404297	0.1937570571899414	0.14414310455322266	0.12776827812194824	-0.016374826431274414	True	1.4963748335838318	20	0.0010277257533743978	0.6868937015533447	1.2685680389404297	20	True
waypoint	1542	0.0001	lower_is_better	1.462325096130371	1.2677003145217896	0.19462478160858154	0.14414310455322266	0.12769068777561188	-0.01645241677761078	True	1.496230810880661	20	0.0010277216788381338	0.6868847608566284	1.2677003145217896	20	True
waypoint	1542	0.0002	lower_is_better	1.462325096130371	1.265968680381775	0.1963564157485962	0.14414310455322266	0.12753579020500183	-0.016607314348220825	True	1.4959432899951934	20	0.0010277123656123877	0.6868666410446167	1.265968680381775	20	True
obstacle_avoidance	1542	0.0	higher_is_better	1563.11572265625	1563.11572265625	0.0	-0.23666833341121674	-0.23666833341121674	0.0	False	0.0	0	4.405847686683728e-09	725.2210083007812	1563.11572265625	20	True
obstacle_avoidance	1542	2e-05	higher_is_better	1563.11572265625	1569.449951171875	-6.334228515625	-0.23666833341121674	-0.23225393891334534	0.004414394497871399	True	457.06416778564454	20	0.001028510625474155	725.1994018554688	1569.449951171875	20	True
obstacle_avoidance	1542	5e-05	higher_is_better	1563.11572265625	1562.413818359375	0.701904296875	-0.23666833341121674	-0.2310008704662323	0.005667462944984436	True	457.00416259765626	20	0.0010298301931470633	725.1668701171875	1562.413818359375	20	True
obstacle_avoidance	1542	0.0001	higher_is_better	1563.11572265625	1550.7501220703125	12.3656005859375	-0.23666833341121674	-0.2289121001958847	0.007756233215332031	True	456.90407104492186	20	0.0010324339382350445	725.1126708984375	1550.7501220703125	20	True
obstacle_avoidance	1542	0.0002	higher_is_better	1563.11572265625	1527.6549072265625	35.4608154296875	-0.23666833341121674	-0.2247326672077179	0.01193566620349884	True	456.70364532470705	20	0.0010391519172117114	725.0040893554688	1527.6549072265625	20	True
