split	window_count	token_count	decoded_action_mse	teacher_action_mse	decoded_action_max_abs_error	kl_mean	latent_abs_mean	latent_std
train	32340	32340	0.033808451145887375	0.08099297434091568	1.3960239887237549	0.5106213092803955	0.4578424096107483	0.6269344687461853
validation	6930	6930	0.027189940214157104	0.05765170231461525	1.1744295358657837	0.4142259657382965	0.40702784061431885	0.5232316851615906
test	6930	6930	0.03285764530301094	0.06860630959272385	0.9997345805168152	0.5266648530960083	0.4452856779098511	0.5836800336837769
