variant,step,reward,done,action_abs_mean,target_body_error_mean,teacher_vae_mse,denoised_teacher_mse,guided_teacher_mse,guided_base_mse,guidance_cost_before,guidance_cost_after
teacher,0,0.013465136289596558,1,0.07658606767654419,0.00013250547635834664,0.0007122792885638773,0.004842174239456654,0.004842077381908894,0.00546474102884531,0.36955687403678894,0.369552344083786
teacher,1,0.039900001138448715,0,0.22470293939113617,0.007373856846243143,0.00697316974401474,0.02826603874564171,0.02826576866209507,0.014493334107100964,0.252438485622406,0.25243476033210754
teacher,2,0.02153914049267769,0,0.42074862122535706,0.022458067163825035,0.014452020637691021,0.024530554190278053,0.02453053928911686,0.004920118022710085,3.863736867904663,3.8637115955352783
teacher,3,-0.005829550325870514,0,0.5919426083564758,0.04266508296132088,0.0136776277795434,0.031827785074710846,0.031827643513679504,0.009259628131985664,2.530219316482544,2.5302021503448486
teacher,4,-0.010175216943025589,0,0.779249370098114,0.065730981528759,0.007356275804340839,0.014106851071119308,0.014106755144894123,0.005005634855479002,1.128562331199646,1.1285535097122192
teacher,5,-0.014649063348770142,0,0.8926939964294434,0.09263711422681808,0.01068609207868576,0.014819292351603508,0.014819265343248844,0.00492697861045599,1.5060162544250488,1.506004810333252
teacher,6,-0.018678031861782074,0,0.9542927742004395,0.12371210008859634,0.010496100410819054,0.02462676912546158,0.02462652698159218,0.010158320888876915,1.1066080331802368,1.1065988540649414
teacher,7,-0.024491621181368828,0,1.0167648792266846,0.19270536303520203,0.014491217210888863,0.02068299427628517,0.02068287320435047,0.00673323730006814,1.2510093450546265,1.2509996891021729
teacher,8,-0.052651483565568924,0,0.9034155607223511,0.22572946548461914,0.0679144561290741,0.07417319715023041,0.0741729587316513,0.009122990071773529,0.8833866119384766,0.8833791017532349
teacher,9,-0.0500216968357563,1,0.9770990610122681,0.008774369955062866,0.04489518702030182,0.050892870873212814,0.050892576575279236,0.002658936893567443,0.9132347702980042,0.9132273197174072
teacher,10,0.04580042138695717,0,0.08792869746685028,0.015387581661343575,0.0004516250337474048,0.0052596586756408215,0.005259533412754536,0.004013766068965197,0.34611234068870544,0.3461080491542816
teacher,11,0.03754790499806404,0,0.1708396077156067,0.024346040561795235,0.0020819485653191805,0.009085907600820065,0.00908569898456335,0.007869432680308819,0.90121990442276,0.9012125134468079
teacher,12,0.034255530685186386,0,0.2352156788110733,0.03829959034919739,0.002277045976370573,0.010351189412176609,0.010351103730499744,0.007999273017048836,1.3564378023147583,1.3564273118972778
teacher,13,0.03368864580988884,0,0.31397393345832825,0.056430816650390625,0.0013138364301994443,0.008029399439692497,0.008029237389564514,0.005703030154109001,1.0821377038955688,1.082128882408142
teacher,14,0.030315779149532318,0,0.3932351768016815,0.07813644409179688,0.0029056575149297714,0.008697384037077427,0.00869729183614254,0.005679536610841751,1.397133708000183,1.3971232175827026
teacher,15,0.028500981628894806,0,0.4599857032299042,0.10388699918985367,0.0020240475423634052,0.007045441772788763,0.007045349106192589,0.0038641123101115227,0.9059233069419861,0.9059156179428101
teacher,16,0.025557707995176315,0,0.5160030722618103,0.1334671974182129,0.0015159030444920063,0.006858699955046177,0.006858640816062689,0.00573613541200757,0.9486099481582642,0.9486014246940613
teacher,17,0.022272374480962753,0,0.5649928450584412,0.16761787235736847,0.0018023992888629436,0.012862338684499264,0.012862232513725758,0.009462432935833931,0.9263882637023926,0.9263808727264404
teacher,18,0.018354754894971848,0,0.6255500316619873,0.2050934135913849,0.0026607373729348183,0.009169860742986202,0.009169780649244785,0.007179465610533953,1.4743446111679077,1.4743340015411377
teacher,19,0.014075096696615219,0,0.6902994513511658,0.24656645953655243,0.0022128578275442123,0.012406042777001858,0.012405925430357456,0.009283850900828838,0.773862898349762,0.7738558053970337
teacher,20,0.01016574539244175,1,0.7654917240142822,0.003027822356671095,0.0022652612533420324,0.006568703334778547,0.00656869588419795,0.004386166110634804,0.9723838567733765,0.9723761081695557
teacher,21,0.044335994869470596,0,0.09843125194311142,0.00785552617162466,0.0008896892541088164,0.011728611774742603,0.011728404089808464,0.011318106204271317,0.3239615559577942,0.323957622051239
teacher,22,0.04121972620487213,0,0.18455511331558228,0.016568690538406372,0.004059494938701391,0.0116121806204319,0.011612051166594028,0.007828382775187492,2.2906994819641113,2.2906839847564697
teacher,23,0.03751280903816223,0,0.3076578378677368,0.028825031593441963,0.00364494021050632,0.007329671643674374,0.007329667918384075,0.004547079559415579,2.5609872341156006,2.5609703063964844
teacher,24,0.03828960657119751,0,0.3628562390804291,0.04540836066007614,0.007309866137802601,0.01065758801996708,0.010657577775418758,0.0023096054792404175,2.8878729343414307,2.8878538608551025
teacher,25,0.03276107460260391,0,0.43850892782211304,0.06570109724998474,0.0023063975386321545,0.0116041861474514,0.011604088358581066,0.007711256388574839,0.9596433043479919,0.959635317325592
teacher,26,0.02917887642979622,0,0.5276957750320435,0.09035871922969818,0.0009421359864063561,0.00515813659876585,0.005158061161637306,0.004416128154844046,0.7571496963500977,0.7571427822113037
teacher,27,0.026310313493013382,0,0.6050524711608887,0.11902863532304764,0.0017617183038964868,0.009326804429292679,0.009326733648777008,0.008909584954380989,0.9542590379714966,0.9542512893676758
teacher,28,0.022080153226852417,0,0.6597163677215576,0.15238533914089203,0.0025005643256008625,0.006083249114453793,0.006083229556679726,0.003974070772528648,0.9078551530838013,0.9078472852706909
teacher,29,0.017463255673646927,0,0.7538098096847534,0.1889551430940628,0.0018241071375086904,0.006078910082578659,0.006078831385821104,0.0054150172509253025,0.8679784536361694,0.8679711818695068
teacher,30,0.014935087412595749,0,0.8288620710372925,0.22911770641803741,0.003667230485007167,0.012266789563000202,0.012266607023775578,0.012222962453961372,1.265733003616333,1.2657231092453003
teacher,31,0.007717695087194443,1,0.8811202049255371,0.007730402983725071,0.004275609273463488,0.009071526117622852,0.009071309119462967,0.0024543246254324913,0.7731020450592041,0.773094892501831
teacher,32,0.03742000088095665,0,0.1069083884358406,0.008874812163412571,0.0014701272593811154,0.013412070460617542,0.013411898165941238,0.009411546401679516,0.30292409658432007,0.30292055010795593
teacher,33,0.03451939672231674,0,0.17882201075553894,0.005793720483779907,0.004997940734028816,0.016840960830450058,0.01684081368148327,0.008467617444694042,1.998476266860962,1.9984626770019531
