status	sample_count	window_count	train_windows	validation_windows	test_windows	sequence_length	obs_dim	latent_dim	token_dim	weighted_posterior_reconstruction_mse	official_dagger_rollout_dataset	paper_level_state_latent_dataset
ok	1224704	1142784	914227	114279	114278	21	160	32	192	0.00019638959393456675	False	False
