metric,value
frame_count,299.0
body_count,40.0
pelvis_height_min,0.7617475986480713
pelvis_height_max,0.7965530157089233
torso_height_mean,1.0784088373184204
left_foot_height_min,0.6250588297843933
right_foot_height_min,0.3274671733379364
pelvis_xy_displacement,1.2495927810668945
