status	dry_run	sequence_length	embedding_dim	attention_heads	transformer_layers	denoising_steps	batch_windows	parameter_count	forward_backward_ok	test_pred_token_mse	test_noisy_token_mse	test_denoising_improvement_ratio	paper_level_diffusion
ok_paper_contract_transformer_diffusion_dry_run	True	21	512	8	6	20	4	19142848	True	9.864595413208008	0.09071377664804459	-107.74418172976208	False
