task,split,best_scale,base_cost_mean,guided_cost_mean,cost_delta_mean,positive_delta_fraction,gradient_norm_mean,window_count
composed,test,0.01,2.241139776422129,2.2411396072258847,1.216710843100839e-07,0.6030801538929557,0.00020161349499029068,28570
composed,validation,0.01,2.240540873529096,2.2405407367987236,1.1814734257044665e-07,0.5959956599753147,0.00020022809783090513,28569
latent_magnitude,test,0.01,13.62416791355105,13.624165807956993,2.2376464033647767e-06,0.960588029111479,0.0005548100558996734,28570
latent_magnitude,validation,0.01,13.618459166199957,13.618456968299283,2.2197822091661778e-06,0.9607266619644524,0.0005509416114683909,28569
latent_smoothness,test,0.01,3.299381816257828,3.2993806480902412,1.155742823596518e-06,0.999859992359166,0.0004646731071069179,28570
latent_smoothness,validation,0.01,3.299234045311694,3.29923289594704,1.1492488629166734e-06,0.9998249851237355,0.00046165761641278575,28569
velocity_command,test,0.01,0.05387747830740317,0.053877377004281475,1.0100687169125722e-07,0.9999999993595161,0.000140544840844174,28570
velocity_command,validation,0.01,0.0538864262204377,0.05388632622503472,1.0030255140608548e-07,1.0,0.00013955118073900017,28569
