split	window_count	token_count	decoded_action_mse	teacher_action_mse	decoded_action_max_abs_error	kl_mean	latent_abs_mean	latent_std
train	64680	64680	0.026947451755404472	0.06409768760204315	1.3471966981887817	0.5751845836639404	0.512946367263794	0.698081374168396
validation	13860	13860	0.02330363355576992	0.04519889876246452	1.1354082822799683	0.4734155833721161	0.4449464976787567	0.5644877552986145
test	13860	13860	0.02785869874060154	0.057579927146434784	1.017580509185791	0.5442274212837219	0.4766232371330261	0.6135233640670776
