status	window_count	train_windows	validation_windows	test_windows	epochs	batch_windows	validation_pred_token_mse	test_pred_token_mse	test_noisy_token_mse	test_denoising_improvement_ratio	data_parallel_used	official_dagger_rollout_dataset	paper_level_diffusion
ok	285696	228558	28569	28569	30	2048	0.037304522203547616	0.03726350223379476	0.08264570789677757	0.5491175139992032	True	False	False
