frame,motion_time_step,sim_time_s,root_x,root_y,root_z,root_roll,root_pitch,root_yaw,action_abs_mean,action_abs_max,target_abs_mean,joint_error_to_policy_target_abs_mean,joint_error_to_reference_abs_mean,joint_velocity_abs_mean,root_position_error_m,root_target_z,contact_count,fall_proxy,motion_anchor_pos_b_norm,base_lin_vel_b_norm,base_ang_vel_b_norm,joint_pos_rel_abs_mean,joint_vel_rel_abs_mean
10,286560,0.3200000000000002,0.028064201988948653,-0.021141900370286792,0.7828777478163413,0.025372728230443425,0.12448131363373703,-1.3578852612607413,1.2231860659245788,5.095046043395996,0.38989949416949454,0.1863042114153874,0.25987458877073744,0.9153757083982923,0.007929252947509484,0.7901601791381836,1,False,0.024341903503772508,0.1831954910694224,0.5639897084963899,0.17392313894060057,0.9684570182313751
11,286561,0.3400000000000002,0.032062801306374934,-0.023678805085040954,0.7830244440424268,0.02626908108166947,0.12912917147948655,-1.36267261421542,1.2209642570594261,4.921013832092285,0.38854931891938393,0.17954655370014322,0.27723407027402547,0.8561344122913497,0.007845050194698486,0.790064811706543,1,False,0.027077740717126916,0.2118532806094425,0.4379154649887515,0.18509849813303536,0.9153757083982923
12,286562,0.3600000000000002,0.03686781311868171,-0.026844095959512145,0.7827522861484633,0.02613235043992734,0.13037702976459514,-1.3683729602289272,1.2077992947065626,4.877910614013672,0.3859859508676051,0.17006409806525127,0.29253752693972424,0.7879708824040818,0.008237618091160052,0.7899466156959534,1,False,0.03062302159083887,0.25500893899988086,0.3231134413067383,0.19835892568603392,0.8561344122913497
13,286563,0.3800000000000002,0.04265187130137364,-0.030689198758382313,0.7820207063719903,0.025250323966237873,0.1283995147620665,-1.3747613175565223,1.183505344557865,4.7985687255859375,0.38144014554925554,0.16006914949331594,0.30555612832932505,0.7363388406536493,0.009117522811883303,0.7898169755935669,1,False,0.035139775379022145,0.31046334889773713,0.27547468159095456,0.21039366382187413,0.7879708824040818
14,286564,0.40000000000000024,0.04949911438916505,-0.03524973812305383,0.780780136944527,0.023740237779890143,0.12371175101013111,-1.3816534637548221,1.149429788877224,4.686827182769775,0.3759297097881457,0.15077177948231155,0.3163384847452478,0.7319416685224693,0.010427516083957014,0.7896574139595032,2,False,0.04078594337342649,0.3742136158841613,0.3168136634703662,0.22122174329300723,0.7363388406536493
15,286565,0.42000000000000026,0.05738139385933687,-0.04072321592547598,0.7789147498276896,0.021535704165507773,0.11813981152965748,-1.3888489057497968,1.1067497450216064,4.545198917388916,0.3668006192982338,0.13905030387330583,0.3257412225160213,0.6810018430184079,0.012299182999169076,0.7894909977912903,2,False,0.04766046424123964,0.44417772961960733,0.40351694309435293,0.2306871804755328,0.7319416685224693
16,286566,0.4400000000000003,0.06614860013085427,-0.04674683548246811,0.776570898178817,0.02026019595918672,0.10980227872271855,-1.3953945992533305,1.06718518559275,4.401429653167725,0.36229887833709973,0.13101216428640272,0.33334184134203154,0.6595591713837605,0.014434222954971281,0.7893109917640686,1,False,0.055984234939432866,0.5133958048949971,0.4230860246905625,0.2381534591269292,0.6810018430184079
17,286567,0.4600000000000003,0.07577042591007763,-0.053819780558772304,0.7734981873171053,0.02033124023659647,0.107770453427936,-1.4008772698012255,1.0227260021813984,4.268548965454102,0.357390935239166,0.1248578847865292,0.33862687638220007,0.5782002198259989,0.017217263358085176,0.7891281843185425,1,False,0.06525271679351481,0.5657967121040739,0.49741338572162586,0.24353210759859184,0.6595591713837605
18,286568,0.4800000000000003,0.08594821921076459,-0.06278657189747507,0.769901427501828,0.025782496319669026,0.10979606328626637,-1.404240267495757,0.9889525031221325,4.138859748840332,0.35083545721124,0.12622550604049285,0.34073277266776275,0.5761468250505599,0.02070871975821334,0.7889440059661865,2,False,0.07616738033655392,0.6501357493147008,0.3182643312698864,0.2482660829603721,0.5782002198259989
19,286569,0.5000000000000003,0.09661852907584123,-0.07233775590488374,0.7654532159061216,0.029892043847644354,0.10607315774189942,-1.406857490161882,0.9555875759828707,4.015141010284424,0.33977397381995494,0.12053923015766084,0.34178553064908734,0.6150296291089512,0.024568254582000276,0.7887724041938782,1,False,0.08882462471532136,0.7254913823628188,0.3349576373964591,0.2517988429596382,0.5761468250505599
20,286570,0.5200000000000004,0.10770811241884648,-0.08107924798166384,0.7596456221422964,0.030361244276860728,0.09941272323435413,-1.4097270992755377,0.9153545788521397,3.8927323818206787,0.32515520938303943,0.11340571607938682,0.34125138432320884,0.6852174239097033,0.029356959775571855,0.7886090278625488,1,False,0.10223119997270934,0.760176871826991,0.33230575492088704,0.252809152700299,0.6150296291089512
21,286571,0.5400000000000004,0.11854982394051003,-0.08854996492849075,0.7516337269758747,0.030664092601703236,0.09461557436048434,-1.4114778142236364,0.9098355271692934,3.7764978408813477,0.32044893443069433,0.11793499264020538,0.33895695498732165,0.7537017195584631,0.036002410423384326,0.7884619832038879,1,False,0.11569235038541116,0.7674397539129749,0.36260982260638447,0.25463292144598626,0.6852174239097033
22,286572,0.5600000000000004,0.12884887362471092,-0.09492715484611433,0.7410833928325922,0.02950060818117954,0.09245368013460166,-1.410317286004627,0.9142088473870836,3.703855514526367,0.31896580272101854,0.12074705048667675,0.33489098420600344,0.8022290766129635,0.04536255140615196,0.7883409857749939,1,False,0.12886070124849733,0.7772614375703162,0.26984440935973364,0.2556232579574857,0.7537017195584631
23,286573,0.5800000000000004,0.13948612347185785,-0.10093767625029934,0.7294394705558649,0.0221789964869961,0.09521631820701917,-1.4061579844351288,0.9179226622499269,3.7482290267944336,0.32870611196921745,0.11764468743313888,0.3304067454087683,0.6904038288267454,0.05668682783855578,0.7882329821586609,2,False,0.1420131813970328,0.8152401008672361,0.2006979270902151,0.2557698925566433,0.8022290766129635
24,286574,0.6000000000000004,0.15133739511940963,-0.10726610975036849,0.7189516234833104,0.012036109193255184,0.10768056215667957,-1.402939558607433,0.9236846676674383,3.7994589805603027,0.3352956312030246,0.12001463235674673,0.32738872108227407,0.7012632585657852,0.06748269776375462,0.7881687879562378,1,False,0.15632837352705065,0.8503469647791109,0.6094914737440975,0.25555691729490676,0.6904038288267454
25,286575,0.6200000000000004,0.16380308683118056,-0.11348586724112228,0.7099901507204172,0.003192405369413125,0.1225441109256179,-1.4015330216061879,0.9288331537411131,3.8486549854278564,0.34025981246161907,0.12599904145911875,0.32569114389765313,0.6566627226894336,0.07675837398659494,0.7881163954734802,2,False,0.17202295332561024,0.8507740373850072,0.9785964865198671,0.2572461282704542,0.7012632585657852
26,286576,0.6400000000000005,0.17659615512310942,-0.11952267930541913,0.7022831414571353,-0.007570835201637684,0.13857150704224921,-1.4013072281099048,0.9302332692233652,3.874685525894165,0.3394233261860481,0.12687492695949593,0.3242205626407716,0.5786974499833425,0.08463125789995381,0.7880876064300537,1,False,0.1877941467744905,0.8196556173490495,0.9018678427230282,0.260181209820297,0.6566627226894336
27,286577,0.6600000000000005,0.18915343793803951,-0.1254906963406131,0.6953170884939074,-0.019013400612714882,0.1529723441474823,-1.400968296439607,0.9302665244402557,3.888735055923462,0.34208686952578893,0.13090007225776149,0.323988051749228,0.5143842498198286,0.09165779132938609,0.788072407245636,1,False,0.20346205272232942,0.7941199032238941,0.9532693501462456,0.2632137651341753,0.5786974499833425
28,286578,0.6800000000000005,0.2008475977562738,-0.13159096583942234,0.6882429536044895,-0.028895443865042354,0.16558023598211297,-1.3998215276997192,0.9326690112336956,3.894763708114624,0.3456421117230868,0.13369359302506195,0.3234873977764995,0.6239865781253728,0.09843205712657409,0.7880640029907227,1,False,0.21869067354772737,0.7693893527781351,0.9356404639762874,0.26686114461264665,0.5143842498198286
29,286579,0.7000000000000005,0.2115430884720968,-0.1378203126612045,0.6801629089618233,-0.040753168937492354,0.17428128238651736,-1.397981903915747,0.9306318876172962,3.8771579265594482,0.3528594344562151,0.14110584203480278,0.32505744358575395,0.4886974932629827,0.10622444597643989,0.7880405783653259,1,False,0.2334392551273819,0.7306566491069652,0.6225291024343992,0.26761684554167187,0.6239865781253728
