item_name	detected_path	type	size	git_remote	git_commit	git_branch	archive_hash	usable	duplicate	selected_copy	notes
run2_subject4.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/g1/run2_subject4.csv	data_or_checkpoint	2510023					unknown	yes	yes	lafan; duplicate_name
sprint1_subject2.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/g1/sprint1_subject2.csv	data_or_checkpoint	2803922					unknown	yes	yes	lafan; duplicate_name
sprint1_subject4.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/g1/sprint1_subject4.csv	data_or_checkpoint	2790147					unknown	yes	yes	lafan; duplicate_name
walk1_subject1.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/g1/walk1_subject1.csv	data_or_checkpoint	2670866					unknown	yes	yes	lafan; duplicate_name
walk1_subject2.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/g1/walk1_subject2.csv	data_or_checkpoint	2679529					unknown	yes	yes	lafan; duplicate_name
walk1_subject5.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/g1/walk1_subject5.csv	data_or_checkpoint	2666583					unknown	yes	yes	lafan; duplicate_name
walk2_subject1.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/g1/walk2_subject1.csv	data_or_checkpoint	2435737					unknown	yes	yes	lafan; duplicate_name
walk2_subject3.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/g1/walk2_subject3.csv	data_or_checkpoint	2434750					unknown	yes	yes	lafan; duplicate_name
walk2_subject4.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/g1/walk2_subject4.csv	data_or_checkpoint	2437156					unknown	yes	yes	lafan; duplicate_name
walk3_subject1.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/g1/walk3_subject1.csv	data_or_checkpoint	2516748					unknown	yes	yes	lafan; duplicate_name
walk3_subject2.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/g1/walk3_subject2.csv	data_or_checkpoint	2534462					unknown	yes	yes	lafan; duplicate_name
walk3_subject3.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/g1/walk3_subject3.csv	data_or_checkpoint	2524188					unknown	yes	yes	lafan; duplicate_name
walk3_subject4.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/g1/walk3_subject4.csv	data_or_checkpoint	2519731					unknown	yes	yes	lafan; duplicate_name
walk3_subject5.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/g1/walk3_subject5.csv	data_or_checkpoint	2557372					unknown	yes	yes	lafan; duplicate_name
walk4_subject1.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/g1/walk4_subject1.csv	data_or_checkpoint	1687675					unknown	yes	yes	lafan; duplicate_name
dance1_subject1.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1/dance1_subject1.csv	data_or_checkpoint	976091					unknown	yes	no	lafan; duplicate_name
dance1_subject2.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1/dance1_subject2.csv	data_or_checkpoint	977076					unknown	yes	no	lafan; duplicate_name
dance1_subject3.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1/dance1_subject3.csv	data_or_checkpoint	978227					unknown	yes	no	lafan; duplicate_name
dance2_subject1.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1/dance2_subject1.csv	data_or_checkpoint	1675166					unknown	yes	no	lafan; duplicate_name
dance2_subject2.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1/dance2_subject2.csv	data_or_checkpoint	1680184					unknown	yes	no	lafan; duplicate_name
dance2_subject3.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1/dance2_subject3.csv	data_or_checkpoint	1675468					unknown	yes	no	lafan; duplicate_name
dance2_subject4.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1/dance2_subject4.csv	data_or_checkpoint	1669619					unknown	yes	no	lafan; duplicate_name
dance2_subject5.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1/dance2_subject5.csv	data_or_checkpoint	1679827					unknown	yes	no	lafan; duplicate_name
fallAndGetUp1_subject1.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1/fallAndGetUp1_subject1.csv	data_or_checkpoint	1249285					unknown	yes	no	lafan; duplicate_name
fallAndGetUp1_subject4.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1/fallAndGetUp1_subject4.csv	data_or_checkpoint	1245840					unknown	yes	no	lafan; duplicate_name
fallAndGetUp1_subject5.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1/fallAndGetUp1_subject5.csv	data_or_checkpoint	1251361					unknown	yes	no	lafan; duplicate_name
fallAndGetUp2_subject2.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1/fallAndGetUp2_subject2.csv	data_or_checkpoint	1214283					unknown	yes	no	lafan; duplicate_name
fallAndGetUp2_subject3.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1/fallAndGetUp2_subject3.csv	data_or_checkpoint	1216169					unknown	yes	no	lafan; duplicate_name
fallAndGetUp3_subject1.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1/fallAndGetUp3_subject1.csv	data_or_checkpoint	754908					unknown	yes	no	lafan; duplicate_name
fight1_subject2.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1/fight1_subject2.csv	data_or_checkpoint	1830054					unknown	yes	no	lafan; duplicate_name
fight1_subject3.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1/fight1_subject3.csv	data_or_checkpoint	1817992					unknown	yes	no	lafan; duplicate_name
fight1_subject5.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1/fight1_subject5.csv	data_or_checkpoint	1830998					unknown	yes	no	lafan; duplicate_name
fightAndSports1_subject1.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1/fightAndSports1_subject1.csv	data_or_checkpoint	1822175					unknown	yes	no	lafan; duplicate_name
fightAndSports1_subject4.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1/fightAndSports1_subject4.csv	data_or_checkpoint	1823693					unknown	yes	no	lafan; duplicate_name
jumps1_subject1.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1/jumps1_subject1.csv	data_or_checkpoint	1812264					unknown	yes	no	lafan; duplicate_name
jumps1_subject2.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1/jumps1_subject2.csv	data_or_checkpoint	1809303					unknown	yes	no	lafan; duplicate_name
jumps1_subject5.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1/jumps1_subject5.csv	data_or_checkpoint	1819198					unknown	yes	no	lafan; duplicate_name
run1_subject2.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1/run1_subject2.csv	data_or_checkpoint	1767952					unknown	yes	no	lafan; duplicate_name
run1_subject5.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1/run1_subject5.csv	data_or_checkpoint	1771548					unknown	yes	no	lafan; duplicate_name
run2_subject1.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1/run2_subject1.csv	data_or_checkpoint	1815645					unknown	yes	no	lafan; duplicate_name
run2_subject4.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1/run2_subject4.csv	data_or_checkpoint	1813214					unknown	yes	no	lafan; duplicate_name
sprint1_subject2.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1/sprint1_subject2.csv	data_or_checkpoint	2032714					unknown	yes	no	lafan; duplicate_name
sprint1_subject4.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1/sprint1_subject4.csv	data_or_checkpoint	2025288					unknown	yes	no	lafan; duplicate_name
walk1_subject1.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1/walk1_subject1.csv	data_or_checkpoint	1940499					unknown	yes	no	lafan; duplicate_name
walk1_subject2.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1/walk1_subject2.csv	data_or_checkpoint	1944004					unknown	yes	no	lafan; duplicate_name
walk1_subject5.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1/walk1_subject5.csv	data_or_checkpoint	1935127					unknown	yes	no	lafan; duplicate_name
walk2_subject1.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1/walk2_subject1.csv	data_or_checkpoint	1759654					unknown	yes	no	lafan; duplicate_name
walk2_subject3.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1/walk2_subject3.csv	data_or_checkpoint	1765837					unknown	yes	no	lafan; duplicate_name
walk2_subject4.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1/walk2_subject4.csv	data_or_checkpoint	1767146					unknown	yes	no	lafan; duplicate_name
walk3_subject1.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1/walk3_subject1.csv	data_or_checkpoint	1820943					unknown	yes	no	lafan; duplicate_name
walk3_subject2.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1/walk3_subject2.csv	data_or_checkpoint	1837508					unknown	yes	no	lafan; duplicate_name
walk3_subject3.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1/walk3_subject3.csv	data_or_checkpoint	1829894					unknown	yes	no	lafan; duplicate_name
walk3_subject4.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1/walk3_subject4.csv	data_or_checkpoint	1826527					unknown	yes	no	lafan; duplicate_name
walk3_subject5.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1/walk3_subject5.csv	data_or_checkpoint	1860990					unknown	yes	no	lafan; duplicate_name
walk4_subject1.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1/walk4_subject1.csv	data_or_checkpoint	1219943					unknown	yes	no	lafan; duplicate_name
dance1_subject1.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1_2/dance1_subject1.csv	data_or_checkpoint	1275211					unknown	yes	no	lafan; duplicate_name
dance1_subject2.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1_2/dance1_subject2.csv	data_or_checkpoint	1277324					unknown	yes	no	lafan; duplicate_name
dance1_subject3.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1_2/dance1_subject3.csv	data_or_checkpoint	1276233					unknown	yes	no	lafan; duplicate_name
dance2_subject1.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1_2/dance2_subject1.csv	data_or_checkpoint	2187208					unknown	yes	no	lafan; duplicate_name
dance2_subject2.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1_2/dance2_subject2.csv	data_or_checkpoint	2193271					unknown	yes	no	lafan; duplicate_name
dance2_subject3.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1_2/dance2_subject3.csv	data_or_checkpoint	2186879					unknown	yes	no	lafan; duplicate_name
dance2_subject4.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1_2/dance2_subject4.csv	data_or_checkpoint	2186268					unknown	yes	no	lafan; duplicate_name
dance2_subject5.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1_2/dance2_subject5.csv	data_or_checkpoint	2188307					unknown	yes	no	lafan; duplicate_name
fallAndGetUp1_subject1.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1_2/fallAndGetUp1_subject1.csv	data_or_checkpoint	1631444					unknown	yes	no	lafan; duplicate_name
fallAndGetUp1_subject4.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1_2/fallAndGetUp1_subject4.csv	data_or_checkpoint	1626342					unknown	yes	no	lafan; duplicate_name
fallAndGetUp1_subject5.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1_2/fallAndGetUp1_subject5.csv	data_or_checkpoint	1630482					unknown	yes	no	lafan; duplicate_name
fallAndGetUp2_subject2.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1_2/fallAndGetUp2_subject2.csv	data_or_checkpoint	1585325					unknown	yes	no	lafan; duplicate_name
fallAndGetUp2_subject3.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1_2/fallAndGetUp2_subject3.csv	data_or_checkpoint	1586530					unknown	yes	no	lafan; duplicate_name
fallAndGetUp3_subject1.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1_2/fallAndGetUp3_subject1.csv	data_or_checkpoint	986192					unknown	yes	no	lafan; duplicate_name
fight1_subject2.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1_2/fight1_subject2.csv	data_or_checkpoint	2387573					unknown	yes	no	lafan; duplicate_name
fight1_subject3.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1_2/fight1_subject3.csv	data_or_checkpoint	2374074					unknown	yes	no	lafan; duplicate_name
fight1_subject5.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1_2/fight1_subject5.csv	data_or_checkpoint	2389061					unknown	yes	no	lafan; duplicate_name
fightAndSports1_subject1.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1_2/fightAndSports1_subject1.csv	data_or_checkpoint	2382745					unknown	yes	no	lafan; duplicate_name
fightAndSports1_subject4.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1_2/fightAndSports1_subject4.csv	data_or_checkpoint	2381140					unknown	yes	no	lafan; duplicate_name
jumps1_subject1.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1_2/jumps1_subject1.csv	data_or_checkpoint	2367181					unknown	yes	no	lafan; duplicate_name
jumps1_subject2.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1_2/jumps1_subject2.csv	data_or_checkpoint	2366181					unknown	yes	no	lafan; duplicate_name
jumps1_subject5.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1_2/jumps1_subject5.csv	data_or_checkpoint	2373312					unknown	yes	no	lafan; duplicate_name
run1_subject2.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1_2/run1_subject2.csv	data_or_checkpoint	2310539					unknown	yes	no	lafan; duplicate_name
run1_subject5.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1_2/run1_subject5.csv	data_or_checkpoint	2308222					unknown	yes	no	lafan; duplicate_name
run2_subject1.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1_2/run2_subject1.csv	data_or_checkpoint	2373349					unknown	yes	no	lafan; duplicate_name
run2_subject4.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1_2/run2_subject4.csv	data_or_checkpoint	2370331					unknown	yes	no	lafan; duplicate_name
sprint1_subject2.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1_2/sprint1_subject2.csv	data_or_checkpoint	2653896					unknown	yes	no	lafan; duplicate_name
sprint1_subject4.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1_2/sprint1_subject4.csv	data_or_checkpoint	2643657					unknown	yes	no	lafan; duplicate_name
walk1_subject1.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1_2/walk1_subject1.csv	data_or_checkpoint	2527725					unknown	yes	no	lafan; duplicate_name
walk1_subject2.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1_2/walk1_subject2.csv	data_or_checkpoint	2536864					unknown	yes	no	lafan; duplicate_name
walk1_subject5.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1_2/walk1_subject5.csv	data_or_checkpoint	2521488					unknown	yes	no	lafan; duplicate_name
walk2_subject1.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1_2/walk2_subject1.csv	data_or_checkpoint	2302750					unknown	yes	no	lafan; duplicate_name
walk2_subject3.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1_2/walk2_subject3.csv	data_or_checkpoint	2303909					unknown	yes	no	lafan; duplicate_name
walk2_subject4.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1_2/walk2_subject4.csv	data_or_checkpoint	2305280					unknown	yes	no	lafan; duplicate_name
walk3_subject1.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1_2/walk3_subject1.csv	data_or_checkpoint	2380975					unknown	yes	no	lafan; duplicate_name
walk3_subject2.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1_2/walk3_subject2.csv	data_or_checkpoint	2397408					unknown	yes	no	lafan; duplicate_name
walk3_subject3.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1_2/walk3_subject3.csv	data_or_checkpoint	2386394					unknown	yes	no	lafan; duplicate_name
walk3_subject4.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1_2/walk3_subject4.csv	data_or_checkpoint	2385923					unknown	yes	no	lafan; duplicate_name
walk3_subject5.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1_2/walk3_subject5.csv	data_or_checkpoint	2419627					unknown	yes	no	lafan; duplicate_name
walk4_subject1.csv	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/h1_2/walk4_subject1.csv	data_or_checkpoint	1594539					unknown	yes	no	lafan; duplicate_name
info.json	/mnt/infini-data/test/BeyondMimic/download/official/LAFAN1_Retargeting_Dataset/meta_data/info.json	data_or_checkpoint	2199					unknown	no	yes	lafan
CMakeLists.txt	/mnt/infini-data/test/BeyondMimic/download/official/motion_tracking_controller/CMakeLists.txt	documentation	746					unknown	yes	no	motion_tracking_controller; duplicate_name
README.md	/mnt/infini-data/test/BeyondMimic/download/official/motion_tracking_controller/README.md	documentation	5509					unknown	yes	no	motion_tracking_controller; duplicate_name
lafan1_c3d.zip	/mnt/infini-data/test/BeyondMimic/download/official/ubisoft-laforge-animation-dataset/c3d/lafan1_c3d.zip	archive	357397324				ecc3276f8a1d3c6105e88e191fef7abc83a9bc2ff3909b73488e13237e786d47	unknown	no	yes	lafan
lafan1.zip	/mnt/infini-data/test/BeyondMimic/download/official/ubisoft-laforge-animation-dataset/lafan1/lafan1.zip	archive	144051503				ea918082b500a5d158e9d3aa39039df04cd42e25f5c02fe8f7e88e8e9365a977	unknown	no	yes	lafan
unitree_description.tar.gz	/mnt/infini-data/test/BeyondMimic/download/official/unitree_description.tar.gz	archive	55579791				b514bc9ddd1039c29a0e6feea9f57f1503f6657d07d97a4ef8a7b11fbebe6674	unknown	no	yes	unitree
README.md	/mnt/infini-data/test/BeyondMimic/download/official/whole_body_tracking/README.md	documentation	7266					unknown	yes	no	whole_body_tracking; duplicate_name
BeyondMimic_2508.08241.pdf	/mnt/infini-data/test/BeyondMimic/download/papers/BeyondMimic_2508.08241.pdf	paper	12502471					unknown	no	yes	beyondmimic
BeyondMimic_2508.08241_source.tar	/mnt/infini-data/test/BeyondMimic/download/papers/BeyondMimic_2508.08241_source.tar	archive	11439625				6f6d18c7da097d9297784ba8a485fbed1d49a6e5e4d695a00b2a3b2009ea5b5d	unknown	no	yes	beyondmimic
README.md	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/README.md	documentation	22603					unknown	yes	no	asap; duplicate_name
0-TairanTestbed_TairanTestbed_CR7_video_CR7_level1_filter_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-TairanTestbed_TairanTestbed_CR7_video_CR7_level1_filter_amass.pkl	data_or_checkpoint	89652					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_APT_level1_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_APT_level1_amass.pkl	data_or_checkpoint	172660					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_APT_level2_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_APT_level2_amass.pkl	data_or_checkpoint	103844					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_Bolt_level1_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_Bolt_level1_amass.pkl	data_or_checkpoint	98612					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_CR7_level1_filter_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_CR7_level1_filter_amass.pkl	data_or_checkpoint	89652					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_CR7_level2_filter_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_CR7_level2_filter_amass.pkl	data_or_checkpoint	100868					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_Kobe_level1_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_Kobe_level1_amass.pkl	data_or_checkpoint	94116					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_SpiderMan_level2_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_SpiderMan_level2_amass.pkl	data_or_checkpoint	118820					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_TigerWoods_level1_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_TigerWoods_level1_amass.pkl	data_or_checkpoint	89652					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_jump_degree_level1_filter_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_jump_degree_level1_filter_amass.pkl	data_or_checkpoint	100868					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_jump_degree_level2_filter_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_jump_degree_level2_filter_amass.pkl	data_or_checkpoint	94132					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_jump_degree_level3_filter_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_jump_degree_level3_filter_amass.pkl	data_or_checkpoint	100868					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_jump_degree_level4_filter_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_jump_degree_level4_filter_amass.pkl	data_or_checkpoint	96372					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_jump_degree_level5_filter_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_jump_degree_level5_filter_amass.pkl	data_or_checkpoint	100868					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_jump_forward_level1_filter_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_jump_forward_level1_filter_amass.pkl	data_or_checkpoint	85156					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_jump_forward_level2_filter_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_jump_forward_level2_filter_amass.pkl	data_or_checkpoint	80676					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_jump_forward_level3_filter_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_jump_forward_level3_filter_amass.pkl	data_or_checkpoint	96372					unknown	no	yes	asap
0-motions_raw_tairantestbed_smpl_video_jump_forward_level4_filter_amass.pkl	/mnt/infini-data/test/BeyondMimic/download/reference_code/ASAP/humanoidverse/data/motions/g1_29dof_anneal_23dof/TairanTestbed/singles/0-motions_raw_tairantestbed_smpl_video_jump_forward_level4_filter_amass.pkl	data_or_checkpoint	103108					unknown	no	yes	asap
