step,reward,action_abs_mean,teacher_action_abs_mean,teacher_vae_action_mse,teacher_vae_action_abs_error_mean,target_body_error_mean
66,0.03612658381462097,0.02062809094786644,0.022648466750979424,3.1951465643942356e-05,0.004708450753241777,0.33386167883872986
67,0.022595837712287903,0.029218530282378197,0.0306452214717865,4.043256558361463e-05,0.00524415448307991,0.3513370156288147
68,0.034514088183641434,0.030833598226308823,0.032245293259620667,4.090190486749634e-05,0.004862769972532988,0.3306107521057129
69,-0.0006596837192773819,0.032750505954027176,0.033509768545627594,4.318578066886403e-05,0.005399118177592754,0.3276130259037018
70,0.03427136316895485,0.02993999421596527,0.02822115086019039,2.6175141101703048e-05,0.00397154688835144,0.33295390009880066
71,0.018936026841402054,0.023456893861293793,0.023387812077999115,2.4135779312928207e-05,0.004134714603424072,0.333258718252182
72,0.028036385774612427,0.027874605730175972,0.028272652998566628,1.9240409528720193e-05,0.0035795760340988636,0.3568992018699646
73,0.02340119332075119,0.050516512244939804,0.048905931413173676,9.775291982805356e-05,0.007659143302589655,0.3322587013244629
74,0.017740659415721893,0.032635390758514404,0.032229453325271606,4.944902684655972e-05,0.006230784580111504,0.3603324890136719
75,0.02500000409781933,0.02665022760629654,0.027316082268953323,2.5093515432672575e-05,0.004103249404579401,0.3300229012966156
76,0.025018732994794846,0.024459216743707657,0.0251932293176651,4.453650035429746e-05,0.0054564340971410275,0.3360132575035095
77,0.025387678295373917,0.020863637328147888,0.022578036412596703,1.818145756260492e-05,0.0034335271921008825,0.3335810601711273
78,0.036040641367435455,0.022156599909067154,0.024562092497944832,3.2899362850002944e-05,0.0044511728920042515,0.35667821764945984
79,0.017085174098610878,0.028252623975276947,0.029797060415148735,3.0173865525284782e-05,0.004525009077042341,0.3352524936199188
80,0.026274267584085464,0.027211129665374756,0.028443077579140663,2.0376095562824048e-05,0.0036893414799124002,0.3326546251773834
81,0.03494040295481682,0.024128086864948273,0.026062363758683205,1.5940842786221765e-05,0.0033534965477883816,0.3300763666629791
82,0.01905810832977295,0.023624397814273834,0.02579289861023426,0.000255309947533533,0.012773729860782623,0.33043983578681946
83,0.0398639515042305,0.02934754267334938,0.030342862010002136,4.659779369831085e-05,0.005858883261680603,0.3584575653076172
84,0.035779695957899094,0.029404129832983017,0.03034358099102974,2.741139178397134e-05,0.003967083524912596,0.33437639474868774
85,0.017715785652399063,0.029984917491674423,0.033478494733572006,0.0001533374161226675,0.01049317978322506,0.3293883502483368
86,0.007970851846039295,0.028220510110259056,0.03853727504611015,0.0005870796740055084,0.019473664462566376,0.3351562023162842
87,0.014652934856712818,0.02265515737235546,0.02392774261534214,4.063563756062649e-05,0.005180426873266697,0.32989782094955444
88,0.030242346227169037,0.02785426937043667,0.0278603695333004,4.03732992708683e-05,0.004828881472349167,0.3592187464237213
89,0.035405661910772324,0.028489844873547554,0.02887876145541668,3.1040497560752556e-05,0.005002021323889494,0.3305675983428955
90,0.029317907989025116,0.029705820605158806,0.02935531549155712,3.76542957383208e-05,0.004882280249148607,0.33360424637794495
91,0.024850111454725266,0.024378206580877304,0.024981485679745674,1.0785051017592195e-05,0.002807449782267213,0.333486944437027
92,0.024531088769435883,0.03379762917757034,0.0339384488761425,4.990782690583728e-05,0.00537180295214057,0.35095715522766113
93,0.02927577868103981,0.03271370008587837,0.03216114267706871,3.522230326780118e-05,0.004682852886617184,0.3610103726387024
94,0.027362432330846786,0.035824380815029144,0.03786293417215347,5.331385909812525e-05,0.005879283882677555,0.3559506833553314
95,0.010040669701993465,0.030318304896354675,0.031309761106967926,3.884613033733331e-05,0.005071747582405806,0.35762396454811096
96,0.04130081087350845,0.02572675794363022,0.02649945579469204,2.983643935294822e-05,0.004490003455430269,0.3391999900341034
97,0.012256390415132046,0.029820039868354797,0.0339277908205986,0.00012508590589277446,0.008835842832922935,0.35656315088272095
98,0.025381335988640785,0.041290536522865295,0.03990937024354935,5.582423909800127e-05,0.006435383576899767,0.3340904712677002
99,0.033827681094408035,0.023030618205666542,0.025803493335843086,4.7282708692364395e-05,0.0057657258585095406,0.354758083820343
100,0.025227583944797516,0.027897661551833153,0.029193101450800896,4.2460498661966994e-05,0.005358746275305748,0.35519957542419434
101,0.04634601250290871,0.024710198864340782,0.026186548173427582,3.866418046527542e-05,0.004829741548746824,0.3514353930950165
102,0.013057722710072994,0.029926897957921028,0.03335369750857353,5.346883335732855e-05,0.005202142521739006,0.35122203826904297
103,0.0003804294392466545,0.034616950899362564,0.03146485611796379,4.7740450099809095e-05,0.005226584151387215,0.33526691794395447
104,0.030873607844114304,0.030532438308000565,0.029337791725993156,2.571705226728227e-05,0.0040278988890349865,0.3291676938533783
105,0.02029358223080635,0.032651349902153015,0.03252449259161949,2.9131701012374833e-05,0.0041624694131314754,0.33281636238098145
106,0.032248370349407196,0.023903863504529,0.0251914132386446,2.8853255571448244e-05,0.004110217560082674,0.3327401578426361
107,0.008946392685174942,0.03338808938860893,0.03422819450497627,4.2196468712063506e-05,0.0055009182542562485,0.3547452986240387
108,0.043795984238386154,0.02955680526793003,0.029486455023288727,2.9285156415426172e-05,0.004657595884054899,0.328950434923172
109,0.03820786252617836,0.03291795030236244,0.031950391829013824,2.423648038529791e-05,0.00374667439609766,0.3293613791465759
110,0.011699588038027287,0.03237003833055496,0.038273703306913376,0.000344040832715109,0.014320201240479946,0.32828837633132935
111,0.002631274051964283,0.04169557988643646,0.03861595690250397,9.479322034167126e-05,0.008227859623730183,0.3358014225959778
112,0.01886885240674019,0.02241458185017109,0.022955887019634247,1.4357079635374248e-05,0.0033302507363259792,0.3517582416534424
113,0.03139393776655197,0.027846258133649826,0.02688015252351761,4.617310332832858e-05,0.004992903675884008,0.33584102988243103
114,0.0177018865942955,0.03748469427227974,0.03690819442272186,4.818235902348533e-05,0.005455538164824247,0.3580116927623749
115,0.02423132210969925,0.025659596547484398,0.027610355988144875,3.896010457538068e-05,0.005066063720732927,0.3347625434398651
116,0.035970449447631836,0.030082842335104942,0.029348017647862434,2.9551301850005984e-05,0.004360728431493044,0.33262547850608826
117,0.01145522017031908,0.028107065707445145,0.02977573499083519,2.090421548928134e-05,0.003828661749139428,0.3271210789680481
118,0.024284834042191505,0.03268041834235191,0.03425290063023567,4.399430690682493e-05,0.004861497785896063,0.32974496483802795
119,0.0412539504468441,0.025992266833782196,0.027351750060915947,2.1952231691102497e-05,0.0038836451712995768,0.3598821461200714
120,0.022619731724262238,0.02559009939432144,0.026010787114501,3.7002842873334885e-05,0.004980551544576883,0.3340582251548767
121,0.025869078934192657,0.02391253225505352,0.02486857958137989,3.027699131052941e-05,0.004477162379771471,0.3507353663444519
122,0.03878895565867424,0.03454121947288513,0.034978367388248444,3.6728444683831185e-05,0.00536398496478796,0.35833436250686646
123,0.034830935299396515,0.030141446739435196,0.031644415110349655,2.4410341211478226e-05,0.00417246064171195,0.32826510071754456
124,0.0060387467965483665,0.03565461188554764,0.036479610949754715,5.662930925609544e-05,0.006421445403248072,0.33835265040397644
125,0.01568719744682312,0.037831082940101624,0.0372643806040287,5.29984972672537e-05,0.005895787384361029,0.35400983691215515
126,0.03102930262684822,0.03491117060184479,0.03669774904847145,4.863540016231127e-05,0.00482103880494833,0.34982600808143616
127,0.016890164464712143,0.032410141080617905,0.03157157078385353,3.931143510271795e-05,0.005222781095653772,0.35758861899375916
128,0.020451879128813744,0.04996097832918167,0.04818403348326683,8.156673720804974e-05,0.007905445992946625,0.3541761040687561
129,0.007796596735715866,0.029776733368635178,0.02973121590912342,3.913039472536184e-05,0.0049127982929348946,0.35804253816604614
130,0.02169773355126381,0.04757783189415932,0.04560782387852669,5.3155614295974374e-05,0.006183166988193989,0.3562147915363312
131,0.04250916838645935,0.022147124633193016,0.02204042859375477,3.563756399671547e-05,0.004842116963118315,0.3308885991573334
132,0.025297384709119797,0.027897197753190994,0.02704501524567604,3.1626695999875665e-05,0.004680564161390066,0.33310338854789734
133,0.028800033032894135,0.03232817351818085,0.03194589540362358,1.842421079345513e-05,0.0031904992647469044,0.33734390139579773
134,0.017842978239059448,0.03217260167002678,0.035389069467782974,0.0001036703833960928,0.008561786264181137,0.3584413230419159
135,0.0445978157222271,0.025817738845944405,0.02757250890135765,3.907192876795307e-05,0.004833002109080553,0.36015018820762634
136,0.029318999499082565,0.027882307767868042,0.029403958469629288,2.2063224605517462e-05,0.0037530662957578897,0.33585554361343384
137,0.01765570417046547,0.026853518560528755,0.0282447412610054,1.745858753565699e-05,0.003473156364634633,0.3304561674594879
138,0.010708355344831944,0.027267061173915863,0.03621393069624901,0.00048718255129642785,0.017437906935811043,0.33270666003227234
139,0.012507242150604725,0.029618024826049805,0.033012520521879196,0.00021077936980873346,0.011568626388907433,0.33664846420288086
140,0.03271377086639404,0.02958282269537449,0.03100808523595333,2.3066844732966274e-05,0.004119549877941608,0.334229052066803
141,0.029325690120458603,0.019877377897500992,0.02174215391278267,1.7206364645971917e-05,0.0035254498943686485,0.3552522659301758
142,0.03708430752158165,0.033758457750082016,0.035249240696430206,2.9950162570457906e-05,0.004457328002899885,0.33666983246803284
143,0.0164945125579834,0.02933262474834919,0.031116830185055733,5.2695217164000496e-05,0.005982167553156614,0.3329559862613678
144,0.01771668717265129,0.027089206501841545,0.028503594920039177,1.8633727449923754e-05,0.003420602297410369,0.355894535779953
145,0.024511098861694336,0.0355527326464653,0.03758317977190018,2.435406895529013e-05,0.004363668151199818,0.3298623859882355
146,0.030833207070827484,0.030672365799546242,0.03147605434060097,4.12794433941599e-05,0.00545518146827817,0.3382026255130768
147,0.01855914294719696,0.028203651309013367,0.03129958361387253,0.00010322745947632939,0.008151886984705925,0.3525802195072174
148,0.010106177069246769,0.036363694816827774,0.03743043169379234,3.451816155575216e-05,0.0045609124936163425,0.3312312066555023
149,0.024326007813215256,0.023608971387147903,0.02522081322968006,2.4402723283856176e-05,0.0038360469043254852,0.35751408338546753
150,0.03249552100896835,0.02372664585709572,0.025696955621242523,2.714580659812782e-05,0.004017143044620752,0.32922300696372986
151,0.028381023555994034,0.03237741068005562,0.031214121729135513,3.3274394809268415e-05,0.004422387573868036,0.3631865084171295
152,0.0388946495950222,0.032938748598098755,0.03463800251483917,4.5662014599656686e-05,0.0054334606975317,0.33177047967910767
153,0.013578266836702824,0.02820897102355957,0.026782788336277008,0.00011446811549831182,0.008257346227765083,0.32999423146247864
154,0.02170664817094803,0.01992120034992695,0.021320071071386337,2.8937805836903863e-05,0.004368486348539591,0.35462862253189087
155,0.04041125252842903,0.03014904446899891,0.029525872319936752,4.276263643987477e-05,0.004635777790099382,0.33053097128868103
156,0.03877372294664383,0.025655658915638924,0.025398362427949905,6.069437222322449e-05,0.0051610469818115234,0.328004390001297
157,0.018838249146938324,0.03956202045083046,0.03669402003288269,0.00011388670100132003,0.009392938576638699,0.35544469952583313
158,0.02803317829966545,0.03919437155127525,0.0403197705745697,2.442175718897488e-05,0.0035507262218743563,0.352845162153244
159,0.027818530797958374,0.02982467971742153,0.03139050677418709,2.7994263291475363e-05,0.004252434708178043,0.33754777908325195
160,-0.0025215549394488335,0.03102179802954197,0.03492719307541847,0.00020232472161296755,0.010916040278971195,0.3556045889854431
161,0.012907094322144985,0.033987052738666534,0.033072568476200104,4.033349614473991e-05,0.004836076404899359,0.33259958028793335
162,0.03381538391113281,0.0313272625207901,0.031707484275102615,3.065265264012851e-05,0.0045036026276648045,0.3270170986652374
163,0.022641077637672424,0.03553730994462967,0.03682928904891014,3.883119279635139e-05,0.004845002666115761,0.335104763507843
164,0.019192367792129517,0.02328346110880375,0.025121299549937248,1.8837299649021588e-05,0.0032706831116229296,0.3579264283180237
165,0.04181791469454765,0.026537936180830002,0.027369575574994087,3.905823905370198e-05,0.004863167647272348,0.3375537693500519
166,0.01570393517613411,0.023981397971510887,0.02699452079832554,4.417128729983233e-05,0.00535212829709053,0.35994210839271545
167,0.02507166378200054,0.048276226967573166,0.046954475343227386,7.794538396410644e-05,0.0069502550177276134,0.3547787666320801
168,0.04202554002404213,0.028384337201714516,0.02836248278617859,2.948162546090316e-05,0.004153069574385881,0.3345828950405121
169,0.0331871397793293,0.026089008897542953,0.027660386636853218,2.0478481019381434e-05,0.00368694425560534,0.3386222720146179
170,0.03385872393846512,0.02520732581615448,0.025328509509563446,1.9299241102999076e-05,0.0036202238406986,0.33076414465904236
171,0.030235998332500458,0.022756751626729965,0.02459627576172352,5.656398934661411e-05,0.005837520118802786,0.35872623324394226
172,0.042291585355997086,0.02753855101764202,0.028963720425963402,5.299841723171994e-05,0.005623223260045052,0.35559889674186707
173,0.03784644231200218,0.038019049912691116,0.03973246365785599,4.067989721079357e-05,0.004701471421867609,0.3281523287296295
174,0.02462226152420044,0.0389859601855278,0.036935459822416306,0.00010334351827623323,0.007668809499591589,0.35586848855018616
175,0.04580891877412796,0.02106199972331524,0.024754371494054794,4.5858796511311084e-05,0.005421992391347885,0.33388373255729675
176,0.03891019895672798,0.03400057926774025,0.03251880779862404,6.309829041128978e-05,0.0067687188275158405,0.33597806096076965
177,0.03293289989233017,0.025806013494729996,0.028196832165122032,5.84439912927337e-05,0.00643876101821661,0.33063557744026184
178,0.0065470244735479355,0.02925916016101837,0.029228128492832184,2.0415107428561896e-05,0.0036235610023140907,0.33159199357032776
179,0.03128939867019653,0.026053033769130707,0.026429632678627968,5.189169678487815e-05,0.005605791695415974,0.33305636048316956
180,0.030202437192201614,0.030430976301431656,0.029472053050994873,2.9529837775044143e-05,0.004135848022997379,0.3324877619743347
181,0.031210966408252716,0.023756595328450203,0.02416257932782173,2.24604009417817e-05,0.0037491389084607363,0.33622685074806213
182,0.03531549125909805,0.03199174627661705,0.03110363334417343,2.6219009669148363e-05,0.004178044851869345,0.32932740449905396
183,0.022536184638738632,0.020125314593315125,0.021195000037550926,1.9847169824060984e-05,0.0035060017835348845,0.3335875868797302
184,0.03069433569908142,0.030375223606824875,0.031143780797719955,1.3214760656410363e-05,0.0029874674510210752,0.354266494512558
185,0.04446392506361008,0.03067168965935707,0.03173109516501427,3.303760968265124e-05,0.004746432416141033,0.32894158363342285
186,0.03140018880367279,0.026987096294760704,0.028959352523088455,4.707347397925332e-05,0.005670627113431692,0.32826945185661316
187,0.015027153305709362,0.03940797224640846,0.0396396704018116,3.054569606320001e-05,0.004219298716634512,0.35571494698524475
188,0.03470906615257263,0.02832159399986267,0.029063591733574867,2.4579725504736416e-05,0.004044368397444487,0.3587303161621094
189,0.01406349427998066,0.0355297289788723,0.03530900180339813,3.0091783628449775e-05,0.0044447435066103935,0.3302695155143738
190,0.03215186297893524,0.025221766903996468,0.026866696774959564,2.5236691726604477e-05,0.003865292528644204,0.33185476064682007
191,0.03073035180568695,0.030152415856719017,0.02961394004523754,9.135863365372643e-05,0.008218381553888321,0.3312435448169708
192,0.0185554102063179,0.027973700314760208,0.028213292360305786,2.33574664889602e-05,0.004042033106088638,0.3580656051635742
193,0.042698416858911514,0.02744012512266636,0.02910877764225006,4.192657797830179e-05,0.005399366840720177,0.3563612401485443
194,0.042097896337509155,0.027083178982138634,0.02843889407813549,1.7214042600244284e-05,0.003417111234739423,0.32511988282203674
195,0.03425276279449463,0.03089509718120098,0.031352367252111435,4.103223909623921e-05,0.005056471098214388,0.33038702607154846
196,0.03410833701491356,0.02768544852733612,0.02910717763006687,5.868024891242385e-05,0.005845584906637669,0.3352966606616974
197,-0.004148435778915882,0.03234538808465004,0.03642563149333,0.00042552000377327204,0.01627477817237377,0.32551470398902893
198,0.026528581976890564,0.02826213464140892,0.027941299602389336,3.122620182693936e-05,0.004310403484851122,0.35601872205734253
199,0.021355533972382545,0.04416784644126892,0.041794318705797195,6.173193105496466e-05,0.006070106755942106,0.35330596566200256
200,0.009523788467049599,0.04176315292716026,0.04052778705954552,5.418881482910365e-05,0.005892508197575808,0.3551320433616638
201,0.039729874581098557,0.025754915550351143,0.027126749977469444,3.2645966712152585e-05,0.004695594310760498,0.35906893014907837
202,-0.010790129192173481,0.03742707148194313,0.03817209601402283,4.4966716814087704e-05,0.004990142770111561,0.3549365997314453
203,0.03881511464715004,0.03168630972504616,0.031942375004291534,2.1391106201917864e-05,0.003781492356210947,0.33317166566848755
204,0.026303455233573914,0.04314073920249939,0.04056901857256889,5.6135748309316114e-05,0.006391617935150862,0.3503416180610657
205,0.016847260296344757,0.032466936856508255,0.03195599839091301,2.8328344342298806e-05,0.003968417644500732,0.3553173840045929
206,0.0377715565264225,0.028054676949977875,0.02925248257815838,3.230142465326935e-05,0.004546395968645811,0.33303090929985046
207,0.025869207456707954,0.02168405055999756,0.02239171415567398,3.641039438662119e-05,0.004965721629559994,0.35816267132759094
208,0.031875018030405045,0.02718391641974449,0.027944551780819893,2.970679270219989e-05,0.004177751485258341,0.3590618968009949
209,0.03225080668926239,0.026571931317448616,0.02789441868662834,1.723416608001571e-05,0.0032360772602260113,0.35881301760673523
210,0.045486148446798325,0.027842773124575615,0.028294729068875313,3.220385406166315e-05,0.004490615800023079,0.3275027871131897
211,0.015443309210240841,0.02857320010662079,0.029776353389024734,5.4050382459536195e-05,0.006116821896284819,0.33379310369491577
212,0.016431357711553574,0.02201368659734726,0.023188676685094833,8.982715371530503e-06,0.00220188545063138,0.3550376892089844
213,0.04619726538658142,0.027274243533611298,0.02730029635131359,3.415692117414437e-05,0.004475494846701622,0.33255764842033386
214,0.04217973351478577,0.026008252054452896,0.027250057086348534,4.723163874587044e-05,0.005408070050179958,0.3602609932422638
215,0.03934669494628906,0.026411214843392372,0.02695293165743351,3.3626685763010755e-05,0.004856061190366745,0.32921290397644043
216,0.03528471291065216,0.026244167238473892,0.026125716045498848,2.5099727281485684e-05,0.004177324939519167,0.3370601236820221
217,0.009563279338181019,0.03617294132709503,0.038781870156526566,6.0281796322669834e-05,0.005667874589562416,0.3554491102695465
218,0.04471665248274803,0.027136867865920067,0.028217541053891182,3.041007585125044e-05,0.004225254990160465,0.3271547853946686
219,0.03749518841505051,0.029667384922504425,0.029161572456359863,3.674956315080635e-05,0.005199253559112549,0.35302734375
220,0.044285066425800323,0.02392529882490635,0.025373157113790512,4.8552374209975824e-05,0.005527302622795105,0.35651323199272156
221,0.042423222213983536,0.03368182107806206,0.03274865448474884,3.912857573595829e-05,0.00503428652882576,0.3317839503288269
222,0.020387619733810425,0.023807471618056297,0.025114310905337334,1.842137862695381e-05,0.0033916460815817118,0.3334992527961731
223,0.03076314926147461,0.035284373909235,0.032903529703617096,4.614288991433568e-05,0.005772507283836603,0.32995980978012085
224,0.030695099383592606,0.026881033554673195,0.027175817638635635,1.5100913515198044e-05,0.0032193330116569996,0.35437536239624023
225,-0.0013492060825228691,0.03190043941140175,0.0335545688867569,4.3455878767417744e-05,0.005156185012310743,0.3582107722759247
226,0.037741564214229584,0.030854590237140656,0.03182210028171539,2.658518496900797e-05,0.003975204192101955,0.3312961161136627
227,0.041066788136959076,0.034845057874917984,0.035711001604795456,5.509645779966377e-05,0.00585936987772584,0.33026614785194397
228,0.013734635896980762,0.026477832347154617,0.02717019058763981,9.762922854861245e-05,0.007673339452594519,0.35514143109321594
229,0.012277035042643547,0.0314963236451149,0.03237924724817276,2.3523582058260217e-05,0.0037018877919763327,0.35950055718421936
230,0.0470254123210907,0.023861894384026527,0.02550225704908371,2.690619476197753e-05,0.0036717355251312256,0.3339408040046692
231,0.022679969668388367,0.039184294641017914,0.038283057510852814,4.5198670704849064e-05,0.005726628936827183,0.32985711097717285
232,0.021762821823358536,0.02692112885415554,0.029229849576950073,2.3531731130788103e-05,0.0038872293662279844,0.3460846245288849
233,0.021224237978458405,0.04439062252640724,0.04353964701294899,6.194713205331936e-05,0.006551858503371477,0.33474674820899963
234,0.02878550812602043,0.01994057558476925,0.021593566983938217,1.3797724932373967e-05,0.0031008776277303696,0.33209946751594543
235,0.03025851771235466,0.021596038714051247,0.02365955524146557,5.010729000787251e-05,0.005765194538980722,0.3381562829017639
236,0.02675192803144455,0.022866474464535713,0.02449769340455532,1.297689595958218e-05,0.0028148642741143703,0.3345755934715271
