status	sample_count	window_count	train_windows	validation_windows	test_windows	sequence_length	obs_dim	latent_dim	token_dim	weighted_posterior_reconstruction_mse	official_dagger_rollout_dataset	paper_level_state_latent_dataset
ok	612352	571392	457113	57140	57139	21	160	32	192	0.0032656201394274833	False	False
