status	window_count	train_windows	validation_windows	test_windows	epochs	batch_windows	validation_pred_token_mse	test_pred_token_mse	test_noisy_token_mse	test_denoising_improvement_ratio	data_parallel_used	official_dagger_rollout_dataset	paper_level_diffusion
ok	285696	228557	28570	28569	30	2048	0.013656057683484895	0.013647833040782384	0.06729835644364357	0.7972040661615378	True	False	False
