motion	split	window_index	paper_start_frame	recorded_start_timestep	state_max_abs_error	target_decoded_action_max_abs_error	latent_abs_mean	teacher_action_abs_mean	decoded_action_abs_mean	logvar_mean
run2_subject1_frames_1_180_state_fixture	validation	10	104	100	2.9762523889864667e-08	0.0	0.12304994591838858	0.23271476244095143	0.23448240384306568	-1.0809923502660932
run2_subject1_frames_1_180_state_fixture	validation	11	114	110	2.911882412970357e-08	0.0	0.12337594259519219	0.24637589494310463	0.24813898258241526	-1.087790055289155
run2_subject1_frames_1_180_state_fixture	validation	12	124	120	2.9690726432995973e-08	0.0	0.12707941557995842	0.25926006098212107	0.26087651278805263	-1.1072794330262004
run2_subject1_frames_1_180_state_fixture	validation	13	134	130	2.9716182736727603e-08	0.0	0.13759076073377705	0.24102553708114843	0.2419033519623951	-1.1255910898603143
run2_subject1_frames_1_180_state_fixture	validation	14	144	140	2.9716182736727603e-08	0.0	0.1381096601405824	0.21728308325096635	0.2181271388438608	-1.149868214769023
run2_subject1_frames_1_180_state_fixture	validation	15	154	150	2.9759218311831148e-08	0.0	0.1302859406936304	0.2159208439386867	0.2183789251255994	-1.167814781978017
run2_subject1_frames_1_180_state_fixture	validation	16	164	160	2.9549214408675084e-08	0.0	0.1318535091275061	0.21618358545217126	0.21990676752439958	-1.1641621642879076
run2_subject1_frames_1_180_state_fixture	validation	17	174	170	2.970956947123682e-08	0.0	0.1377485942738574	0.2109151893013963	0.21421536115993714	-1.1547045986212434
run2_subject1_frames_1_180_state_fixture	validation	18	184	180	2.9453496086517816e-08	0.0	0.14118346293218478	0.20936227887593614	0.2117387962792136	-1.1550038632537638
run2_subject1_frames_1_180_state_fixture	validation	19	194	190	2.9545841218059365e-08	0.0	0.14168447842183968	0.21019355615689642	0.21249762814559275	-1.164186901457253
run2_subject1_frames_1_180_state_fixture	validation	20	204	200	2.9637911902469227e-08	0.0	0.14103143630338655	0.21131775167515296	0.21448551739255586	-1.1640050585071247
run2_subject1_frames_1_180_state_fixture	validation	21	214	210	2.9623698383218766e-08	0.0	0.1416145607197125	0.21134753448793844	0.21458369781598083	-1.1588025327239717
run2_subject1_frames_1_180_state_fixture	validation	22	224	220	2.979196533914319e-08	0.0	0.14265543640968167	0.21055884222685067	0.21338898642370951	-1.1606646786843027
run2_subject1_frames_1_180_state_fixture	validation	23	234	230	2.9673552726094954e-08	0.0	0.14491995665940477	0.21347778157769948	0.21604302783354457	-1.1922362808670317
run2_subject1_frames_1_180_state_fixture	validation	24	244	240	5.2931153904367534e-08	0.0	0.15334975492996386	0.2302514845048489	0.23269508391838942	-1.2308211565195095
run2_subject1_frames_1_180_state_fixture	validation	25	254	250	5.788647805538005e-08	0.0	0.16411978657942244	0.27412435944572133	0.2745838859156753	-1.22983302912187
run2_subject1_frames_1_180_state_fixture	validation	26	264	260	5.678464765068725e-08	0.0	0.17824738303482132	0.31188109098738276	0.3128949839052896	-1.2237972814944529
run2_subject1_frames_1_180_state_fixture	validation	27	274	270	5.943844394451503e-08	0.0	0.31034029879845637	0.35996115473726054	0.3582222475219145	-1.6347000076479854
jumps1_subject1_frames_1_180_state_fixture	test	0	4	0	2.9290642022949953e-08	0.0	0.1285789119200282	0.2436001843391277	0.24643452384177295	-1.0823008135138523
jumps1_subject1_frames_1_180_state_fixture	test	1	14	10	2.9290642022949953e-08	0.0	0.1261394132376327	0.23782195581340387	0.24072695456824475	-1.0819135452842428
jumps1_subject1_frames_1_180_state_fixture	test	2	24	20	2.9531840528562725e-08	0.0	0.12550353149362353	0.2370345588767372	0.24011665520262834	-1.0822419416868971
jumps1_subject1_frames_1_180_state_fixture	test	3	34	30	2.9712135085624425e-08	0.0	0.12527684687284774	0.2359482839624038	0.23943028364740374	-1.0824266607385307
jumps1_subject1_frames_1_180_state_fixture	test	4	44	40	2.9712135085624425e-08	0.0	0.1249368084453246	0.23534129416548658	0.23905836314281023	-1.0816452631815558
jumps1_subject1_frames_1_180_state_fixture	test	5	54	50	2.9277780644321183e-08	0.0	0.12448548703728843	0.23515695494053693	0.2390697955877225	-1.0803577928316026
jumps1_subject1_frames_1_180_state_fixture	test	6	64	60	2.8676914842762358e-08	0.0	0.12428045882067333	0.23497378505301494	0.23912007332900279	-1.0784899923240854
jumps1_subject1_frames_1_180_state_fixture	test	7	74	70	2.9623263286815416e-08	0.0	0.12479290486052855	0.23536266149472818	0.23908951166521739	-1.0796243177638167
jumps1_subject1_frames_1_180_state_fixture	test	8	84	80	2.9020591929551642e-08	0.0	0.1264693837951026	0.24774507719148653	0.25088791551652606	-1.0891769209965354
jumps1_subject1_frames_1_180_state_fixture	test	9	94	90	3.9307383348230474e-08	0.0	0.13944325483767206	0.27371868513041286	0.27565959203003465	-1.1263928520714952
jumps1_subject1_frames_1_180_state_fixture	test	10	104	100	3.9307383348230474e-08	0.0	0.18068423703689837	0.26887938423099056	0.2699289742692057	-1.1724644918881713
jumps1_subject1_frames_1_180_state_fixture	test	11	114	110	2.9358983244520687e-08	0.0	0.1891356475091362	0.23617917693610807	0.23609659886553466	-1.1877224168607168
jumps1_subject1_frames_1_180_state_fixture	test	12	124	120	2.9379051746936113e-08	0.0	0.15915757165029867	0.2214688737524982	0.22250073026920775	-1.1132645297440744
jumps1_subject1_frames_1_180_state_fixture	test	13	134	130	2.9741700546814798e-08	0.0	0.1559857996513269	0.21527576402700635	0.21754042983776928	-1.1481747063142913
jumps1_subject1_frames_1_180_state_fixture	test	14	144	140	2.9741700546814798e-08	0.0	0.14554295014559535	0.22608029251602405	0.2273554385644315	-1.191027301230601
jumps1_subject1_frames_1_180_state_fixture	test	15	154	150	5.7114998730511957e-08	0.0	0.14814130947758844	0.2524387068676224	0.25445715034279626	-1.1529871817855608
jumps1_subject1_frames_1_180_state_fixture	test	16	164	160	5.7114998730511957e-08	0.0	0.14166335422972529	0.24802164768927068	0.24937587829340366	-1.1003950942485106
jumps1_subject1_frames_1_180_state_fixture	test	17	174	170	5.4373278324248986e-08	0.0	0.15698379730054599	0.2501573633146052	0.2511750151355841	-1.1856286735939128
jumps1_subject1_frames_1_180_state_fixture	test	18	184	180	1.1409430689113265e-07	0.0	0.19928805288093696	0.28079722292414655	0.2829391852553402	-1.3280048499859514
jumps1_subject1_frames_1_180_state_fixture	test	19	194	190	1.1409430689113265e-07	0.0	0.23329328007474986	0.29273840126821205	0.2937613679401956	-1.349238558450625
jumps1_subject1_frames_1_180_state_fixture	test	20	204	200	1.1125929511024424e-07	0.0	0.2146420950815636	0.28856930165469025	0.2877586815465694	-1.3183382879942656
jumps1_subject1_frames_1_180_state_fixture	test	21	214	210	5.7233947581281086e-08	0.0	0.1700426978973805	0.28137344062444564	0.2852979025456363	-1.31715258565687
jumps1_subject1_frames_1_180_state_fixture	test	22	224	220	5.513065537421369e-08	0.0	0.1438960055647407	0.25978290171122365	0.26168549885554315	-1.265827460480588
jumps1_subject1_frames_1_180_state_fixture	test	23	234	230	2.8929871387362027e-08	0.0	0.14367711047608672	0.2397064838237481	0.24121930426803276	-1.2384341307694005
jumps1_subject1_frames_1_180_state_fixture	test	24	244	240	2.94101011322212e-08	0.0	0.1435194718817781	0.22615808089246917	0.2278447849186648	-1.215189804988248
jumps1_subject1_frames_1_180_state_fixture	test	25	254	250	2.9541328605553474e-08	0.0	0.1430952020815485	0.21152850413983243	0.21159108904341759	-1.172098174159016
jumps1_subject1_frames_1_180_state_fixture	test	26	264	260	2.906994944762431e-08	0.0	0.14594390002076535	0.20657250358400428	0.2082645507079774	-1.1626726190249126
jumps1_subject1_frames_1_180_state_fixture	test	27	274	270	5.64026318983224e-08	0.0	0.14218285708228082	0.22851983501301767	0.23140735528317138	-1.2069370984321548
