trajectory_name	state_first_difference_mean_norm	state_first_difference_max_norm	state_second_difference_mean_norm	state_second_difference_max_norm	latent_first_difference_mean_norm	latent_first_difference_max_norm	latent_second_difference_mean_norm	latent_second_difference_max_norm	root_xy_first_difference_mean_norm	root_xy_first_difference_max_norm	root_xy_second_difference_mean_norm	root_xy_second_difference_max_norm	root_velocity_xy_first_difference_mean_norm	root_velocity_xy_first_difference_max_norm	root_velocity_xy_second_difference_mean_norm	root_velocity_xy_second_difference_max_norm
tau_clean	0.06021014966988496	0.15837227732779682	0.027658994616973638	0.09834555850887446	7.855608981796015	9.297998439951451	13.539008819983096	16.126662034772174	5.834634929844782e-05	0.00014176115517021632	8.256537166361475e-06	2.296667804949103e-05	0.004789497398935032	0.01809530843467673	0.0021273909156189342	0.01644621304846639
tau_start	6.533110210109683	9.264407306215285	11.680161710871095	16.02714676991468	7.744494814236235	9.285035296475526	13.45738333573792	15.535044311563775	0.5416387013180903	1.5306038337007783	0.9730279318916674	3.0084569817791937	0.7249973619259115	2.30271248772756	1.3840514417675653	3.7226207420512725
tau_unguided_final	0.06020881369970581	0.15837227732779682	0.027658994749410196	0.09834064110801119	7.8553105472899984	9.297998439951451	13.538484354740202	16.125855681511098	6.110065410213045e-05	0.00016064176781290987	1.4234033005071217e-05	8.217370830647151e-05	0.004789504527724939	0.01809530843467673	0.002127603191594538	0.01644621304846639
tau_guided_final	0.060209151481968703	0.15837227732779682	0.027660824669436108	0.09834061550514706	7.8553105472899984	9.297998439951451	13.538484354740202	16.125855681511098	6.110065410213045e-05	0.00016064176781290987	1.4234033005071217e-05	8.217370830647151e-05	0.004790717974274257	0.01809530843467673	0.0021733004226995737	0.01644621304846639
