step	learning_rate	ema_decay	loss_before	loss_after	grad_norm	model_vs_initial_l2	ema_vs_model_l2
0	1e-08	0.0	1.8036317825317383	1.8035320043563843	5.38038969039917	1.0095838831603032e-08	0.0
1	2e-08	0.4053964424986395	1.5448564291000366	1.5447429418563843	4.348121643066406	2.299133328165226e-08	6.1767519987654396e-09
