variant,step,reward,done,action_abs_mean,target_body_error_mean,teacher_vae_mse,guided_base_mse,guided_teacher_mse
teacher,35,0.04396873340010643,0,0.2189352810382843,0.006404978688806295,0.012394865974783897,0.0015183710493147373,0.0052368310280144215
teacher,36,0.041376177221536636,0,0.25997933745384216,0.00032220143475569785,0.002362629631534219,0.0002894221106544137,0.0009982110932469368
teacher,37,0.03934020549058914,0,0.3304027020931244,0.010825054720044136,0.0022222723346203566,0.00027222835342399776,0.0009389100014232099
teacher,38,0.03205287829041481,0,0.4222410321235657,0.02465926669538021,0.0017908633453771472,0.00021938071586191654,0.0007566398708149791
teacher,39,0.028858143836259842,0,0.4859882891178131,0.04254615306854248,0.003308224957436323,0.0004052573931403458,0.0013977254275232553
teacher,40,0.0244351364672184,0,0.5842483639717102,0.06434976309537888,0.0021959422156214714,0.0002690028923097998,0.0009277855861000717
teacher,41,0.02049325406551361,0,0.6627135872840881,0.09060965478420258,0.002515241736546159,0.0003081171598751098,0.0010626896983012557
teacher,42,0.017116110771894455,0,0.7237207889556885,0.12092895060777664,0.004470600746572018,0.0005476483493112028,0.0018888291670009494
teacher,43,0.012596793472766876,0,0.7737857103347778,0.15812741219997406,0.003825217252597213,0.0004685891035478562,0.0016161543317139149
teacher,44,0.007317507639527321,0,0.8512282371520996,0.19816097617149353,0.003345340257510543,0.00040980364428833127,0.0014134072698652744
teacher,45,0.0030834246426820755,0,0.8832837343215942,0.23985663056373596,0.004818551708012819,0.0005902721313759685,0.002035838784649968
teacher,46,-0.0018887855112552643,1,0.9308258295059204,0.003340397495776415,0.006366443820297718,0.0007798899314366281,0.0026898218784481287
teacher,47,0.04646473005414009,0,0.0768711119890213,0.005365678109228611,0.000440423988038674,5.3951935115037486e-05,0.00018607915262691677
teacher,48,0.04600966349244118,0,0.18688948452472687,0.011436773464083672,0.003399826353415847,0.00041647875332273543,0.0014364265371114016
teacher,49,0.046166662126779556,0,0.26892489194869995,0.021368030458688736,0.0024130160454660654,0.00029559453832916915,0.0010194991482421756
teacher,50,0.04188867658376694,0,0.31939589977264404,0.03543039783835411,0.0015745707787573338,0.00019288496696390212,0.00066525605507195
teacher,51,0.03860199451446533,0,0.3995104134082794,0.053362201899290085,0.0017277313163504004,0.0002116470568580553,0.0007299665594473481
teacher,52,0.03393001854419708,0,0.4522860646247864,0.07526274770498276,0.005354025401175022,0.0006558682071045041,0.002262075897306204
teacher,53,0.030456792563199997,0,0.49605071544647217,0.10092417895793915,0.0013802002649754286,0.00016907459939830005,0.0005831344751641154
teacher,54,0.026271376758813858,0,0.5272427201271057,0.1305713653564453,0.001952272024936974,0.0002391534362686798,0.0008248346275649965
teacher,55,0.020101528614759445,0,0.5746408700942993,0.16414663195610046,0.0013659917749464512,0.00016733403026591986,0.0005771314026787877
teacher,56,0.01513960212469101,0,0.6100865006446838,0.20165124535560608,0.002088680164888501,0.00025586324045434594,0.0008824675460346043
teacher,57,0.009579945355653763,0,0.6589773893356323,0.24308080971240997,0.0028643039986491203,0.00035087732248939574,0.0012101683532819152
teacher,58,0.0043387748301029205,1,0.7030392289161682,0.004309752024710178,0.004017387051135302,0.0004921301733702421,0.0016973455203697085
teacher,59,0.04781099036335945,0,0.07584958523511887,0.001176995923742652,0.000480529444757849,5.886485450901091e-05,0.0002030236937571317
teacher,60,0.04295729473233223,0,0.14132504165172577,0.005265631712973118,0.00519574573263526,0.0006364788278006017,0.002195202512666583
teacher,61,0.0417630597949028,0,0.19343237578868866,0.01605665683746338,0.0015829253243282437,0.00019390831585042179,0.0006687860004603863
teacher,62,0.03884528949856758,0,0.23807872831821442,0.030710091814398766,0.001540057361125946,0.00018865698075387627,0.0006506742793135345
teacher,63,0.03486813232302666,0,0.26840752363204956,0.04976120963692665,0.0018590963445603848,0.00022773929231334478,0.0007854682044126093
teacher,64,0.032347481697797775,0,0.3118560314178467,0.0721294954419136,0.0020780269987881184,0.00025455819559283555,0.0008779665804468095
teacher,65,0.029063738882541656,0,0.3443288803100586,0.09878979623317719,0.0023248728830367327,0.0002847969008143991,0.0009822588181123137
teacher,66,0.026178911328315735,0,0.3817320168018341,0.12893548607826233,0.0011910346802324057,0.00014590182399842888,0.0005032119806855917
teacher,67,0.022231653332710266,0,0.4645560085773468,0.16300678253173828,0.0010772357927635312,0.000131961380247958,0.0004551320744212717
teacher,68,0.018671683967113495,0,0.5484989285469055,0.2013183981180191,0.00346864084713161,0.00042490841588005424,0.001465500914491713
teacher,69,0.015186022967100143,0,0.6464224457740784,0.24337387084960938,0.004401826299726963,0.0005392240127548575,0.0018597707385197282
teacher,70,0.011514339596033096,1,0.718379557132721,0.008678734302520752,0.0017980881966650486,0.00022026587976142764,0.0007596921641379595
teacher,71,0.04157271608710289,0,0.08895477652549744,0.015606709755957127,0.001320878742262721,0.00016180764941964298,0.0005580712459050119
teacher,72,0.03537028655409813,0,0.22497406601905823,0.02653341554105282,0.00499173067510128,0.000611487019341439,0.002109006280079484
teacher,73,0.026809711009263992,0,0.2934216558933258,0.041603658348321915,0.0015199846820905805,0.00018619804177433252,0.000642193655949086
teacher,74,0.0246051624417305,0,0.3395526111125946,0.05985831469297409,0.006218788214027882,0.0007618016679771245,0.002627437934279442
teacher,75,0.021212395280599594,0,0.37980926036834717,0.0816870704293251,0.003557078307494521,0.00043574205483309925,0.0015028658090159297
teacher,76,0.016795430332422256,0,0.4408150017261505,0.10778192430734634,0.0037429325748234987,0.0004585092538036406,0.0015813889913260937
teacher,77,0.012012027204036713,0,0.5359674096107483,0.13793905079364777,0.0025556909386068583,0.00031307211611419916,0.0010797795839607716
teacher,78,0.007087016478180885,0,0.6621860861778259,0.17161445319652557,0.003371528582647443,0.0004130123707000166,0.0014244707999750972
teacher,79,0.002752210944890976,0,0.7714614868164062,0.20944547653198242,0.007403632625937462,0.0009069449733942747,0.0031280352268368006
teacher,80,-0.0018752031028270721,1,0.8785597681999207,0.0037237447686493397,0.0022923757787793875,0.0002808159915730357,0.0009685289696790278
teacher,81,0.04314407333731651,0,0.090093232691288,0.0044593727216124535,0.0012553243432193995,0.00015377723320852965,0.0005303745274432003
teacher,82,0.04072662815451622,0,0.1704912781715393,0.00917680375277996,0.005177319049835205,0.0006342214182950556,0.002187417121604085
teacher,83,0.0389406718313694,0,0.2669192850589752,0.017835289239883423,0.006722171790897846,0.0008234659908339381,0.0028401175513863564
teacher,84,0.03813590854406357,0,0.3768068552017212,0.030373308807611465,0.006629225332289934,0.0008120803395286202,0.0028008476365357637
teacher,85,0.03463910147547722,0,0.4347518980503082,0.04684308543801308,0.00503103481605649,0.0006163018988445401,0.002125611761584878
teacher,86,0.031180210411548615,0,0.5074288249015808,0.06704773008823395,0.003443022957071662,0.0004217702953610569,0.0014546773163601756
teacher,87,0.028043881058692932,0,0.5795637965202332,0.0912584438920021,0.0037504248321056366,0.00045942701399326324,0.0015845545567572117
teacher,88,0.02574777603149414,0,0.6202366948127747,0.11918359249830246,0.0033398023806512356,0.00040912575786933303,0.0014110665069893003
teacher,89,0.02135532721877098,0,0.686398983001709,0.15084274113178253,0.003922595176845789,0.0004805175412911922,0.0016572971362620592
teacher,90,0.017893943935632706,0,0.7415221333503723,0.18635304272174835,0.003323315642774105,0.00040710606845095754,0.0014041009126231074
teacher,91,0.013515196740627289,0,0.8139936327934265,0.22544752061367035,0.0058546909131109715,0.0007171995821408927,0.002473607426509261
teacher,92,0.010116972029209137,1,0.8600882291793823,0.0006798548274673522,0.00675776693969965,0.000827826966997236,0.002855155384168029
teacher,93,0.048483673483133316,0,0.08107242733240128,0.002878738334402442,0.0004473852168302983,5.480468098539859e-05,0.00018902026931755245
teacher,94,0.04825667664408684,0,0.14951127767562866,0.00846413616091013,0.001757466816343367,0.00021528966317418963,0.0007425297517329454
teacher,95,0.0448051355779171,0,0.21187430620193481,0.01842244155704975,0.0005229107337072492,6.405654130503535e-05,0.00022092978178989142
teacher,96,0.041873641312122345,0,0.2944974899291992,0.03297514095902443,0.0019548942800611258,0.00023947461158968508,0.0008259427850134671
teacher,97,0.037599828094244,0,0.3674484193325043,0.050758104771375656,0.002828147727996111,0.00034644806873984635,0.0011948923347517848
teacher,98,0.03423633053898811,0,0.43248051404953003,0.07268982380628586,0.002938824240118265,0.000360005913535133,0.001241653342731297
teacher,99,0.031096454709768295,0,0.5134288668632507,0.09891892969608307,0.0030364401172846556,0.0003719638625625521,0.0012828960316255689
teacher,100,0.02853083610534668,0,0.5588707327842712,0.12879399955272675,0.0023673963733017445,0.00029000607901252806,0.0010002248454838991
teacher,101,0.02480248734354973,0,0.6536126136779785,0.16249297559261322,0.0018627409590408206,0.00022818594879936427,0.0007870077970437706
teacher,102,0.02115321159362793,0,0.7294139862060547,0.19981612265110016,0.0015088154468685389,0.00018482995801605284,0.0006374743534252048
teacher,103,0.017871621996164322,0,0.8086864352226257,0.2416570484638214,0.0035656550899147987,0.00043679308146238327,0.001506488653831184
teacher,104,0.012395232915878296,1,0.9143964648246765,0.0068598901852965355,0.008105143904685974,0.0009928799699991941,0.0034244235139340162
teacher,105,0.044490497559309006,0,0.12067049741744995,0.004399874247610569,0.0009578210883773863,0.00011733308929251507,0.00040467942017130554
teacher,106,0.04469962790608406,0,0.21487510204315186,0.007082636933773756,0.0024023372679948807,0.00029428635025396943,0.001014987356029451
teacher,107,0.04273044690489769,0,0.28158390522003174,0.014322208240628242,0.00278588873334229,0.0003412714577279985,0.0011770378332585096
teacher,108,0.03863506391644478,0,0.37228715419769287,0.026174843311309814,0.001907404395751655,0.00023365709057543427,0.0008058782550506294
teacher,109,0.03414105251431465,0,0.44369277358055115,0.04172312095761299,0.002589428797364235,0.00031720512197352946,0.0010940333595499396
teacher,110,0.032420068979263306,0,0.517939031124115,0.061470530927181244,0.004121821839362383,0.0005049228784628212,0.0017414703033864498
teacher,111,0.026604007929563522,0,0.5793615579605103,0.08493147790431976,0.004078815225511789,0.000499654735904187,0.0017232997342944145
teacher,112,0.023226048797369003,0,0.6087566018104553,0.11192651838064194,0.009016725234687328,0.0011045483406633139,0.003809566842392087
teacher,113,0.018767673522233963,0,0.6641249656677246,0.14280910789966583,0.005044643767178059,0.0006179690244607627,0.002131361747160554
teacher,114,0.01300770416855812,0,0.7508670687675476,0.17740638554096222,0.0019062847131863236,0.00023351985146291554,0.0008054053760133684
teacher,115,0.00892123207449913,0,0.8430677056312561,0.21591031551361084,0.006178125273436308,0.000756820198148489,0.002610258525237441
teacher,116,0.004116952419281006,1,0.8944692611694336,0.007075616158545017,0.004354447592049837,0.0005334194283932447,0.0018397548701614141
teacher,117,0.03746144101023674,0,0.10471613705158234,0.0022075048182159662,0.001110090990550816,0.00013598613440990448,0.0004690134373959154
teacher,118,0.03246519714593887,0,0.25126340985298157,0.0066022491082549095,0.010962202213704586,0.0013428699458017945,0.0046315304934978485
teacher,119,0.03255394846200943,0,0.4333268702030182,0.019073626026511192,0.012367493472993374,0.001515018055215478,0.005225264932960272
teacher,120,0.031183071434497833,0,0.5436533689498901,0.035395797342061996,0.006236042361706495,0.0007639151299372315,0.002634728094562888
teacher,121,0.028435133397579193,0,0.6016123294830322,0.05581039562821388,0.0031051214318722486,0.0003803773142863065,0.0013119140639901161
teacher,122,0.02517283707857132,0,0.6698228716850281,0.08044666796922684,0.0023751379922032356,0.0002909544564317912,0.0010034957667812705
teacher,123,0.02165094017982483,0,0.6985622048377991,0.10880406945943832,0.0048795342445373535,0.000597743084654212,0.0020616031251847744
teacher,124,0.017873700708150864,0,0.7503025531768799,0.1410914808511734,0.0041100503876805305,0.0005034812493249774,0.0017364961095154285
teacher,125,0.013449445366859436,0,0.7979984879493713,0.17739303410053253,0.004940872546285391,0.0006052568787708879,0.002087518572807312
teacher,126,0.009641367942094803,0,0.8443819880485535,0.2177610695362091,0.005775148514658213,0.0007074550958350301,0.002440001117065549
teacher,127,0.0051864199340343475,1,0.8961507678031921,0.003558435710147023,0.0035787743981927633,0.0004383996711112559,0.0015120323514565825
teacher,128,0.033691562712192535,0,0.11992597579956055,0.006208202801644802,0.002272166544571519,0.0002783403906505555,0.0009599903132766485
teacher,129,0.034280598163604736,0,0.23612992465496063,0.012367410585284233,0.002593902638182044,0.000317752972478047,0.0010959241772070527
teacher,130,0.030303020030260086,0,0.3118134140968323,0.020819664001464844,0.0010912143625319004,0.00013367374776862562,0.0004610380856320262
teacher,131,0.026278924196958542,0,0.4097270369529724,0.03404828533530235,0.0028060872573405504,0.00034374557435512543,0.0011855721240863204
teacher,132,0.02492813766002655,0,0.4856366217136383,0.050332456827163696,0.0009064726764336228,0.0001110429220716469,0.0003829846973530948
teacher,133,0.020686820149421692,0,0.5770153403282166,0.07069463282823563,0.0012544781202450395,0.00015367355081252754,0.0005300170159898698
teacher,134,0.017913933843374252,0,0.6834521889686584,0.09509527683258057,0.002165613928809762,0.0002652876719366759,0.0009149718680419028
teacher,135,0.016550149768590927,0,0.7684439420700073,0.12274762243032455,0.0020208724308758974,0.00024755691993050277,0.0008538186666555703
teacher,136,0.01263955608010292,0,0.8605772852897644,0.1545422524213791,0.001460539409890771,0.00017891604511532933,0.0006170778651721776
teacher,137,0.009081132709980011,0,0.9233201146125793,0.18956471979618073,0.0017706964863464236,0.0002169101353501901,0.0007481196080334485
teacher,138,0.0048393141478300095,0,0.9711268544197083,0.22902147471904755,0.003271643538028002,0.0004007760144304484,0.001382269780151546
teacher,139,0.00025619566440582275,1,1.020601749420166,0.0012471845839172602,0.0024953449610620737,0.0003056796849705279,0.001054283231496811
teacher,140,0.044440995901823044,0,0.11586783081293106,0.0032382309436798096,0.0007457550964318216,9.135499567491934e-05,0.0003150814736727625
teacher,141,0.04385765269398689,0,0.22949492931365967,0.0006241244846023619,0.008814173750579357,0.0010797360446304083,0.0037239885423332453
teacher,142,0.04213208332657814,0,0.3130597770214081,0.006434538401663303,0.002373012015596032,0.00029069403535686433,0.0010025975061580539
teacher,143,0.036843441426754,0,0.3932856321334839,0.01730157621204853,0.0022798252757638693,0.0002792786108329892,0.0009632260189391673
teacher,144,0.034783702343702316,0,0.5000239610671997,0.03202906250953674,0.0023787429090589285,0.0002913962525781244,0.0010050185956060886
teacher,145,0.03110499680042267,0,0.5698259472846985,0.051004741340875626,0.001399446395225823,0.00017143209697678685,0.0005912662600167096
teacher,146,0.02840234339237213,0,0.6438723802566528,0.0740734189748764,0.0017334045842289925,0.00021234212908893824,0.000732363318093121
teacher,147,0.02527695894241333,0,0.7194710969924927,0.10102225840091705,0.00217901892028749,0.0002669297100510448,0.0009206357644870877
teacher,148,0.022162653505802155,0,0.7768007516860962,0.13222046196460724,0.0025750454515218735,0.00031544320518150926,0.0010879564797505736
teacher,149,0.017677921801805496,0,0.840984582901001,0.16735926270484924,0.003001050092279911,0.0003676289925351739,0.00126794318202883
teacher,150,0.013109099119901657,0,0.9343554377555847,0.20645888149738312,0.003711789846420288,0.00045469406177289784,0.0015682317316532135
teacher,151,0.008294349536299706,0,1.010280966758728,0.24959972500801086,0.007944359444081783,0.0009731840691529214,0.003356491681188345
teacher,152,0.0036565661430358887,1,1.0588736534118652,0.0016701051499694586,0.0070898099802434444,0.0008685014327056706,0.0029954456258565187
teacher,153,0.04380987957119942,0,0.12228535860776901,0.003364482196047902,0.0005691613187082112,6.972225673962384e-05,0.0002404706901870668
teacher,154,0.0399964414536953,0,0.2647075057029724,0.0010093918535858393,0.007629397790879011,0.0009346010629087687,0.0032234208192676306
teacher,155,0.04223024845123291,0,0.3503389060497284,0.005222026724368334,0.004985539708286524,0.0006107284571044147,0.00210639089345932
teacher,156,0.03910151869058609,0,0.41956111788749695,0.015025943517684937,0.0016991824377328157,0.00020814988238271326,0.0007179046515375376
teacher,157,0.03396766632795334,0,0.47944125533103943,0.028776338323950768,0.0017885317793115973,0.00021909525094088167,0.0007556545315310359
teacher,158,0.03325597941875458,0,0.5328444242477417,0.046169463545084,0.00305994157679379,0.00037484278436750174,0.0012928253272548318
teacher,159,0.028558161109685898,0,0.5792642831802368,0.06686613708734512,0.00192995835095644,0.00023641996085643768,0.0008154073148034513
teacher,160,0.024914439767599106,0,0.629107654094696,0.09098923206329346,0.0037057248409837484,0.00045395136112347245,0.0015656686155125499
teacher,161,0.021682009100914,0,0.6920894980430603,0.11851823329925537,0.010839486494660378,0.0013278367696329951,0.004579683765769005
teacher,162,0.017977800220251083,0,0.7439308166503906,0.1511293649673462,0.004443916957825422,0.0005443795234896243,0.0018775556236505508
teacher,163,0.014526605606079102,0,0.7562256455421448,0.18855497241020203,0.00645082863047719,0.0007902266224846244,0.002725475002080202
teacher,164,0.011041363701224327,0,0.7868390679359436,0.2307863086462021,0.005931736435741186,0.0007266376633197069,0.0025061590131372213
teacher,165,0.005468526855111122,1,0.842909574508667,0.009865020401775837,0.004225458949804306,0.0005176187842153013,0.0017852564342319965
teacher,166,0.04515961930155754,0,0.10958224534988403,0.014560257084667683,0.0017762930365279317,0.00021759586525149643,0.0007504838868044317
teacher,167,0.03826044499874115,0,0.2836054563522339,0.021440651267766953,0.009403703734278679,0.0011519537074491382,0.003973064478486776
teacher,168,0.030318759381771088,0,0.3744046986103058,0.03256050869822502,0.002658308483660221,0.00032564278808422387,0.001123135327361524
teacher,169,0.020918820053339005,0,0.4385140836238861,0.047946084290742874,0.008519882336258888,0.0010436857119202614,0.0035996506921947002
teacher,170,0.015956830233335495,0,0.5418079495429993,0.06847478449344635,0.013670146465301514,0.0016745926113799214,0.00577563839033246
teacher,171,0.014661040157079697,0,0.6006452441215515,0.09298120439052582,0.0026057588402181864,0.0003192053409293294,0.001100933295674622
teacher,172,0.009908584877848625,0,0.6442313194274902,0.12093351781368256,0.0027851422782987356,0.00034117975155822933,0.001176722813397646
teacher,173,0.005249045789241791,0,0.7172237634658813,0.1521899700164795,0.004960488528013229,0.0006076599238440394,0.0020958061795681715
teacher,174,0.0014417227357625961,0,0.7473686337471008,0.18672852218151093,0.005106883589178324,0.0006255931220948696,0.0021576588042080402
teacher,175,-0.003302827477455139,0,0.7857685685157776,0.22583630681037903,0.004417588002979755,0.0005411547026596963,0.001866430277004838
teacher,176,-0.008008473552763462,1,0.8526172041893005,0.0084744393825531,0.016084039583802223,0.001970295561477542,0.006795505993068218
teacher,177,0.045177195221185684,0,0.11075782775878906,0.012642128393054008,0.0009718307992443442,0.0001190492621390149,0.0004105985281057656
teacher,178,0.0349615253508091,0,0.24352440237998962,0.02152816765010357,0.011280505917966366,0.0013818618608638644,0.004766013938933611
teacher,179,0.012881983071565628,0,0.36049550771713257,0.03544088825583458,0.0046054464764893055,0.0005641672178171575,0.0019458011956885457
teacher,180,0.029020339250564575,0,0.4662851095199585,0.05373026058077812,0.002308750757947564,0.0002828219730872661,0.0009754470665939152
teacher,181,0.019739247858524323,0,0.5828491449356079,0.07571925222873688,0.0033393774647265673,0.0004090737784281373,0.0014108868781477213
teacher,182,0.018266908824443817,0,0.682509183883667,0.10017825663089752,0.00415203208103776,0.0005086237797513604,0.0017542338464409113
teacher,183,0.016629263758659363,0,0.7904270887374878,0.12841708958148956,0.012215272523462772,0.0014963707653805614,0.005160952918231487
teacher,184,0.007986750453710556,0,0.8676685690879822,0.16064289212226868,0.003053983673453331,0.00037411291850730777,0.0012903081951662898
teacher,185,-0.00047589652240276337,0,0.9216856956481934,0.19689011573791504,0.008511238731443882,0.0010426263324916363,0.0035959994420409203
teacher,186,-0.009307129308581352,0,1.0186461210250854,0.23705780506134033,0.00695053581148386,0.0008514404762536287,0.0029366021044552326
teacher,187,-0.002411752939224243,1,1.1113702058792114,0.009858586825430393,0.007500498555600643,0.0009188110707327724,0.003168960567563772
teacher,188,0.048846881836652756,0,0.13124704360961914,0.012827818281948566,0.003629969200119376,0.0004446711391210556,0.0015336618525907397
teacher,189,0.04804578796029091,0,0.21952618658542633,0.01877962239086628,0.002650829264894128,0.0003247266577091068,0.0011199751170352101
teacher,190,0.0437590666115284,0,0.3006751835346222,0.028715236112475395,0.0012912960955873132,0.0001581837859703228,0.0005455724895000458
teacher,191,0.04167567193508148,0,0.37816035747528076,0.043794386088848114,0.001980781089514494,0.00024264575040433556,0.0008368797716684639
teacher,192,0.0395905077457428,0,0.4528505504131317,0.061519090086221695,0.0019143730169162154,0.00023451064771506935,0.0008088225731626153
teacher,193,0.03564510494470596,0,0.5031038522720337,0.08368755877017975,0.0021716300398111343,0.0002660245227161795,0.0009175140294246376
teacher,194,0.0321439728140831,0,0.5782679319381714,0.10955501347780228,0.0015050094807520509,0.00018436354002915323,0.0006358667160384357
teacher,195,0.0297534316778183,0,0.6249149441719055,0.13913384079933167,0.0023472385946661234,0.0002875369100365788,0.0009917080169543624
teacher,196,0.026123791933059692,0,0.6787639260292053,0.17332111299037933,0.003044422948732972,0.00037294169305823743,0.001286268699914217
teacher,197,0.021530184894800186,0,0.7359925508499146,0.21106155216693878,0.003539253957569599,0.0004335588018875569,0.0014953343197703362
teacher,198,0.01810891553759575,1,0.7946722507476807,0.008519654162228107,0.002764288568869233,0.000338625512085855,0.0011679116869345307
teacher,199,0.04139278829097748,0,0.10859031975269318,0.0009983862983062863,0.0009232604061253369,0.0001130993987317197,0.0003900775336660445
teacher,200,0.028714731335639954,0,0.24163232743740082,0.010918809100985527,0.017815062776207924,0.002182345138862729,0.007526863366365433
teacher,201,0.02523576095700264,0,0.3573560416698456,0.025608297437429428,0.006790706887841225,0.0008318614563904703,0.002869074000045657
teacher,202,0.023634351789951324,0,0.4208337962627411,0.04347086325287819,0.010966078378260136,0.001343344571068883,0.0046331677585840225
teacher,203,0.02030567079782486,0,0.49046364426612854,0.06562702357769012,0.01022401638329029,0.001252441550604999,0.004319647792726755
teacher,204,0.017808731645345688,0,0.5819273591041565,0.09145747125148773,0.007765601854771376,0.0009512858232483268,0.0032809677068144083
teacher,205,0.014918167144060135,0,0.6850346922874451,0.12098365277051926,0.007804114371538162,0.0009560034959577024,0.003297239076346159
teacher,206,0.012351732701063156,0,0.7752165198326111,0.15470756590366364,0.008275601081550121,0.0010137612698599696,0.0034964417573064566
teacher,207,0.008643511682748795,0,0.8608290553092957,0.19268979132175446,0.005429128184914589,0.0006650686264038086,0.0022938058245927095
teacher,208,0.004293110221624374,0,0.9725089073181152,0.23408009111881256,0.005599504336714745,0.0006859393324702978,0.0023657905403524637
teacher,209,0.0004814639687538147,1,1.060939073562622,0.006429165601730347,0.01451707910746336,0.001778341829776764,0.0061334664933383465
teacher,210,0.045034077018499374,0,0.07778350263834,0.008191125467419624,0.0004229687910992652,5.181366577744484e-05,0.00017870432930067182
teacher,211,0.04361334815621376,0,0.1761791855096817,0.014249392785131931,0.004962787497788668,0.0006079414742998779,0.002096777781844139
teacher,212,0.04114226624369621,0,0.2558848559856415,0.024045364931225777,0.0015943823382258415,0.0001953118189703673,0.0006736264913342893
teacher,213,0.03782665729522705,0,0.33753588795661926,0.03764976188540459,0.0019317384576424956,0.0002366379922023043,0.000816159532405436
teacher,214,0.0330389104783535,0,0.426251620054245,0.05508597940206528,0.001548689790070057,0.00018971458484884351,0.0006543212803080678
teacher,215,0.03025628626346588,0,0.49196138978004456,0.0765012875199318,0.003606766927987337,0.0004418290627654642,0.0015238589840009809
