step,old_done_count,warmup_done_count,done_count_delta,old_error_body_pos,warmup_error_body_pos,error_body_pos_delta,old_error_joint_pos,warmup_error_joint_pos,error_joint_pos_delta,old_reward_mean,warmup_reward_mean,reward_mean_delta,old_sampling_top1_bin,warmup_sampling_top1_bin,sampling_top1_bin_delta
36,333.0,457.0,124.0,0.2055942416191101,0.2514345347881317,0.045840293169021606,1.5971388816833496,1.5751216411590576,-0.022017240524291992,0.02055523917078972,0.019437000155448914,-0.001118239015340805,0.44583335518836975,0.44583335518836975,0.0
37,322.0,480.0,158.0,0.214732825756073,0.2633969783782959,0.0486641526222229,1.639540195465088,1.5664799213409424,-0.07306027412414551,0.02023370936512947,0.01914948783814907,-0.0010842215269804,0.44583335518836975,0.44583335518836975,0.0
38,396.0,460.0,64.0,0.22846218943595886,0.25518494844436646,0.026722759008407593,1.605330467224121,1.5736567974090576,-0.03167366981506348,0.019421618431806564,0.018996257334947586,-0.00042536109685897827,0.44583335518836975,0.44583335518836975,0.0
39,362.0,495.0,133.0,0.21587762236595154,0.25533804297447205,0.03946042060852051,1.6238532066345215,1.5573856830596924,-0.0664675235748291,0.020049279555678368,0.019053990021348,-0.000995289534330368,0.44583335518836975,0.44583335518836975,0.0
40,371.0,484.0,113.0,0.22359834611415863,0.24794825911521912,0.024349913001060486,1.597549557685852,1.5490138530731201,-0.048535704612731934,0.020092599093914032,0.019513791427016258,-0.0005788076668977737,0.44583335518836975,0.44583335518836975,0.0
41,358.0,467.0,109.0,0.21979710459709167,0.24560917913913727,0.025812074542045593,1.5866366624832153,1.5633670091629028,-0.0232696533203125,0.02024674043059349,0.019826296716928482,-0.00042044371366500854,0.44583335518836975,0.44583335518836975,0.0
42,394.0,486.0,92.0,0.22288785874843597,0.2447042167186737,0.021816357970237732,1.549904704093933,1.5463180541992188,-0.0035866498947143555,0.02084105648100376,0.019302036613225937,-0.0015390198677778244,0.44583335518836975,0.44583335518836975,0.0
43,363.0,476.0,113.0,0.21693789958953857,0.25446510314941406,0.03752720355987549,1.5493128299713135,1.5387548208236694,-0.010558009147644043,0.021820124238729477,0.020138859748840332,-0.001681264489889145,0.44583335518836975,0.44583335518836975,0.0
44,341.0,444.0,103.0,0.20603279769420624,0.24701431393623352,0.04098151624202728,1.5644569396972656,1.5560531616210938,-0.008403778076171875,0.02152354270219803,0.02009565941989422,-0.0014278832823038101,0.44583335518836975,0.44583335518836975,0.0
45,310.0,463.0,153.0,0.20827817916870117,0.24076403677463531,0.03248585760593414,1.600690245628357,1.556861162185669,-0.04382908344268799,0.021500397473573685,0.019495731219649315,-0.00200466625392437,0.44583335518836975,0.44583335518836975,0.0
46,379.0,451.0,72.0,0.22133702039718628,0.24103692173957825,0.019699901342391968,1.5697402954101562,1.5533876419067383,-0.01635265350341797,0.020928263664245605,0.019120045006275177,-0.0018082186579704285,0.44583335518836975,0.44583335518836975,0.0
47,372.0,455.0,83.0,0.21556521952152252,0.23963621258735657,0.024070993065834045,1.5549490451812744,1.539902687072754,-0.015046358108520508,0.021118436008691788,0.01944553479552269,-0.001672901213169098,0.44583335518836975,0.44583335518836975,0.0
48,351.0,424.0,73.0,0.21478596329689026,0.2285463511943817,0.013760387897491455,1.574999213218689,1.557194709777832,-0.017804503440856934,0.02094477042555809,0.019814588129520416,-0.001130182296037674,0.44583335518836975,0.44583335518836975,0.0
49,363.0,428.0,65.0,0.21154169738292694,0.23145459592342377,0.019912898540496826,1.5926538705825806,1.5519537925720215,-0.04070007801055908,0.02128947153687477,0.019492458552122116,-0.001797012984752655,0.44583335518836975,0.44583335518836975,0.0
50,342.0,459.0,117.0,0.21139350533485413,0.23985710740089417,0.02846360206604004,1.6075549125671387,1.5604939460754395,-0.04706096649169922,0.020667044445872307,0.01979789510369301,-0.0008691493421792984,0.44583335518836975,0.44583335518836975,0.0
51,350.0,429.0,79.0,0.2150391936302185,0.24491751194000244,0.029878318309783936,1.6184933185577393,1.571852207183838,-0.04664111137390137,0.01985267922282219,0.019516220316290855,-0.0003364589065313339,0.44583335518836975,0.44583335518836975,0.0
52,376.0,474.0,98.0,0.22049179673194885,0.243413507938385,0.022921711206436157,1.6055915355682373,1.5650748014450073,-0.04051673412322998,0.019577093422412872,0.019592445343732834,1.5351921319961548e-05,0.44583335518836975,0.44583335518836975,0.0
53,358.0,469.0,111.0,0.21797044575214386,0.25151896476745605,0.033548519015312195,1.6165374517440796,1.5488412380218506,-0.067696213722229,0.019852207973599434,0.01988822966814041,3.602169454097748e-05,0.44583335518836975,0.44583335518836975,0.0
54,357.0,462.0,105.0,0.21676218509674072,0.2562922239303589,0.039530038833618164,1.5980333089828491,1.5507465600967407,-0.0472867488861084,0.019955195486545563,0.019714705646038055,-0.00024048984050750732,0.44583335518836975,0.44583335518836975,0.0
55,382.0,460.0,78.0,0.22586649656295776,0.25256800651550293,0.026701509952545166,1.568199872970581,1.5495390892028809,-0.018660783767700195,0.0200502946972847,0.019503401592373848,-0.0005468931049108505,0.44583335518836975,0.44583335518836975,0.0
56,358.0,456.0,98.0,0.21533732116222382,0.246307373046875,0.030970051884651184,1.5672080516815186,1.5535743236541748,-0.01363372802734375,0.02071361616253853,0.019689906388521194,-0.001023709774017334,0.44583335518836975,0.44583335518836975,0.0
57,359.0,437.0,78.0,0.2242678999900818,0.24137358367443085,0.01710568368434906,1.5567855834960938,1.559769868850708,0.002984285354614258,0.020688358694314957,0.01969434693455696,-0.0009940117597579956,0.44583335518836975,0.44583335518836975,0.0
58,348.0,467.0,119.0,0.2247714102268219,0.2432953119277954,0.01852390170097351,1.558036208152771,1.5663762092590332,0.008340001106262207,0.02073415368795395,0.019169824197888374,-0.0015643294900655746,0.44583335518836975,0.44583335518836975,0.0
59,341.0,445.0,104.0,0.21697285771369934,0.23848319053649902,0.021510332822799683,1.5655810832977295,1.5687199831008911,0.003138899803161621,0.020804353058338165,0.019027013331651688,-0.0017773397266864777,0.44583335518836975,0.44583335518836975,0.0
60,334.0,486.0,152.0,0.21075302362442017,0.2460555136203766,0.03530248999595642,1.5789684057235718,1.5476754903793335,-0.03129291534423828,0.020817067474126816,0.018722403794527054,-0.002094663679599762,0.44583335518836975,0.44583335518836975,0.0
61,357.0,487.0,130.0,0.20997293293476105,0.25234919786453247,0.04237626492977142,1.5996617078781128,1.5272703170776367,-0.07239139080047607,0.019850831478834152,0.019044997170567513,-0.0008058343082666397,0.44583335518836975,0.44583335518836975,0.0
62,349.0,494.0,145.0,0.20794902741909027,0.2596982419490814,0.05174921452999115,1.6146503686904907,1.52923583984375,-0.08541452884674072,0.020333126187324524,0.019136551767587662,-0.0011965744197368622,0.44583335518836975,0.44583335518836975,0.0
63,369.0,474.0,105.0,0.21728000044822693,0.24147944152355194,0.024199441075325012,1.606489658355713,1.5384531021118164,-0.06803655624389648,0.02004517987370491,0.019640594720840454,-0.0004045851528644562,0.44583335518836975,0.44583335518836975,0.0
64,361.0,474.0,113.0,0.22295145690441132,0.24917122721672058,0.026219770312309265,1.6077256202697754,1.5609452724456787,-0.04678034782409668,0.02008271962404251,0.01984291709959507,-0.0002398025244474411,0.44583335518836975,0.44583335518836975,0.0
65,356.0,460.0,104.0,0.21286669373512268,0.2486807256937027,0.03581403195858002,1.6134065389633179,1.5560652017593384,-0.05734133720397949,0.020139701664447784,0.01955551654100418,-0.0005841851234436035,0.44583335518836975,0.44583335518836975,0.0
66,371.0,476.0,105.0,0.21641689538955688,0.25643253326416016,0.04001563787460327,1.595599889755249,1.5489234924316406,-0.0466763973236084,0.020184971392154694,0.01966235414147377,-0.0005226172506809235,0.44583335518836975,0.44583335518836975,0.0
67,356.0,517.0,161.0,0.22243167459964752,0.24844814836978912,0.0260164737701416,1.5893776416778564,1.515202283859253,-0.07417535781860352,0.02037382498383522,0.020088430494070053,-0.00028539448976516724,0.44583335518836975,0.44583335518836975,0.0
68,342.0,501.0,159.0,0.22121281921863556,0.2540658116340637,0.03285299241542816,1.5800011157989502,1.5058952569961548,-0.07410585880279541,0.02052196115255356,0.020876791328191757,0.00035483017563819885,0.44583335518836975,0.44583335518836975,0.0
69,364.0,436.0,72.0,0.21684744954109192,0.24272604286670685,0.02587859332561493,1.5540333986282349,1.5190412998199463,-0.034992098808288574,0.020470719784498215,0.020921967923641205,0.0004512481391429901,0.44583335518836975,0.44583335518836975,0.0
70,369.0,448.0,79.0,0.21859750151634216,0.2479831576347351,0.029385656118392944,1.5391960144042969,1.532499074935913,-0.006696939468383789,0.02094154804944992,0.02096495032310486,2.3402273654937744e-05,0.44583335518836975,0.44583335518836975,0.0
71,357.0,471.0,114.0,0.21928226947784424,0.24789151549339294,0.028609246015548706,1.5543960332870483,1.5340570211410522,-0.020339012145996094,0.020895695313811302,0.02033904939889908,-0.0005566459149122238,0.44583335518836975,0.44583335518836975,0.0
72,351.0,450.0,99.0,0.21211938560009003,0.24396423995494843,0.0318448543548584,1.5509397983551025,1.5560970306396484,0.0051572322845458984,0.02086404711008072,0.019893981516361237,-0.0009700655937194824,0.44583335518836975,0.44583335518836975,0.0
73,340.0,436.0,96.0,0.20913296937942505,0.24448780715465546,0.03535483777523041,1.5656459331512451,1.567166805267334,0.0015208721160888672,0.02099219150841236,0.019937684759497643,-0.0010545067489147186,0.44583335518836975,0.44583335518836975,0.0
74,362.0,462.0,100.0,0.21350973844528198,0.23858642578125,0.025076687335968018,1.5560253858566284,1.5559945106506348,-3.0875205993652344e-05,0.020497046411037445,0.019415535032749176,-0.001081511378288269,0.44583335518836975,0.44583335518836975,0.0
75,371.0,422.0,51.0,0.21083027124404907,0.22732116281986237,0.016490891575813293,1.559206485748291,1.578823447227478,0.01961696147918701,0.02089439332485199,0.019843172281980515,-0.0010512210428714752,0.44583335518836975,0.44583335518836975,0.0
76,337.0,457.0,120.0,0.20228484272956848,0.2391095757484436,0.03682473301887512,1.5821958780288696,1.5685272216796875,-0.013668656349182129,0.020785687491297722,0.019568396732211113,-0.0012172907590866089,0.44583335518836975,0.44583335518836975,0.0
77,362.0,481.0,119.0,0.21798580884933472,0.24052794277668,0.022542133927345276,1.5767961740493774,1.564346194267273,-0.012449979782104492,0.02083231508731842,0.01955634355545044,-0.001275971531867981,0.44583335518836975,0.44583335518836975,0.0
78,321.0,460.0,139.0,0.2090318351984024,0.2411741018295288,0.032142266631126404,1.6058368682861328,1.5495686531066895,-0.05626821517944336,0.020596493035554886,0.020013507455587387,-0.0005829855799674988,0.44583335518836975,0.44583335518836975,0.0
79,324.0,442.0,118.0,0.2098921239376068,0.23808154463768005,0.028189420700073242,1.6044100522994995,1.5581285953521729,-0.04628145694732666,0.020005013793706894,0.020221713930368423,0.00021670013666152954,0.44583335518836975,0.44583335518836975,0.0
80,379.0,459.0,80.0,0.2287730574607849,0.23914580047130585,0.010372743010520935,1.5787252187728882,1.5366580486297607,-0.04206717014312744,0.019962776452302933,0.019867435097694397,-9.534135460853577e-05,0.44583335518836975,0.44583335518836975,0.0
81,381.0,478.0,97.0,0.223256915807724,0.24982377886772156,0.02656686305999756,1.562847375869751,1.5468251705169678,-0.016022205352783203,0.02042010799050331,0.020099060609936714,-0.000321047380566597,0.44583335518836975,0.44583335518836975,0.0
82,387.0,439.0,52.0,0.22093762457370758,0.23995095491409302,0.019013330340385437,1.575688362121582,1.5635182857513428,-0.012170076370239258,0.02081213891506195,0.019918495789170265,-0.0008936431258916855,0.44583335518836975,0.44583335518836975,0.0
83,407.0,448.0,41.0,0.221573606133461,0.24396780133247375,0.022394195199012756,1.550438642501831,1.5551583766937256,0.004719734191894531,0.020771384239196777,0.0196841973811388,-0.0010871868580579758,0.44583335518836975,0.44583335518836975,0.0
84,386.0,439.0,53.0,0.21969786286354065,0.24848496913909912,0.02878710627555847,1.5472784042358398,1.5655896663665771,0.018311262130737305,0.02153128571808338,0.019989334046840668,-0.001541951671242714,0.44583335518836975,0.44583335518836975,0.0
85,341.0,440.0,99.0,0.21380957961082458,0.25091496109962463,0.03710538148880005,1.5604673624038696,1.5758957862854004,0.015428423881530762,0.021562453359365463,0.01996491104364395,-0.0015975423157215118,0.44583335518836975,0.44583335518836975,0.0
86,344.0,452.0,108.0,0.2102268785238266,0.24855904281139374,0.03833216428756714,1.569092869758606,1.5620789527893066,-0.007013916969299316,0.021256498992443085,0.020025283098220825,-0.0012312158942222595,0.44583335518836975,0.44583335518836975,0.0
87,344.0,453.0,109.0,0.22365371882915497,0.24382519721984863,0.020171478390693665,1.5701345205307007,1.5650641918182373,-0.005070328712463379,0.020830798894166946,0.020234767347574234,-0.0005960315465927124,0.44583335518836975,0.44583335518836975,0.0
88,384.0,458.0,74.0,0.23019307851791382,0.25105372071266174,0.020860642194747925,1.5583359003067017,1.5681270360946655,0.009791135787963867,0.02051680162549019,0.02013910561800003,-0.0003776960074901581,0.44583335518836975,0.44583335518836975,0.0
89,377.0,474.0,97.0,0.22016969323158264,0.24213698506355286,0.021967291831970215,1.5595262050628662,1.561577320098877,0.002051115036010742,0.02131040208041668,0.019727962091565132,-0.0015824399888515472,0.44583335518836975,0.44583335518836975,0.0
90,342.0,461.0,119.0,0.22106902301311493,0.24868562817573547,0.027616605162620544,1.5760753154754639,1.5648049116134644,-0.011270403861999512,0.02128250151872635,0.01973637379705906,-0.0015461277216672897,0.44583335518836975,0.44583335518836975,0.0
91,358.0,452.0,94.0,0.21618978679180145,0.2515888512134552,0.03539906442165375,1.5871273279190063,1.5788230895996094,-0.008304238319396973,0.020916517823934555,0.019572049379348755,-0.0013444684445858002,0.44583335518836975,0.44583335518836975,0.0
92,352.0,439.0,87.0,0.2181367576122284,0.2375611960887909,0.0194244384765625,1.5970722436904907,1.5918567180633545,-0.0052155256271362305,0.020974060520529747,0.019964197650551796,-0.001009862869977951,0.44583335518836975,0.44583335518836975,0.0
93,348.0,462.0,114.0,0.21959257125854492,0.24360603094100952,0.0240134596824646,1.5994470119476318,1.570486307144165,-0.028960704803466797,0.020312923938035965,0.020208168774843216,-0.00010475516319274902,0.44583335518836975,0.44583335518836975,0.0
94,364.0,480.0,116.0,0.21254077553749084,0.25288331508636475,0.0403425395488739,1.576995611190796,1.5407850742340088,-0.03621053695678711,0.020341206341981888,0.02012927457690239,-0.0002119317650794983,0.44583335518836975,0.44583335518836975,0.0
95,354.0,475.0,121.0,0.22171416878700256,0.2452828586101532,0.023568689823150635,1.5807956457138062,1.5359256267547607,-0.04487001895904541,0.020980065688490868,0.01944611221551895,-0.0015339534729719162,0.44583335518836975,0.44583335518836975,0.0
96,376.0,473.0,97.0,0.22450172901153564,0.24161356687545776,0.01711183786392212,1.568748950958252,1.5351510047912598,-0.03359794616699219,0.020889123901724815,0.01932695508003235,-0.0015621688216924667,0.44583335518836975,0.44583335518836975,0.0
97,362.0,449.0,87.0,0.22186647355556488,0.23597723245620728,0.014110758900642395,1.5525788068771362,1.5397905111312866,-0.01278829574584961,0.021106012165546417,0.019749373197555542,-0.0013566389679908752,0.44583335518836975,0.44583335518836975,0.0
98,339.0,455.0,116.0,0.21406501531600952,0.23874951899051666,0.02468450367450714,1.5494132041931152,1.5386124849319458,-0.010800719261169434,0.02161286026239395,0.01970951445400715,-0.0019033458083868027,0.44583335518836975,0.44583335518836975,0.0
99,346.0,450.0,104.0,0.21604222059249878,0.23753729462623596,0.021495074033737183,1.5752339363098145,1.5419139862060547,-0.033319950103759766,0.02158052660524845,0.01969459280371666,-0.0018859338015317917,0.44583335518836975,0.44583335518836975,0.0
100,347.0,431.0,84.0,0.210502028465271,0.2338845431804657,0.023382514715194702,1.5905705690383911,1.5514607429504395,-0.03910982608795166,0.02121737413108349,0.019979804754257202,-0.0012375693768262863,0.44583335518836975,0.44583335518836975,0.0
101,364.0,458.0,94.0,0.20824703574180603,0.23388081789016724,0.025633782148361206,1.5844275951385498,1.5460700988769531,-0.03835749626159668,0.021118128672242165,0.02012176811695099,-0.0009963605552911758,0.44583335518836975,0.44583335518836975,0.0
102,369.0,446.0,77.0,0.22131741046905518,0.23215967416763306,0.01084226369857788,1.5757784843444824,1.5575497150421143,-0.018228769302368164,0.02098764106631279,0.020484253764152527,-0.0005033873021602631,0.44583335518836975,0.44583335518836975,0.0
103,369.0,477.0,108.0,0.21402324736118317,0.2549290657043457,0.04090581834316254,1.5726797580718994,1.5294702053070068,-0.04320955276489258,0.02114740014076233,0.020310908555984497,-0.000836491584777832,0.44583335518836975,0.44583335518836975,0.0
104,363.0,493.0,130.0,0.22307443618774414,0.25184500217437744,0.0287705659866333,1.5741146802902222,1.529417634010315,-0.04469704627990723,0.021200548857450485,0.020419461652636528,-0.0007810872048139572,0.44583335518836975,0.44583335518836975,0.0
105,343.0,430.0,87.0,0.2269410490989685,0.23606804013252258,0.009126991033554077,1.589705228805542,1.5678130388259888,-0.021892189979553223,0.020754151046276093,0.020551130175590515,-0.0002030208706855774,0.44583335518836975,0.44583335518836975,0.0
106,367.0,444.0,77.0,0.21974095702171326,0.24091890454292297,0.021177947521209717,1.581615686416626,1.559916377067566,-0.02169930934906006,0.01999049261212349,0.019815724343061447,-0.00017476826906204224,0.44583335518836975,0.44583335518836975,0.0
107,362.0,442.0,80.0,0.21900497376918793,0.24383577704429626,0.024830803275108337,1.5865700244903564,1.5519731044769287,-0.034596920013427734,0.020266391336917877,0.019467882812023163,-0.0007985085248947144,0.44583335518836975,0.44583335518836975,0.0
108,380.0,485.0,105.0,0.21219918131828308,0.24421000480651855,0.032010823488235474,1.5620614290237427,1.5333757400512695,-0.028685688972473145,0.020534757524728775,0.019362473860383034,-0.0011722836643457413,0.44583335518836975,0.44583335518836975,0.0
109,370.0,461.0,91.0,0.21595460176467896,0.24688610434532166,0.0309315025806427,1.5581164360046387,1.5439808368682861,-0.014135599136352539,0.02090585045516491,0.019574373960494995,-0.0013314764946699142,0.44583335518836975,0.44583335518836975,0.0
110,350.0,461.0,111.0,0.21529600024223328,0.2515445351600647,0.03624853491783142,1.561282753944397,1.5372406244277954,-0.024042129516601562,0.020918717607855797,0.01990937627851963,-0.0010093413293361664,0.44583335518836975,0.44583335518836975,0.0
111,350.0,431.0,81.0,0.21070793271064758,0.248041570186615,0.03733363747596741,1.5562961101531982,1.547898530960083,-0.008397579193115234,0.020818529650568962,0.019874315708875656,-0.000944213941693306,0.44583335518836975,0.44583335518836975,0.0
112,354.0,443.0,89.0,0.21438747644424438,0.24431967735290527,0.02993220090866089,1.5699853897094727,1.5557684898376465,-0.014216899871826172,0.02069379761815071,0.019835833460092545,-0.0008579641580581665,0.44583335518836975,0.44583335518836975,0.0
113,357.0,447.0,90.0,0.21039631962776184,0.24728170037269592,0.03688538074493408,1.566240668296814,1.5493806600570679,-0.016860008239746094,0.020307041704654694,0.019511263817548752,-0.0007957778871059418,0.44583335518836975,0.44583335518836975,0.0
114,346.0,438.0,92.0,0.21765127778053284,0.2441825419664383,0.026531264185905457,1.5762760639190674,1.5419106483459473,-0.03436541557312012,0.02042568102478981,0.019230898469686508,-0.001194782555103302,0.44583335518836975,0.44583335518836975,0.0
