source,x_spread_mean_m,x_spread_p95_m,x_spread_max_m,y_spread_mean_m,y_spread_p95_m,y_spread_max_m,z_spread_mean_m,z_spread_p95_m,z_spread_max_m,xyz_spread_mean_m,xyz_spread_max_m,max_abs_body_minus_body0_m,max_abs_body_minus_body0_z_m
official_loop_bundle,6.050091499834941e-08,1.2489035725593431e-07,4.76837158203125e-07,7.632640022029135e-08,1.30385160446167e-07,9.5367431640625e-07,1.9797862174120235e-07,2.980232238769531e-07,4.76837158203125e-07,2.2967855278973375e-07,9.858444277657922e-07,7.152557373046875e-07,2.980232238769531e-07
urdf_fk_candidate_walk1,0.21775227113571222,0.5182167088536858,0.5467399859852273,0.6848770072964467,1.087447954958119,1.09159628243725,1.2378766166891086,1.250220356947909,1.2505061121389809,1.4720737951234544,1.6617361841312563,0.7905768931354705,0.7905768931354705
