split	sample_count	action_mse	action_abs_error_mean	latent_mu_abs_mean	kl_mean
test	30618	0.004656913923099637	0.050205470994114876	2.982162833213806	10.225608348846436
train	244940	0.004574705784519514	0.04982234785954157	2.9790173530578614	10.212815602620443
validation	30618	0.004646830027922988	0.05012158676981926	2.9747869968414307	10.178711414337158
