phase_or_time,Fx_mean,Fx_min,Fx_max,Fy_mean,Fy_min,Fy_max,Fz_mean,Fz_min,Fz_max
36.0,0.035859489670626014,0.02186238830333348,0.05998069272060866,0.1421874352663325,0.09353669032109081,0.19775915471709984,1.0395037861378826,1.031313261349237,1.0437494290240328
37.0,0.035486209560931466,0.021344663322891873,0.059101295537589554,0.14728756561527825,0.09649936325275024,0.20433343949537033,1.070700959650502,1.0507685856237123,1.0824952226446796
38.0,0.035272936420394564,0.020803677418424725,0.05863539615659285,0.15212707935460684,0.09935423284412152,0.21046834187191654,1.097838353935803,1.0692716284210986,1.118795737035522
39.0,0.03537154389319862,0.02051437890930602,0.05893170326709213,0.15657754952517236,0.10210730496088699,0.2156810807934825,1.1186188806796071,1.0858267459155442,1.148616292703521
40.0,0.03565975074275429,0.020538031280508316,0.05986359820191151,0.16046037649940903,0.10456967539050453,0.21956908356185556,1.1319539658849787,1.098687170708969,1.1702462964123148
41.0,0.0359300173779833,0.0209336798133114,0.0609697235409871,0.16351100906813654,0.10657446785273447,0.22161061428463943,1.1372254611436319,1.1061740383353944,1.18156638798837
42.0,0.035982246214925,0.021780890976710002,0.061631544349034686,0.16561001990488108,0.1080912642004532,0.2219004307802087,1.1351616407628147,1.107324660641151,1.1828022455322744
43.0,0.03556104818539744,0.02246387858762776,0.061220789268744115,0.16681949000098406,0.10924379427851452,0.2209090787920345,1.1272094538855075,1.1024993108960224,1.1752275180851317
44.0,0.034364566674938646,0.01959743679339118,0.059234812087358195,0.1672012919697631,0.11017784994182209,0.21933327245705925,1.1160487282744957,1.0928398764748604,1.161565113896319
45.0,0.03208088054406346,0.015689168699687225,0.05548902076058968,0.16695834063655798,0.1110700167143686,0.21775329817330724,1.104298555146741,1.083638381879089,1.1451174653414868
46.0,0.028615126785115085,0.01065691252513048,0.050266677367356856,0.1663126488516589,0.11201536505956453,0.21645965030830885,1.094052359836034,1.0747846795337144,1.1287913144786441
47.0,0.024128008445151238,0.004465298401302765,0.04436550147483885,0.16550765702036854,0.11305774184951353,0.2154753393014802,1.0862917697631291,1.0685333634144683,1.114908785565102
48.0,0.018891095583259184,-0.0028199435854307,0.03852954790621712,0.16465063179329467,0.11415296210616932,0.21458229789043465,1.080749412798223,1.0650312188080477,1.1043481914065414
49.0,0.013321911589746495,-0.011058655279557105,0.03363082066603557,0.16376095366232604,0.1151877782369108,0.2134600285940937,1.0765271338420506,1.063268474920248,1.0970042100772863
50.0,0.008003861431955745,-0.019946355499395437,0.029728064945811445,0.16285470106306354,0.11601969399915758,0.21224957563679608,1.0728591745315177,1.0614125957134843,1.0931004537204623
51.0,0.002415718566992159,-0.02881735226358658,0.026298410717453747,0.16151479344224565,0.1165014527743599,0.20998809184537626,1.0680961958285322,1.0573163996509423,1.089437939750083
52.0,-0.0029990414964524183,-0.036923806805364605,0.022513055058857676,0.15977193740382903,0.11652423580140926,0.2070231111361108,1.0622406950080006,1.049192986382873,1.0867680229536236
53.0,-0.008167261000606881,-0.043573224859294477,0.01765809028774458,0.15764184547712165,0.11603648690149355,0.2035527630978645,1.0551073636492168,1.036422515024753,1.0843565460158424
54.0,-0.01289999507683267,-0.048461985388847155,0.011683417902659966,0.15529554152085145,0.1150596254112565,0.20007299620009178,1.0468545262773752,1.0198366108938863,1.0817632673942013
55.0,-0.01702119782723432,-0.051647312440804685,0.005222922947981471,0.15285741482319234,0.11368999302170767,0.19684382647454332,1.0376981502251288,1.0014334944606775,1.0786838124360576
