metric,value
frame_count,299.0
body_count,40.0
pelvis_height_min,0.7617475986480713
pelvis_height_max,0.7965530157089233
torso_height_mean,0.7870843410491943
left_foot_height_min,0.7617475986480713
right_foot_height_min,0.7617475986480713
pelvis_xy_displacement,1.2495927810668945
