frame,video_time_s,sim_time_s,root_x,root_y,root_z,root_roll,root_pitch,root_yaw,joint_target_abs_mean,joint_error_abs_mean,joint_error_abs_max,joint_velocity_abs_mean,ctrl_abs_mean,root_target_z,root_position_error_m,root_orientation_error_rad,contact_count,fall_proxy
0,0.0,0.2200000000000001,0.013422469729442877,-0.05228473737416913,0.7334407186643677,-0.06328381341052113,0.041306384205142675,-1.3155724761692473,0.23832803884492174,0.04185258803256397,0.1734182891587549,0.16286156786894884,0.23832803884492174,0.7903743982315063,0.07641906262061088,0.09400573238165341,2,False
1,0.03333333333333333,0.24000000000000013,0.013992322487325216,-0.05908857450515475,0.7284129063301577,-0.0678432705289784,0.034800590383808755,-1.3144903188749597,0.3255533446913067,0.1083977847410364,0.5638980129528174,0.7439628587329153,0.3255533446913067,0.7904356122016907,0.08496564435040153,0.09744127403117224,2,False
2,0.06666666666666667,0.2600000000000001,0.014159851390511355,-0.06558789048197665,0.7236683881210161,-0.07353820856016736,0.02490351971446037,-1.313161043444972,0.39559719492899603,0.16405945689718532,0.9144929018246288,1.1203251110541665,0.39559719492899603,0.7904580235481262,0.09328066134867008,0.09813350924261398,3,False
3,0.1,0.28000000000000014,0.014498725213125683,-0.07252260129131083,0.7197325070360187,-0.0757458776601646,0.022320400432947966,-1.3136650044776885,0.434082688868551,0.1884361572482825,0.9944181281025364,1.297757492446298,0.434082688868551,0.790461003780365,0.10140323397740415,0.10070483321868612,2,False
4,0.13333333333333333,0.30000000000000016,0.015027438316661096,-0.0779492164870202,0.7155633087487022,-0.07006863274625029,0.024438396121048433,-1.315007145866758,0.4426325028634357,0.18652485503270963,0.9046847260907479,1.1690473612205603,0.4426325028634357,0.7904387712478638,0.10882297500623056,0.09760216004795892,1,False
5,0.16666666666666666,0.3200000000000002,0.01586612468092506,-0.08141102828390255,0.7112252039895444,-0.06090422688256732,0.03416471476925228,-1.3175646694680392,0.4534423816890206,0.1873253033043689,1.0511525341818193,1.1997834892057744,0.4534423816890206,0.7904137969017029,0.11492991419536372,0.09424104928674719,0,False
6,0.2,0.3400000000000002,0.01731835012792678,-0.0829023217728201,0.7071364612834138,-0.054387660876377385,0.044244237396205865,-1.3164663991374166,0.46984110044625144,0.1884494023752514,1.3783534149588492,1.1137401528418334,0.46984110044625144,0.7903832197189331,0.1193386638402096,0.09138885497988167,0,False
7,0.23333333333333334,0.3600000000000002,0.018610699667316617,-0.08135076412566884,0.7016756377791074,-0.037947933928917287,0.047451365916100136,-1.3234446631133434,0.468593311961371,0.18264383039655768,1.2886667869263853,1.2826453642249243,0.468593311961371,0.7903445959091187,0.12271114143111905,0.08114718458429622,0,False
8,0.26666666666666666,0.3800000000000002,0.020858339758720933,-0.07848926318658991,0.6949884110736,-0.026963520023538155,0.055259957422608384,-1.33448351706189,0.4604462142447877,0.18401238610555562,1.173685134464217,1.4285239880030296,0.4604462142447877,0.7903019785881042,0.12580112848128955,0.07508166040865945,1,False
9,0.3,0.40000000000000024,0.023302514441993948,-0.07450650378647118,0.6868249203420721,-0.015317150255682003,0.05837877950428369,-1.347136806451237,0.44638742156554484,0.20454058678892617,1.0542430623732428,1.5273735162295663,0.44638742156554484,0.7902359962463379,0.12956253448991067,0.0661435817081204,0,False
10,0.3333333333333333,0.42000000000000026,0.02637123935450662,-0.07224564827304272,0.6782116032636837,-0.012048922570120076,0.06747945933894411,-1.3577670926387813,0.47857455546062544,0.217140511618012,0.9263547600835536,1.487768810497704,0.47857455546062544,0.7901601791381836,0.13494185998197003,0.06663218220038232,0,False
11,0.36666666666666664,0.4400000000000003,0.028689009057765193,-0.07059988377180174,0.6685800310719027,-0.0029985093827793923,0.07378897126255453,-1.3726811058319763,0.5008658329288894,0.2232817738469635,0.8043166454832215,1.55596375634447,0.5008658329288894,0.790064811706543,0.1420565992441197,0.07047898874946629,1,False
12,0.4,0.4600000000000003,0.030613223549148447,-0.06945220527432817,0.6579676287830325,0.0021948979732862983,0.08085481532024068,-1.3889429885659486,0.5172033007494322,0.2197978155308527,0.6847659990595608,1.4937777204239138,0.5172033007494322,0.7899466156959534,0.15033255620960767,0.0753552257688177,1,False
13,0.43333333333333335,0.4800000000000003,0.03209530797509755,-0.06908337429769378,0.6465890866733971,0.0049185523677707605,0.08944209363876768,-1.4053946225878515,0.5331449328392619,0.21368925252483784,0.7024191649213611,1.4946550253725424,0.5331449328392619,0.7898169755935669,0.15987926554857548,0.08511901682468553,1,False
14,0.4666666666666667,0.5000000000000003,0.03288060694264635,-0.06968538562305131,0.6350950087871606,0.010032338248576442,0.10083196635049842,-1.4217732220947108,0.5500366558545676,0.21123242804708456,0.7636408750524282,1.4155909481225772,0.5500366558545676,0.7896574139595032,0.17027291299182357,0.10030234386450368,1,False
15,0.5,0.5200000000000004,0.03344121004837228,-0.07077132343259414,0.6241472914571211,0.01498264189049802,0.11015895154720856,-1.4347272086981482,0.5540274270292607,0.20047589231213442,0.8731404355623871,1.2202694496301414,0.5540274270292607,0.7894909977912903,0.1805368207205732,0.11057779587851303,0,False
16,0.5333333333333333,0.5400000000000004,0.03383389820171264,-0.07204740930545184,0.6143933632759077,0.02196407164621877,0.11433308131892614,-1.4440412359501402,0.5583896280518432,0.188366577563858,0.9378061493309753,1.1431799709384858,0.5583896280518432,0.7893109917640686,0.190073669132297,0.1200369741680883,1,False
17,0.5666666666666667,0.5600000000000004,0.03474792835897207,-0.07443116135865983,0.6064499215108113,0.02569050651775386,0.12086160238721615,-1.4486145041961682,0.5607972988689306,0.18900565755175328,0.9625717814729216,1.057864589247817,0.5607972988689306,0.7891281843185425,0.19847537042482993,0.12553301617941057,1,False
18,0.6,0.5800000000000004,0.035421186993965216,-0.07725847450935033,0.60028318467048,0.03371835456956437,0.13130567373946375,-1.4521095602542922,0.5645101691345145,0.19482004924960017,0.9526299405136875,0.9928030270690127,0.5645101691345145,0.7889440059661865,0.20554732164965778,0.13761357226022464,1,False
19,0.6333333333333333,0.6000000000000004,0.03645814663846978,-0.08110636800508945,0.5960517769604892,0.039428469749012915,0.1468405760336128,-1.4540084748884015,0.558796638349042,0.1947799510889033,0.9435338572470687,0.8456546891693123,0.558796638349042,0.7887724041938782,0.21117507210496123,0.14997233814819919,1,False
20,0.6666666666666666,0.6200000000000004,0.03758680319627367,-0.08654895551639757,0.5925588637499472,0.05303129031665572,0.178271485410755,-1.451695330972704,0.5406959757260479,0.1865989884732601,0.8551095831015105,0.7324576495025341,0.5406959757260479,0.7886090278625488,0.21627059236231896,0.17545739044554276,4,False
21,0.7,0.6400000000000005,0.038888675855877713,-0.09387333686052199,0.5876946999695304,0.07971208738608508,0.21965006316911273,-1.4439512537199957,0.5216874494816776,0.1867404224918072,0.74666587576941,0.8477101919189827,0.5216874494816776,0.7884619832038879,0.2232855068641991,0.22161282184736525,4,False
22,0.7333333333333333,0.6600000000000005,0.041427319202121296,-0.10055209273801158,0.5816282227800129,0.09068493984478253,0.24077024432490254,-1.440992327063792,0.515442854820086,0.18881156337265378,0.7101841263686798,0.8278055529308443,0.515442854820086,0.7883409857749939,0.23180492873583014,0.2503817943824605,1,False
23,0.7666666666666667,0.6800000000000005,0.04456999357895863,-0.10517441417814131,0.5757038971958123,0.08316818447847675,0.25458703347214723,-1.4423634837357038,0.5021199596724355,0.18012209883566435,0.6921824050488562,0.8151611945579759,0.5021199596724355,0.7882329821586609,0.2396751496592897,0.2620789000934687,1,False
24,0.8,0.7000000000000005,0.04767059701617789,-0.10846987884418771,0.5703556154538968,0.06849649627534785,0.27158399697642366,-1.4414509200333672,0.4962452790917298,0.16898097765144793,0.6975834535321659,0.7505142771046167,0.4962452790917298,0.7881687879562378,0.2463429122917554,0.27330800127009014,1,False
25,0.8333333333333334,0.7200000000000005,0.05063513193580694,-0.1110342665957996,0.5653650092327783,0.051096616682512946,0.29141056983707525,-1.4370421746655508,0.48792796466481037,0.1714548746928728,0.7210470946760932,0.8306072604699466,0.48792796466481037,0.7881163954734802,0.25226645268221115,0.2885750447486948,1,False
26,0.8666666666666667,0.7400000000000005,0.05316793055003523,-0.11260695477111902,0.5602985753750205,0.03041133493810504,0.310475521353902,-1.430668495565204,0.4836880378777947,0.1720991952287721,0.702281215205881,0.9154173806074375,0.4836880378777947,0.7880876064300537,0.2576645948000179,0.3048856453274654,1,False
27,0.9,0.7600000000000006,0.05537984203995365,-0.113396422811664,0.5547862589465395,0.006242003207099356,0.32975778576624165,-1.4225186800016547,0.48009130343722434,0.1722892650994994,0.6757050404999918,1.0218335362294537,0.48009130343722434,0.788072407245636,0.26298881160691123,0.3226645955433587,0,False
28,0.9333333333333333,0.7800000000000006,0.05715414334003443,-0.11337349668176973,0.5486687608357229,-0.018683916554574534,0.347633827780642,-1.4116599885205,0.48608135913018474,0.16950143655993097,0.7103665234704309,1.0184419742711512,0.48608135913018474,0.7880640029907227,0.2683923896673607,0.34243608420882654,0,False
29,0.9666666666666667,0.8000000000000006,0.05817871260215449,-0.11210767180648341,0.5418985051436851,-0.043763547389343516,0.36167096971236146,-1.400652343129361,0.49583694337969453,0.1677806996053168,0.7524287615551472,0.981535527892622,0.49583694337969453,0.7880405783653259,0.273794758541314,0.3624600928381064,1,False
