source_xml	exists	backend	status	nq	nv	nu	nbody	njnt	ngeom	nmesh	mp4_path	keyframe_path	error
/mnt/infini-data/test/BeyondMimic/mujoco_mp4/assets/work_g1/gmr_unitree_g1/g1_mocap_29dof.xml	True	egl	ok	36	35	29	39	30	72	35	/mnt/infini-data/test/BeyondMimic/mujoco_mp4/res/g1_import/g1_mocap_29dof_egl_g1_import_smoke.mp4	/mnt/infini-data/test/BeyondMimic/mujoco_mp4/res/g1_import/g1_mocap_29dof_egl_g1_import_keyframe.png	
