status	window_count	train_windows	validation_windows	test_windows	epochs	batch_windows	validation_pred_token_mse	test_pred_token_mse	test_noisy_token_mse	test_denoising_improvement_ratio	data_parallel_used	official_dagger_rollout_dataset	paper_level_diffusion
ok	285696	228556	28570	28570	30	2048	0.03781931714287826	0.037761972951037545	0.08398369699716568	0.5503654363737768	True	False	False
