frame,video_time_s,sim_time_s,root_x,root_y,root_z,root_roll,root_pitch,root_yaw,joint_target_abs_mean,joint_error_abs_mean,joint_error_abs_max,joint_velocity_abs_mean,ctrl_abs_mean,root_target_x,root_target_y,root_target_z,root_position_error_m,root_orientation_error_rad,contact_count,fall_proxy
0,0.0,0.2200000000000001,-0.001328447226331937,0.0021664158411318214,0.7865389091366443,0.02260247172943294,-0.11338127850439003,-0.05245775561148533,0.14282617218299512,0.056918398858880066,0.4479127656683003,0.12478052372414362,0.14282617218299512,0.0,0.0,0.802790625194684,0.01642959797886615,0.03211558349659623,8,False
1,0.03333333333333333,0.24000000000000013,-0.0022753115001981797,0.0013703369813951555,0.7865337708568215,0.021020396334762045,-0.11417006632225404,-0.053260199571647654,0.19639100280797053,0.11191223726972349,0.4058283765702458,0.4556596327947897,0.19639100280797053,0.0,0.0,0.7884252099843295,0.0032185483868899466,0.10246065306578515,7,False
2,0.06666666666666667,0.2600000000000001,-0.0029732075777652795,-0.0006022534311510219,0.7865469497041065,0.018712294133142675,-0.11133326624910525,-0.04895982622218437,0.2017384395152134,0.11418520205903081,0.4265039567681061,0.5961172454073081,0.2017384395152134,0.0,0.0,0.7834495300881994,0.004183517330794113,0.15509419373896835,6,False
3,0.1,0.28000000000000014,-0.003282216211427026,-0.0037906804578648015,0.7859920894350926,0.01765444895171303,-0.09961571806728577,-0.03803349382983694,0.2425943875884745,0.13899930586862783,0.5922933353673245,0.7725600002152846,0.2425943875884745,0.0,0.0,0.7909488706994587,0.006422263819908292,0.20802700086566941,7,False
4,0.13333333333333333,0.30000000000000016,-0.0032523132432873514,-0.007468748999722152,0.7857309745054043,0.015419493096039561,-0.08452108101947885,-0.03190662624550207,0.2561328581571715,0.12095027671668004,0.5404187174182087,0.6718829230826151,0.2561328581571715,0.0,0.0,0.7818362445947686,0.00823931367887099,0.21694783735784293,8,False
5,0.16666666666666666,0.3200000000000002,-0.005718268599695468,-0.01072977917204759,0.7845875508729259,0.019211347684285777,-0.0798989917136193,-0.049557883538179845,0.26249549627223534,0.16555799427682732,0.7472744457502902,0.8002460529709492,0.26249549627223534,0.0,0.0,0.7717633218907141,0.017313194010292906,0.27884560508117595,7,False
6,0.2,0.3400000000000002,-0.010609670634651047,-0.012859004899835555,0.7839260962323252,0.031181336261718425,-0.06524334685260583,-0.0989906684582079,0.28884566385918703,0.26708756930660427,1.097038462404725,1.2875494096781823,0.28884566385918703,0.0,0.0,0.7526493743966935,0.03505703403850966,0.5386200280677755,5,False
7,0.23333333333333334,0.3600000000000002,-0.016099374904988417,-0.014695188320225486,0.78279602972499,0.039779240219773124,-0.05010111502201901,-0.14667787557242423,0.2808088180005789,0.23353540114492854,1.1538555640050698,1.2277185743338692,0.2808088180005789,0.0,0.0,0.7699337045336778,0.02443518101420492,0.5050382175327235,4,False
8,0.26666666666666666,0.3800000000000002,-0.021410337305296484,-0.01668282896181962,0.7811772590713724,0.027162585274863316,-0.05086854970751529,-0.11601179954208414,0.27800096910371447,0.22471156647792517,0.8819056272652607,1.140354836000927,0.27800096910371447,0.0,0.0,0.7769203426895204,0.026276987651342808,0.27059103161294273,6,False
9,0.3,0.40000000000000024,-0.025803022317567887,-0.019436869726569394,0.779599493951616,0.011159289473135376,-0.05944832356482197,-0.03164082966056772,0.31015539129227065,0.24940251886046627,0.7374894011769623,1.424453854174059,0.31015539129227065,0.0,0.0,0.7799626842144218,0.031128774712492292,0.7153125653151576,6,False
