rank,seed,steps,envs,total_env_steps,reward_mean,reward_std,done_count,timeout_count,action_abs_mean,action_abs_max,unique_motion_steps
0,20260700,299,2048,612352,0.024104220551355665,0.01445872777614286,611800,0,0.031970372497190244,0.6588768362998962,11959
1,20260701,299,2048,612352,0.02374309116014507,0.014388292227856104,611666,0,0.032276457074601694,0.6875505447387695,11960
