name	exists	duration_seconds	required_action_abs_p95	required_action_abs_max	fraction_required_abs_gt_1	fraction_required_abs_gt_2	legs_required_action_abs_p95	legs_fraction_required_abs_gt_1	wrists_required_action_abs_p95	action_scale_feasibility_status	path
hub_singleleg_rootxy0	True	15.98	4.660886760873462	9.857313798661973	0.3915238876181434	0.1218764835354538	1.8975840451898736	0.32759699624530664	9.59244349230409	high_saturation_pressure	/mnt/infini-data/test/BeyondMimic/res/tracking/stage1_short_motion_recentered_bundle/motions/hub_singleleg_video_single_leg_stand_1_rootxy0/motion.npz
official_short_walk1_subject1	True	5.98	9.239377663425687	20.125416410066745	0.35266981893668553	0.19940029985007496	2.4025279064359224	0.29821627647714605	12.479446702098066	high_saturation_pressure	/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_loop_full_bundle_fk_repaired_robot_order_motion_npz/motions/walk1_subject1/motion.npz
official_short_jumps1_subject1	True	5.98	8.787504129021713	17.47319111315727	0.36800830354053743	0.20205281974397415	2.517973562444268	0.31382385730211815	12.659354740122643	high_saturation_pressure	/mnt/infini-data/test/BeyondMimic/res/tracking/official_csv_loop_full_bundle_fk_repaired_robot_order_motion_npz/motions/jumps1_subject1/motion.npz
lafan1_jumps1_subject1_full	True	244.44	7.148905259888455	19.89076886581853	0.37893510289528776	0.18818241836371946	2.8864477806576807	0.38426607756504666	12.184032092329987	high_saturation_pressure	/mnt/infini-data/test/BeyondMimic/res/tracking/stage1_multisource_motion_bundle/motions/lafan1_jumps1_subject1/motion.npz
