abs_max,ci95_high,ci95_low,figure_id,max,mean,min,n,sem,signal,source_csv,std
3.13822507,0.10816054644026535,0.045577019830845805,imu_orientation_accel_angular_velocity,3.13822507,0.07686878313555558,-3.132148704,3150,0.015965185359545803,roll,/mnt/infini-data/test/BeyondMimic/res/released_figures/imu_orientation_accel_angular_velocity/imu_orientation_accel_angular_velocity_processed.csv,0.896043805976396
1.562848889,0.31816657797753084,0.294266666264374,imu_orientation_accel_angular_velocity,1.562848889,0.3062166221209524,-0.740088728,3150,0.0060969162533563515,pitch,/mnt/infini-data/test/BeyondMimic/res/released_figures/imu_orientation_accel_angular_velocity/imu_orientation_accel_angular_velocity_processed.csv,0.34218857603869346
3.140556626,0.45691050672444666,0.35198026545841055,imu_orientation_accel_angular_velocity,3.133580779,0.4044453860914286,-3.140556626,3150,0.026767918690315334,yaw,/mnt/infini-data/test/BeyondMimic/res/released_figures/imu_orientation_accel_angular_velocity/imu_orientation_accel_angular_velocity_processed.csv,1.5023457104427393
27.00188279516747,-2.6665444147034316,-3.1464124282149983,imu_orientation_accel_angular_velocity,16.69466107009609,-2.906478421459215,-27.00188279516747,3150,0.12241530956927711,acc_x,/mnt/infini-data/test/BeyondMimic/res/released_figures/imu_orientation_accel_angular_velocity/imu_orientation_accel_angular_velocity_processed.csv,6.870542209561568
30.937903211824217,0.6100871921606583,0.18132454559044303,imu_orientation_accel_angular_velocity,30.937903211824217,0.3957058688755507,-20.21621385853751,3150,0.10937822616587127,acc_y,/mnt/infini-data/test/BeyondMimic/res/released_figures/imu_orientation_accel_angular_velocity/imu_orientation_accel_angular_velocity_processed.csv,6.138837718286446
25.649990950286405,8.32063975741633,7.7932545397937005,imu_orientation_accel_angular_velocity,25.649990950286405,8.056947148605015,-22.302782872055115,3150,0.13453704531189528,acc_z,/mnt/infini-data/test/BeyondMimic/res/released_figures/imu_orientation_accel_angular_velocity/imu_orientation_accel_angular_velocity_processed.csv,7.550872940789902
8.031513133903164,-0.2138240892648035,-0.3462353909932759,imu_orientation_accel_angular_velocity,8.031513133903164,-0.2800297401290397,-4.83360621417562,3150,0.0337783932980797,ang_x,/mnt/infini-data/test/BeyondMimic/res/released_figures/imu_orientation_accel_angular_velocity/imu_orientation_accel_angular_velocity_processed.csv,1.8958076219567297
6.7911827935565405,0.5636331016975069,0.4013833900100649,imu_orientation_accel_angular_velocity,6.7911827935565405,0.48250824585378593,-5.927120316079054,3150,0.04139023257332705,ang_y,/mnt/infini-data/test/BeyondMimic/res/released_figures/imu_orientation_accel_angular_velocity/imu_orientation_accel_angular_velocity_processed.csv,2.3230210417242088
15.901054934965384,3.5896262023294057,3.320113550101003,imu_orientation_accel_angular_velocity,15.901054934965384,3.4548698762152044,-5.133101397271165,3150,0.06875322760928644,ang_z,/mnt/infini-data/test/BeyondMimic/res/released_figures/imu_orientation_accel_angular_velocity/imu_orientation_accel_angular_velocity_processed.csv,3.858765329232551
36.18653061127687,13.413245184717661,12.963529947720472,imu_orientation_accel_angular_velocity,36.18653061127687,13.188387566219067,1.1540357218871953,3150,0.1147232747441807,acc_norm,/mnt/infini-data/test/BeyondMimic/res/released_figures/imu_orientation_accel_angular_velocity/imu_orientation_accel_angular_velocity_processed.csv,6.438827825721901
16.764945820586494,4.978023902109137,4.730489890595767,imu_orientation_accel_angular_velocity,16.764945820586494,4.854256896352452,0.17206265963859732,3150,0.06314643150851257,ang_norm,/mnt/infini-data/test/BeyondMimic/res/released_figures/imu_orientation_accel_angular_velocity/imu_orientation_accel_angular_velocity_processed.csv,3.544084678533612
