abs_max,ci95_high,ci95_low,figure_id,max,mean,min,n,sem,signal,source_csv,std
0.0409692331055272,0.02658686953495302,0.018518826181312488,grf_walk_human_reference,0.0409692331055272,0.022552847858132753,-0.0311142927054907,101,0.002058174324908299,Fx,/mnt/infini-data/test/BeyondMimic/res/released_figures/grf_walk_human_reference/grf_walk_human_reference_processed.csv,0.020684395971912857
0.1713194318818055,0.0223768289831542,-0.01404862340853758,grf_walk_human_reference,0.1713194318818055,0.00416410278730831,-0.1412237237894029,101,0.009292207242778516,Fy,/mnt/infini-data/test/BeyondMimic/res/released_figures/grf_walk_human_reference/grf_walk_human_reference_processed.csv,0.09338552703560278
1.050103760332208,0.83529807176644,0.7246342764953533,grf_walk_human_reference,1.050103760332208,0.7799661741308966,0.0320417279048397,101,0.028230560018134353,Fz,/mnt/infini-data/test/BeyondMimic/res/released_figures/grf_walk_human_reference/grf_walk_human_reference_processed.csv,0.28371361689683855
0.1156575241738709,0.03315362652503739,0.018101935079397807,grf_walk_robot_real,0.1156575241738709,0.025627780802217597,-0.0262437467320307,101,0.0038397172055203016,Fx,/mnt/infini-data/test/BeyondMimic/res/released_figures/grf_walk_robot_real/grf_walk_robot_real_processed.csv,0.03858868033575691
0.1672012919697631,0.092631590757236,0.06419458365780033,grf_walk_robot_real,0.1672012919697631,0.07841308720751816,-0.0534918814971841,101,0.007254338545774404,Fy,/mnt/infini-data/test/BeyondMimic/res/released_figures/grf_walk_robot_real/grf_walk_robot_real_processed.csv,0.07290520009853575
1.137225461143632,0.7219419420859139,0.5684451566864459,grf_walk_robot_real,1.137225461143632,0.6451935493861799,-0.0391754641761734,101,0.03915734321415001,Fz,/mnt/infini-data/test/BeyondMimic/res/released_figures/grf_walk_robot_real/grf_walk_robot_real_processed.csv,0.3935264289557497
0.2213621441940701,0.015486912328792214,-0.03494000450905973,grf_run_human_reference,0.2213621441940701,-0.009726546090133757,-0.2074779107604492,101,0.01286400939741121,Fx,/mnt/infini-data/test/BeyondMimic/res/released_figures/grf_run_human_reference/grf_run_human_reference_processed.csv,0.12928169443291296
0.1277494596505519,-0.019060512008305663,-0.035761351879599876,grf_run_human_reference,0.0310649300701535,-0.02741093194395277,-0.1277494596505519,101,0.00426041833451383,Fy,/mnt/infini-data/test/BeyondMimic/res/released_figures/grf_run_human_reference/grf_run_human_reference_processed.csv,0.042816674355807
2.316238655046181,1.1972804987825816,0.8553820059552737,grf_run_human_reference,2.316238655046181,1.0263312523689276,-0.0137846765012285,101,0.0872190032722724,Fz,/mnt/infini-data/test/BeyondMimic/res/released_figures/grf_run_human_reference/grf_run_human_reference_processed.csv,0.8765401346844736
0.2287804221627886,0.017737190395722698,-0.030963901193949636,grf_run_robot_real,0.2287804221627886,-0.006613355399113471,-0.1812196479622063,101,0.01242374785450825,Fx,/mnt/infini-data/test/BeyondMimic/res/released_figures/grf_run_robot_real/grf_run_robot_real_processed.csv,0.12485712068597542
0.1711509167021389,0.07788813818065145,0.05744023474217626,grf_run_robot_real,0.1711509167021389,0.06766418646141385,-0.0118947120163455,101,0.005216301897570203,Fy,/mnt/infini-data/test/BeyondMimic/res/released_figures/grf_run_robot_real/grf_run_robot_real_processed.csv,0.052423185272797414
1.7863055551123204,1.0664725883453219,0.8227168902697152,grf_run_robot_real,1.7863055551123204,0.9445947393075186,-0.028600643065865,101,0.0621825760396956,Fz,/mnt/infini-data/test/BeyondMimic/res/released_figures/grf_run_robot_real/grf_run_robot_real_processed.csv,0.6249271549998328
