name	command	return_code	passed	artifact	artifact_status	log
resource_adjusted_tiny_diffusion_training_run	/mnt/infini-data/test/BeyondMimic/envs/bm_diffusion/bin/python /mnt/infini-data/test/BeyondMimic/reproduction/scripts/level_c_resource_adjusted_tiny_diffusion_training_run.py --device cpu --torch-threads 2 --epochs 180	0	True	/mnt/infini-data/test/BeyondMimic/res/level_c/resource_adjusted_tiny_diffusion_training_run/level_c_resource_adjusted_tiny_diffusion_training_run.json	ok	/mnt/infini-data/test/BeyondMimic/logs/level_c_resource_adjusted_tiny_diffusion_suite/resource_adjusted_tiny_diffusion_training_run.log
resource_adjusted_tiny_diffusion_multiseed_audit	/mnt/infini-data/test/BeyondMimic/envs/bm_diffusion/bin/python /mnt/infini-data/test/BeyondMimic/reproduction/scripts/level_c_resource_adjusted_tiny_diffusion_multiseed_audit.py --device cpu --torch-threads 2 --epochs 80	0	True	/mnt/infini-data/test/BeyondMimic/res/level_c/resource_adjusted_tiny_diffusion_multiseed_audit/level_c_resource_adjusted_tiny_diffusion_multiseed_audit.json	ok	/mnt/infini-data/test/BeyondMimic/logs/level_c_resource_adjusted_tiny_diffusion_suite/resource_adjusted_tiny_diffusion_multiseed_audit.log
resource_adjusted_tiny_diffusion_checkpoint_eval	/mnt/infini-data/test/BeyondMimic/envs/bm_diffusion/bin/python /mnt/infini-data/test/BeyondMimic/reproduction/scripts/level_c_resource_adjusted_tiny_diffusion_checkpoint_eval.py --device cpu --torch-threads 2	0	True	/mnt/infini-data/test/BeyondMimic/res/level_c/resource_adjusted_tiny_diffusion_checkpoint_eval/level_c_resource_adjusted_tiny_diffusion_checkpoint_eval.json	ok	/mnt/infini-data/test/BeyondMimic/logs/level_c_resource_adjusted_tiny_diffusion_suite/resource_adjusted_tiny_diffusion_checkpoint_eval.log
resource_adjusted_tiny_diffusion_onnx_export_inference	/mnt/infini-data/test/BeyondMimic/envs/bm_diffusion/bin/python /mnt/infini-data/test/BeyondMimic/reproduction/scripts/level_c_resource_adjusted_tiny_diffusion_onnx_export_inference.py	0	True	/mnt/infini-data/test/BeyondMimic/res/level_c/resource_adjusted_tiny_diffusion_onnx_export_inference/level_c_resource_adjusted_tiny_diffusion_onnx_export_inference.json	ok	/mnt/infini-data/test/BeyondMimic/logs/level_c_resource_adjusted_tiny_diffusion_suite/resource_adjusted_tiny_diffusion_onnx_export_inference.log
resource_adjusted_tiny_diffusion_latency_audit	/mnt/infini-data/test/BeyondMimic/envs/bm_diffusion/bin/python /mnt/infini-data/test/BeyondMimic/reproduction/scripts/level_c_resource_adjusted_tiny_diffusion_latency_audit.py	0	True	/mnt/infini-data/test/BeyondMimic/res/level_c/resource_adjusted_tiny_diffusion_latency_audit/level_c_resource_adjusted_tiny_diffusion_latency_audit.json	ok	/mnt/infini-data/test/BeyondMimic/logs/level_c_resource_adjusted_tiny_diffusion_suite/resource_adjusted_tiny_diffusion_latency_audit.log
resource_adjusted_tiny_diffusion_video_preview	/mnt/infini-data/test/BeyondMimic/envs/bm_diffusion/bin/python /mnt/infini-data/test/BeyondMimic/reproduction/scripts/level_c_resource_adjusted_tiny_diffusion_video_preview.py	0	True	/mnt/infini-data/test/BeyondMimic/res/level_c/resource_adjusted_tiny_diffusion_video_preview/level_c_resource_adjusted_tiny_diffusion_video_preview.json	ok	/mnt/infini-data/test/BeyondMimic/logs/level_c_resource_adjusted_tiny_diffusion_suite/resource_adjusted_tiny_diffusion_video_preview.log
