step,reward,action_abs_mean,target_body_error_mean
52,0.03618685156106949,0.4047577381134033,0.058596838265657425
53,0.03387756645679474,0.45831701159477234,0.08245400339365005
54,0.028972763568162918,0.5434837937355042,0.11012984812259674
55,0.025902386754751205,0.5993598103523254,0.14164628088474274
56,0.022439036518335342,0.6655588746070862,0.1771591454744339
57,0.018143605440855026,0.748885452747345,0.21666444838047028
58,0.013223659247159958,0.808564305305481,0.003871428081765771
59,0.050359223037958145,0.09348467737436295,0.006994720082730055
60,0.042973991483449936,0.1793024092912674,0.0125846266746521
61,0.04231841489672661,0.2494710087776184,0.02249377965927124
62,0.038162752985954285,0.30141136050224304,0.03639986738562584
63,0.03409352898597717,0.35725146532058716,0.05470510944724083
64,0.030636385083198547,0.42319992184638977,0.07663403451442719
65,0.02495758980512619,0.4643036723136902,0.10241858661174774
66,0.02167658880352974,0.5044400691986084,0.13198669254779816
67,0.01608346402645111,0.5443659424781799,0.165523961186409
68,0.009968651458621025,0.6334221363067627,0.2033456712961197
69,0.005636110901832581,0.6920638084411621,0.24489249289035797
70,0.0004191640764474869,0.7695530652999878,0.005844869650900364
71,0.03975159302353859,0.11344185471534729,0.0030535715632140636
72,0.037298329174518585,0.2397966831922531,0.004605706315487623
73,0.03353678062558174,0.32553479075431824,0.017541417852044106
74,0.029865458607673645,0.43388473987579346,0.03430899977684021
75,0.027892522513866425,0.5119262337684631,0.053633302450180054
76,0.02398095279932022,0.5951232314109802,0.07608861476182938
77,0.021174810826778412,0.6629889011383057,0.10285133868455887
78,0.01703396812081337,0.7469417452812195,0.13350000977516174
79,0.014752540737390518,0.8176260590553284,0.1680639535188675
80,0.00872434489428997,0.8968265056610107,0.20622488856315613
81,0.0036705322563648224,0.9566314220428467,0.24832472205162048
82,-0.002066543325781822,1.0032051801681519,0.002595961093902588
83,0.04366087540984154,0.06982315331697464,0.0007087928825058043
84,0.04079758748412132,0.14965109527111053,0.007667230907827616
85,0.03799526020884514,0.22341223061084747,0.018976373597979546
86,0.03453650698065758,0.2657403349876404,0.03394443169236183
87,0.031128231436014175,0.3340742290019989,0.053371015936136246
88,0.028108898550271988,0.3961063027381897,0.07615970075130463
89,0.024026520550251007,0.45343878865242004,0.10364963114261627
90,0.019383355975151062,0.5159597396850586,0.1347048133611679
91,0.015612240880727768,0.5782503485679626,0.16972704231739044
92,0.010225137695670128,0.6566023826599121,0.2081112116575241
93,0.005850650370121002,0.7280377149581909,0.0034878295846283436
94,0.03666806221008301,0.11536410450935364,0.0038714963011443615
95,0.039302609860897064,0.23730383813381195,0.008206269703805447
96,0.038840342313051224,0.3247440457344055,0.01656101830303669
97,0.038418546319007874,0.4348560869693756,0.028719739988446236
98,0.03475574776530266,0.5129598379135132,0.044671207666397095
99,0.0295015387237072,0.566770076751709,0.06406839936971664
100,0.02669142186641693,0.5791566967964172,0.08734635263681412
101,0.0236770398914814,0.5962996482849121,0.11442863941192627
102,0.019975293427705765,0.6557645201683044,0.1457846462726593
103,0.017200518399477005,0.6999593377113342,0.17922352254390717
104,0.012617230415344238,0.766986072063446,0.21874652802944183
105,0.009639551863074303,0.8012979626655579,0.005832105875015259
106,0.050429414957761765,0.09271381050348282,0.00407742615789175
107,0.04884517565369606,0.17813856899738312,0.00643665436655283
108,0.04616573080420494,0.2524922490119934,0.012946439906954765
109,0.04215771704912186,0.3382800817489624,0.022855350747704506
110,0.04200482368469238,0.4063238799571991,0.03729799762368202
111,0.03767268732190132,0.4758819043636322,0.055538859218358994
112,0.033850397914648056,0.5345093607902527,0.07745014876127243
113,0.030272528529167175,0.5550875067710876,0.10342451184988022
114,0.0275455079972744,0.6582013964653015,0.13357651233673096
115,0.024322062730789185,0.7174752950668335,0.1675233095884323
116,0.020720627158880234,0.763579249382019,0.20515625178813934
117,0.017279408872127533,0.8228864073753357,0.24668057262897491
118,0.013208974152803421,0.8839209675788879,0.003249355824664235
119,0.04385017231106758,0.088300921022892,0.00509758060798049
120,0.050303127616643906,0.14065764844417572,0.002462344476953149
121,0.04662163183093071,0.22217877209186554,0.0036742943339049816
122,0.04183325171470642,0.2743384838104248,0.014325193129479885
123,0.03895459324121475,0.3327050507068634,0.02873760461807251
124,0.03288741782307625,0.3910982608795166,0.0470006950199604
125,0.020796049386262894,0.43221718072891235,0.07001791149377823
126,0.0202551931142807,0.49686023592948914,0.09712827205657959
127,0.01620444282889366,0.5790280103683472,0.12871535122394562
128,0.012538518756628036,0.6559799909591675,0.16382862627506256
129,0.008644338697195053,0.7630055546760559,0.20187772810459137
130,0.004723811522126198,0.8696804046630859,0.2436942607164383
131,0.0011796336621046066,0.9638901948928833,0.0076145571656525135
132,0.03968583419919014,0.1288360357284546,0.002083871979266405
133,0.04236478731036186,0.24243831634521484,0.008368466980755329
134,0.03721608966588974,0.32382431626319885,0.02404416911303997
135,0.030986778438091278,0.41867610812187195,0.04449610039591789
136,0.02602178230881691,0.5061781406402588,0.06849871575832367
137,0.022502299398183823,0.5678271651268005,0.09646586328744888
138,0.018973547965288162,0.6115462183952332,0.12794528901576996
139,0.015358343720436096,0.6616119742393494,0.16270260512828827
140,0.011102026328444481,0.7281019687652588,0.20119889080524445
141,0.0077980197966098785,0.7748468518257141,0.24227945506572723
142,-0.0009165741503238678,0.8317954540252686,0.00877945777028799
143,0.04245841130614281,0.10539083927869797,0.014090819284319878
144,0.04347120597958565,0.2512589693069458,0.023421499878168106
145,0.04191827028989792,0.3176362216472626,0.03670189902186394
146,0.03732144460082054,0.38340574502944946,0.053559038788080215
147,0.03216037526726723,0.44661271572113037,0.07404804229736328
148,0.030151311308145523,0.5270653963088989,0.09836407750844955
149,0.02539394050836563,0.5942684412002563,0.1265331506729126
150,0.021406829357147217,0.6599961519241333,0.15888197720050812
151,0.01839415356516838,0.7168654203414917,0.19578281044960022
152,0.014978338032960892,0.7403742671012878,0.2386721670627594
153,0.010887347161769867,0.7832852005958557,0.004562390502542257
154,0.043918464332818985,0.0841517299413681,0.000633848540019244
155,0.041399430483579636,0.19435179233551025,0.008971248753368855
156,0.03963813558220863,0.2760106325149536,0.021809905767440796
157,0.035140857100486755,0.33316323161125183,0.038600705564022064
158,0.031702231615781784,0.38876381516456604,0.05932210758328438
159,0.028076663613319397,0.4453697204589844,0.08369370549917221
160,0.02467915788292885,0.5125796794891357,0.11207522451877594
161,0.0197916179895401,0.564741849899292,0.14448393881320953
162,0.01613619551062584,0.62742680311203,0.18054358661174774
163,0.011728353798389435,0.6962220668792725,0.22062507271766663
164,0.007468726485967636,0.7519816756248474,0.008409981615841389
165,0.044572148472070694,0.093384750187397,0.012573642656207085
166,0.04021000489592552,0.19535933434963226,0.020996468141674995
167,0.03904769569635391,0.2866092920303345,0.03335512429475784
168,0.035454411059617996,0.36043015122413635,0.049373529851436615
169,0.029982026666402817,0.43391528725624084,0.06929819285869598
170,0.027429930865764618,0.5158646106719971,0.09246214479207993
171,0.02339274063706398,0.5666612982749939,0.11973237246274948
172,0.01876918599009514,0.636266827583313,0.15072977542877197
173,0.01600763201713562,0.7108814716339111,0.18632148206233978
174,0.010415349155664444,0.7641446590423584,0.22597932815551758
175,0.007375618442893028,0.828310489654541,0.0035310345701873302
176,0.05107063427567482,0.09983173757791519,0.003297150135040283
177,0.04750816151499748,0.18576468527317047,0.01331403385847807
178,0.04374529793858528,0.27146413922309875,0.026965025812387466
179,0.042363472282886505,0.3313049077987671,0.0447680838406086
180,0.035826247185468674,0.3989957869052887,0.06687063723802567
181,0.03312772884964943,0.4534045159816742,0.09275754541158676
182,0.029268678277730942,0.5004880428314209,0.12297570705413818
183,0.026402167975902557,0.5572457909584045,0.15645933151245117
184,0.022624105215072632,0.6108606457710266,0.19395092129707336
185,0.01878926530480385,0.6710847020149231,0.2356560379266739
186,0.01385672390460968,0.7473403215408325,0.0019556242041289806
187,0.04083685949444771,0.11087261140346527,0.005551478825509548
188,0.03909654915332794,0.20460402965545654,0.012255783192813396
189,0.035551078617572784,0.27459776401519775,0.021539678797125816
190,0.03071071207523346,0.3568110764026642,0.0354880690574646
191,0.025219492614269257,0.4344162046909332,0.053011294454336166
192,0.02199569344520569,0.5107874274253845,0.07415776699781418
193,0.017873749136924744,0.584929883480072,0.09931708872318268
194,0.013616696000099182,0.6529901027679443,0.12782344222068787
195,0.008684251457452774,0.7363458871841431,0.1603698432445526
196,0.0041585881263017654,0.8213074803352356,0.19615308940410614
197,-0.0002845451235771179,0.8805516958236694,0.23634253442287445
198,-0.005234125070273876,0.9524961709976196,0.005918873008340597
199,0.04749685898423195,0.08364537358283997,0.01163145899772644
200,0.047495100647211075,0.16989432275295258,0.021536512300372124
201,0.0423772968351841,0.25148776173591614,0.03529837727546692
202,0.038385115563869476,0.32275843620300293,0.052940260618925095
203,0.034999534487724304,0.39718571305274963,0.07454143464565277
204,0.032048482447862625,0.4677901268005371,0.10016261041164398
205,0.0271541029214859,0.5402172207832336,0.12962695956230164
206,0.02359144389629364,0.6074739098548889,0.16291959583759308
207,0.019517015665769577,0.6653040647506714,0.2001873403787613
208,0.01418488472700119,0.7286006808280945,0.24154938757419586
209,0.009414806962013245,0.7944344878196716,0.005539251025766134
210,0.04663030430674553,0.07205980271100998,0.011015036143362522
211,0.04210870712995529,0.18479859828948975,0.020550638437271118
212,0.0400719940662384,0.24485544860363007,0.03430738300085068
213,0.03568826988339424,0.2974420189857483,0.05158462002873421
214,0.03377888724207878,0.37342849373817444,0.07246679812669754
215,0.03132017329335213,0.45143792033195496,0.09793075174093246
216,0.027079682797193527,0.5234376192092896,0.126871258020401
217,0.02373378351330757,0.5835667252540588,0.15987931191921234
218,0.019751302897930145,0.6439871191978455,0.1974238008260727
219,0.015543244779109955,0.7119646668434143,0.2382076233625412
220,0.011149665340781212,0.7701522707939148,0.008571075275540352
221,0.041142962872982025,0.09078183770179749,0.0059258765541017056
222,0.046907972544431686,0.2281426340341568,0.0007471484714187682
223,0.042716722935438156,0.2734988331794739,0.011613935232162476
224,0.039753444492816925,0.34500715136528015,0.026749279350042343
225,0.03549543023109436,0.3984993100166321,0.0456986166536808
226,0.03083178773522377,0.49168550968170166,0.06863556802272797
227,0.02911657840013504,0.5462588667869568,0.09546955674886703
228,0.02427906170487404,0.6262354850769043,0.12587442994117737
229,0.02088427171111107,0.6969615817070007,0.16065926849842072
230,0.01567044109106064,0.7536787986755371,0.1990310251712799
231,0.011740051209926605,0.8253114819526672,0.2415008246898651
232,0.006299909204244614,0.8982925415039062,0.006077017169445753
233,0.04449296370148659,0.10012711584568024,0.007699408568441868
234,0.042866338044404984,0.1663343459367752,0.013199559412896633
235,0.03993063047528267,0.2436460256576538,0.02260942943394184
236,0.031108926981687546,0.326036661863327,0.03915509581565857
237,0.029493875801563263,0.4096088707447052,0.05961180478334427
238,0.026917584240436554,0.4744727611541748,0.08400489389896393
239,0.023751158267259598,0.5421509742736816,0.11211863905191422
240,0.01978106051683426,0.6051928997039795,0.14460931718349457
241,0.015993308275938034,0.6444562673568726,0.18198977410793304
242,0.011031262576580048,0.6962279081344604,0.222233846783638
243,0.005245992913842201,0.7339180111885071,0.003184884786605835
244,0.04843134805560112,0.07834241539239883,0.0064696199260652065
245,0.04443565383553505,0.1959010511636734,0.012923764064908028
246,0.03918076306581497,0.2473517507314682,0.023273523896932602
247,0.03785328194499016,0.30330947041511536,0.03709513694047928
248,0.03296681493520737,0.36010169982910156,0.05552196875214577
249,0.030120685696601868,0.416910856962204,0.07756855338811874
250,0.02589673548936844,0.47125521302223206,0.10395514965057373
251,0.022140201181173325,0.5171942114830017,0.13391026854515076
252,0.01714383438229561,0.5757147669792175,0.1676333248615265
253,0.0128282830119133,0.6176526546478271,0.20548701286315918
254,0.008984969928860664,0.6656731963157654,0.24707862734794617
255,0.0039419569075107574,0.7303557991981506,7.703474693698809e-05
256,0.049551766365766525,0.10106581449508667,0.000935013813432306
257,0.03779858350753784,0.20490868389606476,0.005616831127554178
258,0.03863029554486275,0.2896638810634613,0.014585494995117188
259,0.031929489225149155,0.39214685559272766,0.02709859609603882
260,0.030730176717042923,0.4835187494754791,0.04358789324760437
261,0.024661041796207428,0.5689429640769958,0.0644901692867279
262,0.021078281104564667,0.6307631134986877,0.0891127735376358
263,0.016933053731918335,0.7177352905273438,0.11730030924081802
264,0.012904312461614609,0.7772806286811829,0.14968642592430115
265,0.007718255743384361,0.8590425848960876,0.18602755665779114
266,0.003439776599407196,0.8920063376426697,0.22620806097984314
267,-0.0008900389075279236,0.9500974416732788,0.004528450313955545
268,0.03731921687722206,0.12219137698411942,0.012964652851223946
269,0.03040890023112297,0.24182452261447906,0.026509102433919907
270,0.030641045421361923,0.3296474814414978,0.042006295174360275
271,0.027279354631900787,0.4112381637096405,0.058914799243211746
272,0.01565626636147499,0.5026742815971375,0.07939884811639786
273,0.0048295482993125916,0.5810966491699219,0.10447357594966888
274,0.014107361435890198,0.6378926038742065,0.1338764876127243
275,0.006114311516284943,0.7191872000694275,0.16702771186828613
276,0.00765686109662056,0.777026891708374,0.006155061069875956
277,0.04481359198689461,0.6638588905334473,0.0041533964686095715
278,0.04122394695878029,0.6453061699867249,0.0028410255908966064
279,0.03482934087514877,0.6387373208999634,0.013048981316387653
280,0.029704149812459946,0.6684010028839111,0.027361257001757622
281,0.02429293841123581,0.724753201007843,0.04439842700958252
282,0.019460096955299377,0.7884090542793274,0.06558182835578918
283,0.015582744032144547,0.8459330797195435,0.09084224700927734
284,0.011670034378767014,0.9005242586135864,0.11998651176691055
285,0.006194977089762688,0.9775339365005493,0.15297238528728485
286,0.0005405377596616745,1.045259714126587,0.18988485634326935
287,-0.0035507287830114365,1.1110422611236572,0.23122215270996094
288,-0.007844435051083565,1.1871373653411865,0.00019325529865454882
289,0.04204839840531349,0.10913536697626114,0.0018000730779021978
290,0.040737539529800415,0.1922680288553238,0.007264069281518459
291,0.03727037459611893,0.26747334003448486,0.017220331355929375
292,0.03645119071006775,0.3517499268054962,0.031236419454216957
293,0.031867314130067825,0.4027262032032013,0.049838267266750336
294,0.027887996286153793,0.46970486640930176,0.07247275859117508
295,0.02474258467555046,0.5294461846351624,0.10174327343702316
296,0.02209671586751938,0.5734073519706726,0.13385342061519623
297,0.01780180260539055,0.6107074022293091,0.168183371424675
298,0.014635510742664337,0.6483554840087891,0.20627883076667786
