label	path	exists	sha256	args
official_csv_to_npz	/mnt/infini-data/test/BeyondMimic/reproduction/third_party/official/whole_body_tracking/scripts/csv_to_npz.py	True	f25011ec21b4ab113646b53555465b02b56c3860b72e25f6ab4952395ce3472c	['--input_file', '--input_fps', '--frame_range', '--output_name', '--output_fps']
official_replay_npz	/mnt/infini-data/test/BeyondMimic/reproduction/third_party/official/whole_body_tracking/scripts/replay_npz.py	True	40bd017fe677f3d09ed78470c579fcf273de25a8efc9eb19f56a744f226076d4	['--registry_name']
local_csv_to_npz	/mnt/infini-data/test/BeyondMimic/reproduction/generated/whole_body_tracking_local/csv_to_npz_local.py	True	14fb6ede9cd3c5d0ec4cb6db294f88fe90b2d4be04dd45622cadf2a09d6f0f0d	['--input_file', '--input_fps', '--frame_range', '--output_name', '--output_file', '--output_fps']
local_replay_npz	/mnt/infini-data/test/BeyondMimic/reproduction/generated/whole_body_tracking_local/replay_npz_local.py	True	e18aae4832f2335424e1659aef25da0ba855ffc6648c9e070894be2764deb293	['--motion_file', '--max_steps']
