rank,seed,steps,envs,total_env_steps,reward_mean,reward_std,done_count,timeout_count,action_abs_mean,action_abs_max,unique_motion_steps
0,20260631,299,512,153088,0.025898047838975046,0.014565323166596283,13170,0,0.5094521581643349,6.2001848220825195,299
1,20260632,299,512,153088,0.02592847618365474,0.01450522576187703,13161,0,0.5106368713637078,7.149348258972168,299
