frame,video_time_s,sim_time_s,root_x,root_y,root_z,root_roll,root_pitch,root_yaw,joint_target_abs_mean,joint_error_abs_mean,joint_error_abs_max,joint_velocity_abs_mean,ctrl_abs_mean,root_target_z,root_position_error_m,root_orientation_error_rad,contact_count,fall_proxy
0,0.0,0.2200000000000001,0.01685647757190175,-0.04488832140011925,0.07363265064650498,2.6036887078368744,-1.048848072586414,2.5525026574817433,0.16889677357877175,0.16140592030835493,0.8399874139673293,5.921376114630002,0.16889677357877175,0.05123699828982353,0.05076567372137575,0.442713352719186,2,True
1,0.03333333333333333,0.24000000000000013,0.00545492845337457,-0.052860357032105135,0.08707438027192788,-2.442897791361634,-0.7223511759200354,1.0956235721971688,0.1937000572124695,0.22060476273332338,1.1073664824966027,7.580719383211361,0.1937000572124695,0.0516510009765625,0.05902187233642395,0.6385158301335742,4,True
2,0.06666666666666667,0.2600000000000001,0.03018305809639575,-0.04773866719207005,0.13248983324041824,-1.8336676270389627,-0.9342594193737783,-0.2419663348429342,0.195647974682773,0.285436395697813,0.9802846121495838,14.429549279346263,0.195647974682773,0.052117399871349335,0.08225239641628343,0.9024910875945967,2,True
3,0.1,0.28000000000000014,0.0434985485129099,-0.03031932582857804,0.17585684925118356,-0.4532167832084804,-1.0241849562791312,-1.6877677761915169,0.22404866240467458,0.3299977761505944,1.490418870191546,7.552810399174359,0.22404866240467458,0.05260999873280525,0.1302702844112321,1.110619279981262,1,True
4,0.13333333333333333,0.30000000000000016,0.03199143947599353,-0.012068966712634487,0.14575426001325253,-3.0344554621762634,-1.1327050223250559,1.3477560529264019,0.2262693650249164,0.26491526033029933,1.1533201079610078,13.635706942882166,0.2262693650249164,0.05321719869971275,0.11104123438626681,0.39155667893017354,0,True
5,0.16666666666666666,0.3200000000000002,0.000963690077758211,-0.017207230540788706,0.16244352822389393,-2.5251609013831864,-0.09777922047545205,0.74722884349764,0.2181788287934937,0.38034300444886565,1.4925075643952002,9.492583106199257,0.2181788287934937,0.05381060019135475,0.0990321392320953,1.1835082272906947,1,True
6,0.2,0.3400000000000002,-0.006292639326066023,0.005524213632450156,0.20737104074736468,-2.5296213963425522,0.32030487137073604,0.08786861629017206,0.21196134174803405,0.3894039566968192,1.9437313085553463,7.660949965575606,0.21196134174803405,0.054376401007175446,0.1461481858973011,1.9699511634222029,5,True
7,0.23333333333333334,0.3600000000000002,0.020721642971119895,0.0015841009430999353,0.20824878337234368,-2.434906794190745,-0.3817614314195387,-0.44197253391024377,0.21895443215093274,0.32783263236147187,1.4009041395792385,7.572462973894009,0.21895443215093274,0.05438140034675598,0.1564535586384184,1.905338806955973,0,True
8,0.26666666666666666,0.3800000000000002,0.06166032261723223,0.02825147641914056,0.20278845471933818,-2.1623522525354373,-0.9626136597542361,-0.6338805997498157,0.21280563468862415,0.32923194115229587,1.576268460767567,7.637996227639218,0.21280563468862415,0.05410600081086159,0.1584925922472776,1.640211534881042,0,True
9,0.3,0.40000000000000024,0.11459224632126142,0.053988348340574914,0.1867083933694354,2.4137154978260575,-1.4350267120896636,1.6344870508770584,0.20052824622311524,0.35141228994433393,1.6592385502274298,9.412977846641887,0.20052824622311524,0.05283519998192787,0.1800577907744536,1.0299227249275695,2,True
10,0.3333333333333333,0.42000000000000026,0.18521803786117425,0.0033018052329011685,0.16366233609427672,2.41537993146211,-0.8284688580257262,2.0771705873487343,0.20352798694310192,0.35664018522664376,1.456142275916105,8.53555948823787,0.20352798694310192,0.05138780176639557,0.20148775484917383,0.6996587106331487,1,True
11,0.36666666666666664,0.4400000000000003,0.2504840615248084,-0.06121589686937258,0.20108328611284193,2.8483152870111352,-0.4201859922217119,2.2907395027301702,0.21829229749929907,0.38288825065132565,1.5997480734441547,9.079784968646582,0.21829229749929907,0.049587201327085495,0.270836835654752,0.952521306615087,1,True
12,0.4,0.4600000000000003,0.30101159400015687,-0.054808966865370456,0.26617393581314786,3.0863327342457705,-0.238616872410463,2.658017627740691,0.2164086634006178,0.4269476566381519,1.7187254925537117,3.8627281201316874,0.2164086634006178,0.048002999275922775,0.35436033858559296,1.3562629161639759,19,True
13,0.43333333333333335,0.4800000000000003,0.32526678286621225,-0.030832398242461045,0.3252587697990287,3.075791850194282,-0.1290212534670567,-3.094615590769846,0.22310646428455747,0.4391872836551869,1.6360432010137478,3.9920299136962334,0.22310646428455747,0.04652699828147888,0.4124909155168588,1.7323775490499365,11,True
14,0.4666666666666667,0.5000000000000003,0.31605256439048507,0.00841891211154483,0.39241713335711137,2.6223126059468136,0.11552514772161622,-2.293297310379588,0.2400631550973823,0.4366110718439579,1.6844593964509404,8.717711735050052,0.2400631550973823,0.04608960077166557,0.4547031507874098,2.1642106327431914,1,True
15,0.5,0.5200000000000004,0.2916173880902543,0.02564504133277924,0.46168408604802585,1.7483783163078683,0.2852665727285076,-1.93200645484361,0.2656318369749276,0.4635582085014534,2.365840038793279,9.039278948040993,0.2656318369749276,0.04587579891085625,0.4971182505491141,2.2371470522358883,0,True
16,0.5333333333333333,0.5400000000000004,0.31698073569002827,-0.01269142681004414,0.43654166526772026,2.047503467592259,-0.08115778797379729,-1.7920047800995027,0.29365560920575623,0.45591270466637074,2.349312589655435,12.881345432706093,0.29365560920575623,0.04610919952392578,0.500692269120041,2.1800118116737486,0,True
17,0.5666666666666667,0.5600000000000004,0.3739901881047761,0.0007485715482699485,0.4396514099257374,2.4639045217514353,-0.6622498150711155,-1.885690997596915,0.31291468863062916,0.45220715377169324,2.335348197999486,9.760975107231419,0.31291468863062916,0.046448200941085815,0.517649452382903,2.0882974016613063,4,True
18,0.6,0.5800000000000004,0.41585490115752427,0.12374849776199782,0.4934446372698972,-2.186710795126983,-1.0027740382394428,3.1300706898647395,0.332438896952853,0.511919808296942,3.0037066261105982,13.122809321191939,0.332438896952853,0.04684000089764595,0.5979180294640464,2.219376756936479,0,True
19,0.6333333333333333,0.6000000000000004,0.3192661748991539,0.3301377839456295,0.5083534363597406,-1.3290476366084751,0.18242523371227468,2.5021938412446314,0.3382042128595246,0.5689740725598661,3.356648506966745,17.460102107182692,0.3382042128595246,0.04712500050663948,0.6512474284643921,2.5749381632453545,3,True
20,0.6666666666666666,0.6200000000000004,0.15775628735654926,0.39815612070298306,0.42603475129364937,-1.5661693230806988,1.0294930967174172,2.5424102597331273,0.3392556096867859,0.7650533020612534,3.894862212979766,12.290265379092851,0.3392556096867859,0.04738239943981171,0.5914830087746986,2.7525418254008716,1,True
21,0.7,0.6400000000000005,0.09490743720657414,0.38154097712223767,0.4171132835002488,-1.1506096906476506,0.7995659469678792,-2.6348510798384397,0.3260647536957844,0.748978230967661,3.4542666205240433,11.888592236640712,0.3260647536957844,0.04758460074663162,0.5458690785756769,3.075356812076673,1,True
22,0.7333333333333333,0.6600000000000005,0.09406060221895922,0.40672002863854567,0.427878281350085,-0.8746089665067507,0.10810033194805682,-1.4609911188912257,0.31628928991728955,0.680943666018437,2.934594651106418,8.627286907980087,0.31628928991728955,0.04772479832172394,0.5552595825525526,2.262023589942443,0,True
23,0.7666666666666667,0.6800000000000005,0.07851936184434742,0.48162840291546494,0.45791111586317773,-1.0064745720711945,-0.31482810244899323,-0.5607591670370958,0.3026501879554004,0.6479155173934913,2.872117020109258,8.08389029241912,0.3026501879554004,0.04783400148153305,0.618213032563949,1.4261054376750855,1,False
24,0.8,0.7000000000000005,0.02408542595074839,0.58816425311537,0.4724643880384739,-1.1951773395906264,-0.2010082471527093,0.14713616027377166,0.30619038070532656,0.6806774813856082,3.231992456654849,4.855352122695723,0.30619038070532656,0.04792160168290138,0.7121493084349318,1.3133247744434426,0,False
