step	learning_rate	ema_decay	loss_before	loss_after	grad_norm	model_vs_initial_l2	ema_vs_model_l2
0	1e-08	0.0	1.4669300317764282	1.466834306716919	5.174530029296875	1.0095623004247045e-08	0.0
1	2e-08	0.4053964424986395	1.5763062238693237	1.5761398077011108	5.868282794952393	2.3621366196380222e-08	6.398524821094043e-09
