step,reward,action_abs_mean,teacher_action_abs_mean,teacher_vae_action_mse,teacher_vae_action_abs_error_mean,target_body_error_mean
30,0.024184882640838623,0.4313513934612274,0.4320968687534332,0.001270783832296729,0.027824005112051964,0.08589297533035278
31,0.021340303122997284,0.47817811369895935,0.4784706234931946,0.0013006894150748849,0.028146764263510704,0.11582037061452866
32,0.017447862774133682,0.4998789131641388,0.5297600030899048,0.003992315381765366,0.049743134528398514,0.1491718292236328
33,0.012251365929841995,0.5061872601509094,0.5317835211753845,0.006165355443954468,0.06764452159404755,0.1864413470029831
34,0.007625268772244453,0.5447023510932922,0.5775579214096069,0.005627303849905729,0.06311655044555664,0.22779135406017303
35,0.0022226013243198395,0.625007688999176,0.623519778251648,0.0021552464459091425,0.03571939840912819,0.005453505553305149
36,0.03969293832778931,0.07744216173887253,0.09887955337762833,0.0014570750063285232,0.030330205336213112,0.010046882554888725
37,0.03928956389427185,0.1783197522163391,0.1993693709373474,0.003983509726822376,0.05252586305141449,0.019169995561242104
38,0.03440416604280472,0.2476649135351181,0.251360684633255,0.0015709513099864125,0.03338007628917694,0.030844910070300102
39,0.02923639491200447,0.32435065507888794,0.3363740146160126,0.0019502133363857865,0.034639135003089905,0.04595932736992836
40,0.024010319262742996,0.4148869216442108,0.4218217432498932,0.002384160878136754,0.041217293590307236,0.06434299051761627
41,0.021062999963760376,0.4782826602458954,0.49285632371902466,0.0031039551831781864,0.04495733231306076,0.08642525225877762
42,0.016028277575969696,0.5631566643714905,0.5818083882331848,0.0032574862707406282,0.04891364648938179,0.1125330924987793
43,0.011006096377968788,0.6615108847618103,0.6863818764686584,0.002041067462414503,0.03621770069003105,0.14238153398036957
44,0.006390117108821869,0.7516536116600037,0.7755609750747681,0.00374567206017673,0.043989039957523346,0.1761167347431183
45,0.0018358994275331497,0.8345417380332947,0.8407254815101624,0.002757282694801688,0.04143344238400459,0.21378259360790253
46,-0.0022538118064403534,0.9131276607513428,0.9041577577590942,0.004545029252767563,0.05616636201739311,0.002346336841583252
47,0.051831331104040146,0.07617751508951187,0.08484087139368057,0.001241937279701233,0.026180963963270187,0.0019736674148589373
48,0.047553885728120804,0.1616876870393753,0.17066511511802673,0.0034361383877694607,0.051282819360494614,0.0022257480304688215
49,0.04551910236477852,0.2554261386394501,0.2621707618236542,0.002001591958105564,0.035491693764925,0.010391882620751858
50,0.04533383622765541,0.33323800563812256,0.33706244826316833,0.0022244092542678118,0.03952585533261299,0.02243582345545292
51,0.04063466936349869,0.388230562210083,0.3713397979736328,0.0016617107903584838,0.0351153165102005,0.038727812469005585
52,0.03716369718313217,0.4483809471130371,0.44215893745422363,0.0014058282831683755,0.033885471522808075,0.058347221463918686
53,0.03369642421603203,0.48532241582870483,0.497376024723053,0.0020994474180042744,0.04014831408858299,0.08255229890346527
54,0.030673321336507797,0.5590479969978333,0.5520607233047485,0.002089505549520254,0.0386488102376461,0.11001111567020416
55,0.026648525148630142,0.5986238121986389,0.6014641523361206,0.0022166825365275145,0.034406159073114395,0.14170925319194794
56,0.02205265313386917,0.6508832573890686,0.6516931653022766,0.0014354328159242868,0.02857470139861107,0.1771431714296341
57,0.018139421939849854,0.721499502658844,0.7451004981994629,0.006982401013374329,0.06655203551054001,0.21668052673339844
58,0.013500496745109558,0.801543653011322,0.8003650307655334,0.002646162174642086,0.04380186274647713,0.003871428081765771
59,0.05033090338110924,0.08659913390874863,0.09348467737436295,0.0006411453941836953,0.01872890815138817,0.0069086081348359585
60,0.04503897204995155,0.1724526286125183,0.17383523285388947,0.002308472292497754,0.03832005709409714,0.012702269479632378
61,0.04226040840148926,0.22831325232982635,0.2445370852947235,0.0048970929346978664,0.05856018885970116,0.02289740927517414
62,0.03779866546392441,0.24846073985099792,0.25976064801216125,0.0019983381498605013,0.03241170570254326,0.03707883507013321
63,0.034406743943691254,0.26627248525619507,0.2629898190498352,0.0023112620692700148,0.0359547883272171,0.05499320104718208
64,0.028262995183467865,0.2840088903903961,0.3051163852214813,0.002673369599506259,0.043784547597169876,0.07698637992143631
65,0.02378019317984581,0.3254156708717346,0.3299659788608551,0.0028347300831228495,0.04596877470612526,0.10273400694131851
66,0.019215978682041168,0.4071264863014221,0.4063141644001007,0.0014121501008048654,0.03019607439637184,0.1327342540025711
67,0.014755457639694214,0.46916770935058594,0.47755134105682373,0.007045472506433725,0.06320414692163467,0.16658127307891846
68,0.008784623816609383,0.5726882219314575,0.5723589062690735,0.004504394251853228,0.05359430983662605,0.20384685695171356
69,0.004902949556708336,0.6402773261070251,0.6406541466712952,0.004430252593010664,0.05421747267246246,0.2452464997768402
70,-0.0004504639655351639,0.7111725211143494,0.7049013376235962,0.005111561622470617,0.06102772802114487,0.005844869650900364
71,0.03977890685200691,0.10220073908567429,0.11344185471534729,0.0011847660643979907,0.025196896865963936,0.002987423213198781
72,0.038506511598825455,0.19845247268676758,0.21330469846725464,0.002665062202140689,0.035782698541879654,0.005162192042917013
73,0.03592890501022339,0.27610012888908386,0.3000566065311432,0.002912116004154086,0.04413782060146332,0.0182972252368927
74,0.030035369098186493,0.3702095150947571,0.37546637654304504,0.0016517217736691236,0.032413970679044724,0.03527923673391342
75,0.027663379907608032,0.438215047121048,0.4435857832431793,0.002176158130168915,0.03556220978498459,0.05479844659566879
76,0.024553347378969193,0.5233418345451355,0.5198611617088318,0.0029588008765131235,0.04354799911379814,0.07751350849866867
77,0.02049056440591812,0.6190357804298401,0.6125151515007019,0.0028132565785199404,0.04327313229441643,0.10427797585725784
78,0.01660633087158203,0.6941474080085754,0.6925225257873535,0.0028704609721899033,0.04782959446310997,0.13469471037387848
79,0.012118589133024216,0.7127376198768616,0.7609583139419556,0.011393336579203606,0.09710422158241272,0.16879983246326447
80,0.00801912508904934,0.7749986052513123,0.8114221692085266,0.005414790008217096,0.05873693525791168,0.20733289420604706
81,0.002677982673048973,0.8453819155693054,0.8360805511474609,0.005907117854803801,0.06007697060704231,0.249213308095932
82,-0.002344449982047081,0.9028723835945129,0.8984067440032959,0.006245414726436138,0.06630394607782364,0.002595961093902588
83,0.047109972685575485,0.06606605648994446,0.06982315331697464,0.00035620294511318207,0.015309619717299938,0.0007533516036346555
84,0.04243798181414604,0.1489623486995697,0.14480070769786835,0.0009878798155114055,0.025626160204410553,0.007577342446893454
85,0.03681393712759018,0.23050670325756073,0.2303249090909958,0.0009851229842752218,0.027420014142990112,0.019005371257662773
86,0.03465481474995613,0.29945075511932373,0.30561333894729614,0.0015771723119542003,0.03230910003185272,0.03456537052989006
87,0.03136077895760536,0.3655237555503845,0.36570706963539124,0.0016197138465940952,0.032606933265924454,0.05410842224955559
88,0.02693486213684082,0.4024021625518799,0.42704513669013977,0.006709267385303974,0.07167646288871765,0.0772741362452507
89,0.023429691791534424,0.46040651202201843,0.4884394705295563,0.0025326861068606377,0.041897304356098175,0.10402349382638931
90,0.01861347258090973,0.5323603749275208,0.524315595626831,0.0011982087744399905,0.02827993407845497,0.13465847074985504
91,0.013775669038295746,0.6022818684577942,0.5881996154785156,0.0022336221300065517,0.03444557264447212,0.16982518136501312
92,0.009703539311885834,0.6524304151535034,0.6527783870697021,0.008722431026399136,0.06911928951740265,0.2090793401002884
93,0.004772694781422615,0.7197747230529785,0.7210827469825745,0.007326139602810144,0.0714472085237503,0.0034878295846283436
94,0.03808464854955673,0.11540986597537994,0.11536410450935364,0.0011341972276568413,0.027655556797981262,0.003913351334631443
95,0.04292451962828636,0.22640880942344666,0.23904594779014587,0.023846428841352463,0.12134774029254913,0.008404293097555637
96,0.039419595152139664,0.29402822256088257,0.29648464918136597,0.0017354205483570695,0.034326471388339996,0.016788167878985405
97,0.037606462836265564,0.3825604021549225,0.3939135670661926,0.0027703174855560064,0.04471199959516525,0.029049303382635117
98,0.03410714492201805,0.4257359206676483,0.43410393595695496,0.0028717524837702513,0.0418015755712986,0.04508285969495773
99,0.030515749007463455,0.472599059343338,0.4752635955810547,0.002766684163361788,0.04188696667551994,0.06466138362884521
100,0.0272817425429821,0.509555995464325,0.5101775527000427,0.0018392782658338547,0.03331407532095909,0.08797240257263184
101,0.023201704025268555,0.528468668460846,0.5386410355567932,0.003220890648663044,0.04848526418209076,0.11505194753408432
102,0.020405933260917664,0.5800359845161438,0.5823203921318054,0.003104036208242178,0.04802286997437477,0.14649589359760284
103,0.016536034643650055,0.6447164416313171,0.6407667994499207,0.0018050349317491055,0.034122567623853683,0.17995868623256683
104,0.013606004416942596,0.7120335102081299,0.6952975392341614,0.003079458139836788,0.04332086816430092,0.2194407880306244
105,0.009043637663125992,0.7611331939697266,0.7488721609115601,0.004216876346617937,0.05255727097392082,0.005832105875015259
106,0.050814274698495865,0.08474650233983994,0.09271381050348282,0.0006772443884983659,0.018892431631684303,0.004045086447149515
107,0.04728250578045845,0.1603771299123764,0.1606934666633606,0.0008707796223461628,0.025023123249411583,0.00646949652582407
108,0.04593664035201073,0.23261356353759766,0.2400963306427002,0.004072761163115501,0.049283355474472046,0.012761609628796577
109,0.044123757630586624,0.3007811903953552,0.3160229027271271,0.0013905478408560157,0.029657742008566856,0.023177146911621094
110,0.039772991091012955,0.37900182604789734,0.37737900018692017,0.0009173136786557734,0.022698841989040375,0.0371561124920845
111,0.03696855902671814,0.43464410305023193,0.4276684820652008,0.0013292429503053427,0.02984962984919548,0.055221300572156906
112,0.033368781208992004,0.49311500787734985,0.5025215744972229,0.0020105461589992046,0.037105705589056015,0.07769318670034409
113,0.029939431697130203,0.5393186211585999,0.5458617210388184,0.0011936274822801352,0.029482180252671242,0.10364574193954468
114,0.02704523131251335,0.5912147760391235,0.6144710779190063,0.003945689648389816,0.050983328372240067,0.13347041606903076
115,0.022903908044099808,0.673917829990387,0.6777201294898987,0.001367370132356882,0.02883305959403515,0.16769962012767792
116,0.020105261355638504,0.7448065876960754,0.7452960014343262,0.001824443694204092,0.03188500553369522,0.20506994426250458
117,0.016330014914274216,0.8142428994178772,0.8259463906288147,0.0029896427877247334,0.045675233006477356,0.24685348570346832
118,0.011594001203775406,0.8991837501525879,0.9138983488082886,0.0029608001932501793,0.044395677745342255,0.003249355824664235
119,0.045650552958250046,0.08717907965183258,0.088300921022892,0.0017571310745552182,0.03601842373609543,0.00509758060798049
120,0.047858309000730515,0.14366383850574493,0.13452105224132538,0.0007034505251795053,0.02042899839580059,0.002010111231356859
121,0.044274356216192245,0.24067428708076477,0.2332734614610672,0.003809670452028513,0.049669649451971054,0.0035849979612976313
122,0.04235510528087616,0.31986480951309204,0.3127443790435791,0.0022808529902249575,0.03838684782385826,0.014186463318765163
123,0.037646424025297165,0.3998035490512848,0.3928810656070709,0.0031221662648022175,0.04408130422234535,0.028486881405115128
124,0.03651289641857147,0.44478896260261536,0.4527674615383148,0.0027562910690903664,0.040743131190538406,0.04685249179601669
125,0.03326800465583801,0.5003851056098938,0.5149084329605103,0.0019056416349485517,0.0327775776386261,0.06885679811239243
126,0.029485315084457397,0.5371144413948059,0.5668538808822632,0.0031613230239599943,0.04448506608605385,0.09539629518985748
127,0.02672455459833145,0.5779466032981873,0.592529833316803,0.0017604053718969226,0.0341067872941494,0.12532006204128265
128,0.023100540041923523,0.6178997755050659,0.6347978115081787,0.003539114259183407,0.051958128809928894,0.1590626984834671
129,0.019207768142223358,0.6939910054206848,0.7005640864372253,0.0014895143685862422,0.03168408200144768,0.1970956176519394
130,0.015035547316074371,0.7174710035324097,0.7510020732879639,0.004120782017707825,0.051227692514657974,0.23877839744091034
131,0.010560605674982071,0.7707272171974182,0.774899959564209,0.0019414416747167706,0.034394267946481705,0.0076145571656525135
132,0.03969256207346916,0.12200549244880676,0.1288360357284546,0.0009341316181235015,0.023406101390719414,0.0022609445732086897
133,0.038380708545446396,0.26202723383903503,0.23895803093910217,0.008605461567640305,0.07173006236553192,0.007998241111636162
134,0.035210318863391876,0.3380553126335144,0.37946614623069763,0.01527625322341919,0.10258820652961731,0.023279692977666855
135,0.028677061200141907,0.41888076066970825,0.4345984160900116,0.002375212265178561,0.0398368164896965,0.043394677340984344
136,0.025020815432071686,0.46969956159591675,0.4723854660987854,0.007831471040844917,0.07202965021133423,0.06727993488311768
137,0.021720580756664276,0.5544053912162781,0.572676956653595,0.0022069457918405533,0.03625459223985672,0.09487415850162506
138,0.018553435802459717,0.6286450028419495,0.6277055144309998,0.003363947384059429,0.04614068940281868,0.1263693869113922
139,0.007001884281635284,0.6910727620124817,0.7095872163772583,0.0034364969469606876,0.050089072436094284,0.16104161739349365
140,0.008987601846456528,0.7757344841957092,0.7735495567321777,0.003943538758903742,0.05307706817984581,0.199462890625
141,-0.006046862341463566,0.8370778560638428,0.8395734429359436,0.006073346361517906,0.06391014158725739,0.24040277302265167
142,0.0005182512104511261,0.9013717174530029,0.9097089767456055,0.010403706692159176,0.08244166523218155,0.00877945777028799
143,0.039545994251966476,0.09708841890096664,0.10539083927869797,0.0012237740447744727,0.02635227143764496,0.014141627587378025
144,0.04178020730614662,0.2175641804933548,0.25049644708633423,0.016088278964161873,0.10627950727939606,0.02347712032496929
145,0.04163696616888046,0.26806819438934326,0.2978679835796356,0.010476626455783844,0.08577169477939606,0.03669444099068642
146,0.039184704422950745,0.34607914090156555,0.3682178258895874,0.006110365968197584,0.06359323114156723,0.05343317240476608
147,0.033559612929821014,0.3990671932697296,0.40782609581947327,0.004221591632813215,0.052549295127391815,0.07400842756032944
148,0.0310286246240139,0.44720831513404846,0.4643968343734741,0.0031733333598822355,0.043776120990514755,0.09823795408010483
149,0.026007838547229767,0.49479490518569946,0.5193673968315125,0.003495579119771719,0.048493415117263794,0.12646695971488953
150,0.02312888577580452,0.5225734710693359,0.5660082101821899,0.00547790015116334,0.057888686656951904,0.15884803235530853
151,0.0190085731446743,0.5568713545799255,0.5930141806602478,0.00400837417691946,0.05332144722342491,0.19566276669502258
152,0.015258949249982834,0.5524072051048279,0.6207730770111084,0.008425210602581501,0.08008153736591339,0.23850610852241516
153,0.010972807183861732,0.5985679626464844,0.6055882573127747,0.006609797012060881,0.06766709685325623,0.004562390502542257
154,0.04605795815587044,0.07686728239059448,0.0841517299413681,0.0005350732244551182,0.018885759636759758,0.0009209684212692082
155,0.041272714734077454,0.15251529216766357,0.14838804304599762,0.003669444005936384,0.047172706574201584,0.008904652670025826
156,0.03985076770186424,0.19775532186031342,0.20992308855056763,0.00169557542540133,0.03387671336531639,0.021855192258954048
157,0.03543783351778984,0.23669852316379547,0.24501849710941315,0.0017857298953458667,0.035146646201610565,0.03833838552236557
158,0.0322854220867157,0.2698405086994171,0.2750092148780823,0.0015310017624869943,0.03205027058720589,0.05924541875720024
159,0.028590720146894455,0.34025073051452637,0.3361636698246002,0.003984562121331692,0.05254824459552765,0.08353739231824875
160,0.025753073394298553,0.4368824362754822,0.43526560068130493,0.0021977664437144995,0.03729502856731415,0.11179469525814056
161,0.02118667960166931,0.49580955505371094,0.4832296073436737,0.0024562585167586803,0.039177633821964264,0.14373573660850525
162,0.016211166977882385,0.5697615146636963,0.5452561378479004,0.004985934589058161,0.05479520559310913,0.1801857203245163
163,0.01212349534034729,0.6646754741668701,0.6350254416465759,0.003928609192371368,0.05540332943201065,0.22042985260486603
164,0.007379744201898575,0.7344563007354736,0.7081889510154724,0.005515382159501314,0.06066286191344261,0.008409981615841389
165,0.04716158285737038,0.07597816735506058,0.093384750187397,0.0008653714321553707,0.020552951842546463,0.01253493782132864
166,0.04154706001281738,0.16413912177085876,0.15699774026870728,0.0019529578275978565,0.03357798233628273,0.02101421356201172
167,0.03951534628868103,0.25627586245536804,0.2546694576740265,0.008038351312279701,0.07161984592676163,0.03339076042175293
168,0.03530415892601013,0.31775835156440735,0.33278360962867737,0.003350808983668685,0.0443333238363266,0.04952285438776016
169,0.031422149389982224,0.3816770911216736,0.38658517599105835,0.0014245187630876899,0.029655322432518005,0.06942468136548996
170,0.0290779247879982,0.4374375343322754,0.44273653626441956,0.002922791289165616,0.039645541459321976,0.09259365499019623
171,0.023995719850063324,0.5083124041557312,0.507900595664978,0.0022377371788024902,0.040944237262010574,0.11979847401380539
172,0.02103203907608986,0.5496848821640015,0.5639954805374146,0.00281622470356524,0.04111333191394806,0.1508408486843109
173,0.017527788877487183,0.5855898857116699,0.5893712639808655,0.0018617975292727351,0.03439680114388466,0.18632842600345612
174,0.01417723298072815,0.6286832094192505,0.6393507719039917,0.002017345977947116,0.038770753890275955,0.22589656710624695
175,0.01078719086945057,0.6911270022392273,0.7198823094367981,0.0019925229717046022,0.03745373338460922,0.0035310345701873302
176,0.050225790590047836,0.08523321896791458,0.09983173757791519,0.0015088905347511172,0.030272990465164185,0.0032895931508392096
177,0.04628331586718559,0.1846541166305542,0.19192373752593994,0.00656255055218935,0.06425806879997253,0.013394219800829887
178,0.04537798836827278,0.26176387071609497,0.27302947640419006,0.001678889966569841,0.031435079872608185,0.026971250772476196
179,0.042006321251392365,0.3358009457588196,0.33448711037635803,0.001778242876753211,0.03254103288054466,0.04443308711051941
180,0.035643722862005234,0.412364661693573,0.40704989433288574,0.002258727792650461,0.03559180349111557,0.06670999526977539
181,0.033174239099025726,0.47855955362319946,0.4745783507823944,0.002320162719115615,0.03961813822388649,0.09294583648443222
182,0.031047098338603973,0.5351717472076416,0.5271725058555603,0.0025080593768507242,0.03544441610574722,0.12302715331315994
183,0.02677973359823227,0.6139621138572693,0.6068962216377258,0.001308182836510241,0.030438367277383804,0.15690146386623383
184,0.02337680384516716,0.674708902835846,0.6476636528968811,0.0028770097997039557,0.04462957754731178,0.19441737234592438
185,0.01902041956782341,0.7384656071662903,0.7227893471717834,0.0023409491404891014,0.0405353307723999,0.236432284116745
186,0.01520424336194992,0.7995123863220215,0.7706972360610962,0.004456585738807917,0.0561196431517601,0.0019556242041289806
187,0.04043149948120117,0.08935873955488205,0.11087261140346527,0.001720606000162661,0.03213387355208397,0.005500291008502245
188,0.039237186312675476,0.16089597344398499,0.17610836029052734,0.003835256677120924,0.050434187054634094,0.012169650755822659
189,0.03573836386203766,0.2227320373058319,0.23526810109615326,0.002894532633945346,0.044119227677583694,0.02158648706972599
190,0.03142096847295761,0.295562744140625,0.3064623177051544,0.0015919755678623915,0.033136215060949326,0.03526313230395317
191,0.02627299353480339,0.37644264101982117,0.3867970407009125,0.0016696455422788858,0.033526912331581116,0.05259263515472412
192,0.023033373057842255,0.4281260669231415,0.44390547275543213,0.003148991148918867,0.04454823210835457,0.07415395975112915
193,0.01872553676366806,0.4898630976676941,0.5013737678527832,0.003311599139124155,0.04425656050443649,0.099345363676548
194,0.015507135540246964,0.5512738823890686,0.546699583530426,0.004317783284932375,0.05229932814836502,0.12778863310813904
195,0.008736826479434967,0.6312225461006165,0.6254361867904663,0.001556158415041864,0.03149739280343056,0.15974761545658112
196,0.004166888073086739,0.7158655524253845,0.7058642506599426,0.0028435890562832355,0.042252279818058014,0.1956937313079834
197,-0.0003869924694299698,0.8024457097053528,0.7671380639076233,0.0065398914739489555,0.0652775913476944,0.23549917340278625
198,-0.005078023299574852,0.8565748929977417,0.8576248288154602,0.004503845702856779,0.04751443862915039,0.005918873008340597
199,0.04797465726733208,0.08194834738969803,0.08364537358283997,0.0007403955096378922,0.022845573723316193,0.011763121001422405
200,0.04594122990965843,0.1668834686279297,0.1686466932296753,0.00193458900321275,0.03637576103210449,0.02160916104912758
201,0.0450935922563076,0.2444642186164856,0.260765939950943,0.0014231629902496934,0.030768180266022682,0.035422295331954956
202,0.03960903361439705,0.32108747959136963,0.33745113015174866,0.0019897506572306156,0.03533179312944412,0.05319757014513016
203,0.03685924410820007,0.39676955342292786,0.4052884876728058,0.001004830002784729,0.02583446353673935,0.07493530213832855
204,0.03242465481162071,0.4593994915485382,0.4701385796070099,0.001276573515497148,0.03050946444272995,0.10044588148593903
205,0.028345350176095963,0.5283203125,0.5361102223396301,0.0010903639486059546,0.027431709691882133,0.12980833649635315
206,0.02548399567604065,0.5797336101531982,0.5803654193878174,0.0010246839374303818,0.025845548138022423,0.16313154995441437
207,0.022151168435811996,0.6332212090492249,0.6320773363113403,0.0024009777698665857,0.03974291682243347,0.20044578611850739
208,0.017163418233394623,0.692337691783905,0.6771432161331177,0.002375694690272212,0.04048340767621994,0.2416870892047882
209,0.014640916138887405,0.7432548403739929,0.7481326460838318,0.0021306537091732025,0.03919973969459534,0.005539251025766134
210,0.047049518674612045,0.06443993747234344,0.07205980271100998,0.0007412839331664145,0.023824864998459816,0.011023879051208496
211,0.04189695790410042,0.15030716359615326,0.17406418919563293,0.006277967244386673,0.06519381701946259,0.02052166685461998
212,0.04091256484389305,0.2325383424758911,0.22944535315036774,0.002019917592406273,0.03627016767859459,0.03416535630822182
213,0.03611302375793457,0.2840633988380432,0.2936230003833771,0.0022788001224398613,0.0371067114174366,0.051229897886514664
214,0.03501695394515991,0.34167107939720154,0.3502523601055145,0.0016136508202180266,0.03131097927689552,0.0727744922041893
215,0.031972575932741165,0.4148519039154053,0.42509928345680237,0.0016314786626026034,0.032091837376356125,0.09779475629329681
216,0.02767810970544815,0.484082967042923,0.48160433769226074,0.002288186689838767,0.0416874997317791,0.12675629556179047
217,0.025641947984695435,0.5311505794525146,0.5433817505836487,0.001839260570704937,0.03348955512046814,0.16002781689167023
218,0.020937398076057434,0.6070972681045532,0.6152581572532654,0.0023576098028570414,0.03840506449341774,0.19687210023403168
219,0.016762811690568924,0.663478434085846,0.6650615930557251,0.0024680045899003744,0.039423082023859024,0.23758366703987122
220,0.013696447014808655,0.7456057071685791,0.7513065934181213,0.003076383611187339,0.04480322450399399,0.008571075275540352
221,0.049155328422784805,0.08546838164329529,0.09078183770179749,0.0004877830215264112,0.01697390526533127,0.005879768170416355
222,0.0468674935400486,0.1724516600370407,0.15921922028064728,0.0024236238095909357,0.041154034435749054,0.0010340766748413444
223,0.04394953325390816,0.23551687598228455,0.23369762301445007,0.000908113201148808,0.024807289242744446,0.011827920563519001
224,0.03956924006342888,0.28457218408584595,0.2889433801174164,0.0009510552627034485,0.02629493921995163,0.027004851028323174
225,0.036448750644922256,0.34788447618484497,0.3527534008026123,0.0022232981864362955,0.03485411778092384,0.046057384461164474
226,0.033052071928977966,0.4235946238040924,0.4217773973941803,0.0016472478164359927,0.03318573907017708,0.06878970563411713
227,0.030566036701202393,0.4787566363811493,0.4747086763381958,0.001088756718672812,0.028131965547800064,0.09538207948207855
228,0.026417914777994156,0.543117344379425,0.5589120984077454,0.0015988710802048445,0.0322553850710392,0.1264224797487259
229,0.022067971527576447,0.5919811725616455,0.5927881598472595,0.0010969643481075764,0.025905439630150795,0.1608700454235077
230,0.017458558082580566,0.6283593773841858,0.6343910098075867,0.0023746511433273554,0.040734365582466125,0.19935205578804016
231,0.013276200741529465,0.690169095993042,0.6905129551887512,0.002653119619935751,0.03915562108159065,0.24220561981201172
232,0.008204750716686249,0.7303504943847656,0.724043071269989,0.002886664355173707,0.04329336807131767,0.006077017169445753
233,0.0456702820956707,0.09518236666917801,0.10012711584568024,0.000405584170948714,0.017241261899471283,0.0075475191697478294
234,0.041916657239198685,0.14685110747814178,0.15947295725345612,0.0016532718436792493,0.03483380377292633,0.013245011679828167
235,0.038810793310403824,0.20933666825294495,0.21969610452651978,0.0013001039624214172,0.029991256073117256,0.022621873766183853
236,0.03210289031267166,0.2594236731529236,0.2756003737449646,0.0032760133035480976,0.047739021480083466,0.03916095942258835
237,0.030680488795042038,0.3149087131023407,0.33009088039398193,0.001372080878354609,0.028751859441399574,0.05961167812347412
238,0.028124161064624786,0.36127182841300964,0.3704795837402344,0.0023703023325651884,0.04273729771375656,0.08422502130270004
239,0.024036917835474014,0.4287644028663635,0.4322934150695801,0.0009680237853899598,0.02553371712565422,0.11236674338579178
240,0.018769685178995132,0.43059995770454407,0.4909723103046417,0.008959302678704262,0.07271122932434082,0.14505121111869812
241,0.014909137040376663,0.458403617143631,0.4798623323440552,0.004646972753107548,0.05431639030575752,0.18242672085762024
242,0.010124027729034424,0.49020588397979736,0.5233097672462463,0.0067259701900184155,0.06710018962621689,0.22263650596141815
243,0.004606872797012329,0.5229343771934509,0.5343471169471741,0.00511816656216979,0.054416459053754807,0.003184884786605835
244,0.04739029332995415,0.07565674185752869,0.07834241539239883,0.0004010166449006647,0.01737246848642826,0.005983203649520874
