stage	manual_endpoint_z_done_count	manual_endpoint_z_done_rate	endpoint_z_error_mean_m	endpoint_z_error_max_m	body_error_mean_m	body_error_max_m	anchor_error_mean_m	body_pos_relative_abs_max	time_steps_mean
after_reset_before_command_warmup	256	1.0	0.5298784375190735	1.194818377494812	15.289739608764648	27.233562469482422	0.03939748927950859	0.0	6196.125
after_manual_command_manager_compute	70	0.2734375	0.10452914237976074	0.7732915282249451	0.15273417532444	0.8849881291389465	0.039758261293172836	19.84893798828125	6197.125
after_zero_action_step_following_warmup	17	0.06640625	0.0917641893029213	0.8092472553253174	0.1462995857000351	0.9122886061668396	0.039629384875297546	19.45673370361328	6254.6484375
