frame,video_time_s,sim_time_s,root_x,root_y,root_z,root_roll,root_pitch,root_yaw,joint_target_abs_mean,joint_error_abs_mean,joint_error_abs_max,joint_velocity_abs_mean,ctrl_abs_mean,root_target_z,root_position_error_m,root_orientation_error_rad,contact_count,fall_proxy
0,0.0,0.2200000000000001,0.014780911503308554,-0.053782583927286125,0.08061052342085788,2.587654926121205,-0.9796977421901715,2.6527675645991238,0.17091157785063218,0.17946314908331643,0.849135027688529,5.28000774092972,0.17091157785063218,0.05123699828982353,0.05980901116722762,0.5723718859667046,2,True
1,0.03333333333333333,0.24000000000000013,-0.0016905710424826035,-0.05301345835720627,0.09922344369304999,-2.5137263277607422,-0.8391366636236528,1.1826304465006845,0.2001931615061959,0.20395134303924417,1.0079001704458845,7.434374114734996,0.2001931615061959,0.0516510009765625,0.06792102425115307,0.5712069455248208,2,True
2,0.06666666666666667,0.2600000000000001,0.01947534917932043,-0.04007802437306853,0.15013963611228578,-1.4747487557321655,-1.0909951053405464,-0.604432945163253,0.20370362822309127,0.2447240434828757,0.911132606143375,14.981987819741933,0.20370362822309127,0.052117399871349335,0.08959433215804079,0.7743259952615233,0,True
3,0.1,0.28000000000000014,0.01769405012629954,-0.02609662636743,0.19328140445187234,0.28391852694900416,-1.1832262114533203,-2.173623096767307,0.2276251818908041,0.22570270144486992,1.486440143644228,9.73876916720646,0.2276251818908041,0.05260999873280525,0.1406025328735377,0.8925116041788292,0,True
4,0.13333333333333333,0.30000000000000016,-0.007402370668834822,-0.03097958350729197,0.16122917833383515,-2.9687266431950485,-0.7851252187143213,1.4317426924884795,0.22085090951983066,0.2441642606576148,1.191528312277693,9.823634892251844,0.22085090951983066,0.05321719869971275,0.11514123340270604,0.42928738917371323,3,True
5,0.16666666666666666,0.3200000000000002,-0.05044159864547104,-0.02597405095626882,0.18457507224531686,-2.472835830704745,0.1650198680862962,0.8795924068556893,0.21577676385107894,0.39503863587326904,1.643898800474095,9.222710468812506,0.21577676385107894,0.05381060019135475,0.13120606373100768,1.4307742657797518,2,True
6,0.2,0.3400000000000002,-0.0852123997440605,-0.00976889412962217,0.21066125281251916,-2.4220515207145685,0.47000293780903796,0.26412118854997046,0.21102924660570652,0.40084958747729127,1.6443743901503018,7.994796101308165,0.21102924660570652,0.054376401007175446,0.17349446177044586,2.0802329109815787,3,True
7,0.23333333333333334,0.3600000000000002,-0.05905582152009685,-0.008476548614614044,0.21387572527111143,-2.4750003617961647,-0.48566549800586895,-0.33978506814155535,0.21642979107656293,0.3190018553713726,1.208219105965758,8.733973925880134,0.21642979107656293,0.05438140034675598,0.17222840728319722,1.8144924293118687,0,True
8,0.26666666666666666,0.3800000000000002,-0.02489308044162677,-0.0010414717737236338,0.24920081648365847,-2.7569072469440474,-1.2565187232928847,-0.08086317278264772,0.21264441347967888,0.34093988962955113,1.6801692967464152,7.880226885104302,0.21264441347967888,0.05410600081086159,0.1902669801728822,1.507685257662734,0,True
9,0.3,0.40000000000000024,-0.008405423375677082,0.0053691099259322835,0.2494206744251802,2.4088524700804936,-1.432538362021707,1.1122672013723787,0.19729196985518602,0.3244294304098776,1.7945047360239261,4.052801103564922,0.19729196985518602,0.05283519998192787,0.20023622240086153,1.3856848620951072,2,True
