status	window_count	train_windows	validation_windows	test_windows	epochs	batch_windows	validation_pred_token_mse	test_pred_token_mse	test_noisy_token_mse	test_denoising_improvement_ratio	data_parallel_used	official_dagger_rollout_dataset	paper_level_diffusion
ok	571392	457113	57140	57139	30	2048	0.04324683653456824	0.04322136765612023	0.07281625297452722	0.40643241185123813	True	False	False
