split	sample_index	input_shape	output_shape	torch_mse_to_clean	onnx_mse_to_clean	max_abs_onnx_vs_torch	matches_torch
validation	28	[1, 21, 131]	[1, 21, 131]	0.004402129910886288	0.004402129910886288	1.7881393432617188e-07	True
