seed	epochs	train_pred_token_mse	validation_pred_token_mse	test_pred_token_mse	validation_pred_current_action_mse	test_pred_current_action_mse	validation_token_reduction_vs_noisy	test_token_reduction_vs_noisy
20260931	80	0.001959158939336661	0.006863306092731588	0.00648344141334331	0.008667335581740465	0.00916143882128516	0.9001934776089964	0.9068459933215657
20260932	80	0.0018196425388773594	0.006927318367506198	0.006637011833851514	0.007198158165429193	0.010096621160777279	0.8950632312287335	0.9029067055419681
20260933	80	0.0019148154469651383	0.006775715079675593	0.006363330598278428	0.008869804319224685	0.008706551708632307	0.8981917924466424	0.9000731927930505
