name	status	experiment_type	claim_level	mp4	mp4_exists	mp4_size	sha256	width	height	avg_frame_rate	nb_frames	duration_seconds	uses_mj_step	writes_qpos_each_frame	uses_root_assist_controller	native_mujoco_ppo_obs_adapter	fall_proxy_count	root_xy_abs_max	root_position_error_mean_m	joint_error_abs_mean	summary_json
denoised_latent_control	ok	mujoco_pd_closed_loop_control_video	MuJoCo PD closed-loop tracking of IK targets fitted from existing local IsaacLab denoised-latent body trace; not native MuJoCo denoiser controller	/mnt/infini-data/test/BeyondMimic/mujoco_mp4/res/control_videos/denoised_latent_control/denoised_latent_control.mp4	True	1036779	c617bb111306847bc930357460a974f66af0f6870b6bf195cca31d31fa0dcd47	960	540	30/1	450	15.0	True	False	True	False	0	0.092609715064297	0.10653596917100155	0.17725431495265828	/mnt/infini-data/test/BeyondMimic/mujoco_mp4/res/control_videos/denoised_latent_control/denoised_latent_control_summary.json
guided_latent_control	ok	mujoco_pd_closed_loop_control_video	MuJoCo PD closed-loop tracking of IK targets fitted from existing local IsaacLab guided-latent body trace; not native MuJoCo guided controller	/mnt/infini-data/test/BeyondMimic/mujoco_mp4/res/control_videos/guided_latent_control/guided_latent_control.mp4	True	1030401	67fd537a39a88a806105aaa0fdd6192fdacd8eb741070a2277bdc78c0fef4cab	960	540	30/1	450	15.0	True	False	True	False	0	0.09115469115954508	0.12192433442413356	0.2123369217756479	/mnt/infini-data/test/BeyondMimic/mujoco_mp4/res/control_videos/guided_latent_control/guided_latent_control_summary.json
guided_vs_unguided_control	ok	mujoco_pd_guided_vs_unguided_control_side_by_side	Side-by-side MuJoCo PD closed-loop tracking-control videos: VAE-base target tracking on the left, guided-latent target tracking on the right; not native MuJoCo guidance	/mnt/infini-data/test/BeyondMimic/mujoco_mp4/res/control_videos/guided_vs_unguided_control/guided_vs_unguided_control.mp4	True	2099580	8cf86d84758e0d2e7654cb128471083b9fb85c35a3ceed4d2a0ebd3748d00016	1920	540	30/1	450	15.0	False	False	False	False					/mnt/infini-data/test/BeyondMimic/mujoco_mp4/res/control_videos/guided_vs_unguided_control/guided_vs_unguided_control_summary.json
ppo_policy_control	ok	mujoco_pd_closed_loop_control_video	MuJoCo PD closed-loop tracking of IK targets fitted from existing local IsaacLab PPO body trace; not native MuJoCo PPO policy	/mnt/infini-data/test/BeyondMimic/mujoco_mp4/res/control_videos/ppo_policy_control/ppo_policy_control.mp4	True	1204590	0ec1b3ff646fb1dbda7238735ffc2eb6229062fef145d1585f8c371edcc7aeea	960	540	30/1	450	15.0	True	False	True	False	0	0.08467191337868385	0.12458122163086709	0.20998116137945108	/mnt/infini-data/test/BeyondMimic/mujoco_mp4/res/control_videos/ppo_policy_control/ppo_policy_control_summary.json
reference_control	ok	mujoco_pd_closed_loop_control_video	MuJoCo PD closed-loop tracking of FK-repaired reference joint targets	/mnt/infini-data/test/BeyondMimic/mujoco_mp4/res/control_videos/reference_control/reference_control.mp4	True	750820	80f431d1cad636b4325d350e3dbd2a808369eac5f908d42d7334687c9da22be0	960	540	30/1	450	15.0	True	False	True	False	0	0.03926304680832914	0.0364011298567079	0.08260648292130052	/mnt/infini-data/test/BeyondMimic/mujoco_mp4/res/control_videos/reference_control/reference_control_summary.json
vae_base_control	ok	mujoco_pd_closed_loop_control_video	MuJoCo PD closed-loop tracking of IK targets fitted from existing local IsaacLab VAE-base body trace; not native MuJoCo VAE controller	/mnt/infini-data/test/BeyondMimic/mujoco_mp4/res/control_videos/vae_base_control/vae_base_control.mp4	True	1090238	66a93dae1e9e75e52913c9c6b2a519fc333205e4f93ebda2a01ac19560fbaf61	960	540	30/1	450	15.0	True	False	True	False	0	0.06720978557199997	0.07586087560322032	0.1967054391174856	/mnt/infini-data/test/BeyondMimic/mujoco_mp4/res/control_videos/vae_base_control/vae_base_control_summary.json
