status	window_count	train_windows	validation_windows	test_windows	epochs	batch_windows	validation_pred_token_mse	test_pred_token_mse	test_noisy_token_mse	test_denoising_improvement_ratio	data_parallel_used	official_dagger_rollout_dataset	paper_level_diffusion
ok	285696	228557	28569	28570	30	2048	0.04789729363151959	0.047805282686437876	0.08669138380459376	0.4485578544438382	True	False	False
