split	sample_count	action_mse	action_abs_error_mean	latent_mu_abs_mean	kl_mean
test	61236	0.003289680986199528	0.04251094348728657	1.8398135602474213	6.215012907981873
train	489881	0.0032614278607070446	0.0423486756781737	1.8431916912396749	6.231449492772421
validation	61235	0.003300814307294786	0.04254682082682848	1.8434782326221466	6.231843829154968
