step,done_count,ee_body_pos_count,anchor_pos_count,anchor_ori_count,reward_mean,pre_ankle_done_rate,pre_wrist_done_rate,post_ankle_done_rate,post_wrist_done_rate,pre_ankle_z_mean,pre_wrist_z_mean,post_ankle_z_mean,post_wrist_z_mean,left_wrist_pre_z_mean,right_wrist_pre_z_mean,left_wrist_post_z_mean,right_wrist_post_z_mean
11,519,361,188,0,0.019030878320336342,0.05419921875,0.05224609375,0.06591796875,0.0703125,0.05273648723959923,0.11090938746929169,0.05454787239432335,0.11704584211111069,0.1410343050956726,0.08078446984291077,0.1496465802192688,0.08444510400295258
12,607,456,206,0,0.019986679777503014,0.06591796875,0.0703125,0.08203125,0.09130859375,0.05454787239432335,0.11704584211111069,0.058722659945487976,0.1216483935713768,0.1496465802192688,0.08444510400295258,0.15551172196865082,0.08778506517410278
13,604,510,131,0,0.021139495074748993,0.08203125,0.09130859375,0.076171875,0.0869140625,0.058722659945487976,0.1216483935713768,0.057497963309288025,0.12016765028238297,0.15551172196865082,0.08778506517410278,0.15457704663276672,0.0857582539319992
14,517,478,61,0,0.021817263215780258,0.076171875,0.0869140625,0.0703125,0.07568359375,0.057497963309288025,0.12016765028238297,0.055283207446336746,0.11962396651506424,0.15457704663276672,0.0857582539319992,0.15473619103431702,0.08451174199581146
15,485,451,51,0,0.021967777982354164,0.0703125,0.07568359375,0.05859375,0.07275390625,0.055283207446336746,0.11962396651506424,0.051711633801460266,0.11968458443880081,0.15473619103431702,0.08451174199581146,0.1539284586906433,0.08544071018695831
16,439,409,39,0,0.021434888243675232,0.05859375,0.07275390625,0.060546875,0.06298828125,0.051711633801460266,0.11968458443880081,0.05252351984381676,0.11897623538970947,0.1539284586906433,0.08544071018695831,0.15154463052749634,0.08640783280134201
17,436,418,30,0,0.021057089790701866,0.060546875,0.06298828125,0.0517578125,0.064453125,0.05252351984381676,0.11897623538970947,0.05009475722908974,0.11781485378742218,0.15154463052749634,0.08640783280134201,0.14999884366989136,0.085630863904953
18,450,413,49,0,0.0205792598426342,0.0517578125,0.064453125,0.0546875,0.0693359375,0.05009475722908974,0.11781485378742218,0.05129014328122139,0.11864329874515533,0.14999884366989136,0.085630863904953,0.1499965637922287,0.08729004114866257
19,448,419,47,0,0.020619064569473267,0.0546875,0.0693359375,0.05078125,0.0693359375,0.05129014328122139,0.11864329874515533,0.05027789995074272,0.1174948513507843,0.1499965637922287,0.08729004114866257,0.14902332425117493,0.08596637099981308
20,445,420,35,0,0.020729336887598038,0.05078125,0.0693359375,0.0537109375,0.0673828125,0.05027789995074272,0.1174948513507843,0.05196679010987282,0.11592186987400055,0.14902332425117493,0.08596637099981308,0.1462482511997223,0.0855954959988594
21,434,401,46,1,0.020914506167173386,0.0537109375,0.0673828125,0.048828125,0.0654296875,0.05196679010987282,0.11592186987400055,0.05110041797161102,0.11619700491428375,0.1462482511997223,0.0855954959988594,0.14548024535179138,0.08691375702619553
22,373,344,36,1,0.021067947149276733,0.048828125,0.0654296875,0.05126953125,0.05859375,0.05110041797161102,0.11619700491428375,0.05168237164616585,0.11519768834114075,0.14548024535179138,0.08691375702619553,0.14585107564926147,0.08454430103302002
23,420,378,50,0,0.020412329584360123,0.05126953125,0.05859375,0.056640625,0.06591796875,0.05168237164616585,0.11519768834114075,0.05292123556137085,0.11559423059225082,0.14585107564926147,0.08454430103302002,0.14801374077796936,0.08317472040653229
24,446,401,61,0,0.01981060951948166,0.056640625,0.06591796875,0.06298828125,0.06591796875,0.05292123556137085,0.11559423059225082,0.05309548228979111,0.11520752310752869,0.14801374077796936,0.08317472040653229,0.1480654925107956,0.08234954625368118
25,463,409,72,0,0.01952439360320568,0.06298828125,0.06591796875,0.060546875,0.07421875,0.05309548228979111,0.11520752310752869,0.052845124155282974,0.11659673601388931,0.1480654925107956,0.08234954625368118,0.14859867095947266,0.08459480106830597
26,506,444,85,0,0.01972946710884571,0.060546875,0.07421875,0.06787109375,0.07763671875,0.052845124155282974,0.11659673601388931,0.05601615458726883,0.11708363890647888,0.14859867095947266,0.08459480106830597,0.14796076714992523,0.08620651066303253
27,448,402,53,0,0.0204329714179039,0.06787109375,0.07763671875,0.056640625,0.0703125,0.05601615458726883,0.11708363890647888,0.0536959171295166,0.11731365323066711,0.14796076714992523,0.08620651066303253,0.1477562040090561,0.08687110990285873
28,460,420,52,0,0.02028186246752739,0.056640625,0.0703125,0.060546875,0.0712890625,0.0536959171295166,0.11731365323066711,0.05361902341246605,0.11701332032680511,0.1477562040090561,0.08687110990285873,0.14715221524238586,0.08687442541122437
29,471,415,74,0,0.020377594977617264,0.060546875,0.0712890625,0.05859375,0.0693359375,0.05361902341246605,0.11701332032680511,0.05302858352661133,0.11788558959960938,0.14715221524238586,0.08687442541122437,0.14735664427280426,0.08841453492641449
30,456,404,67,0,0.020223164930939674,0.05859375,0.0693359375,0.0615234375,0.0654296875,0.05302858352661133,0.11788558959960938,0.054853953421115875,0.11815527081489563,0.14735664427280426,0.08841453492641449,0.1496117115020752,0.08669883757829666
31,484,439,61,0,0.019962195307016373,0.0615234375,0.0654296875,0.0595703125,0.06494140625,0.054853953421115875,0.11815527081489563,0.05470617860555649,0.11751630902290344,0.1496117115020752,0.08669883757829666,0.14710333943367004,0.08792927116155624
32,440,387,72,0,0.020862897858023643,0.0595703125,0.06494140625,0.06005859375,0.06494140625,0.05470617860555649,0.11751630902290344,0.054150570183992386,0.11786112189292908,0.14710333943367004,0.08792927116155624,0.14843665063381195,0.0872855931520462
33,469,420,67,0,0.020660582929849625,0.06005859375,0.06494140625,0.0634765625,0.07275390625,0.054150570183992386,0.11786112189292908,0.05483877286314964,0.11750173568725586,0.14843665063381195,0.0872855931520462,0.14827033877372742,0.0867331400513649
34,475,431,54,0,0.021167248487472534,0.0634765625,0.07275390625,0.06201171875,0.07470703125,0.05483877286314964,0.11750173568725586,0.05257489159703255,0.11712772399187088,0.14827033877372742,0.0867331400513649,0.1489475518465042,0.08530789613723755
35,453,419,45,0,0.021447688341140747,0.06201171875,0.07470703125,0.06103515625,0.06884765625,0.05257489159703255,0.11712772399187088,0.05459420382976532,0.11701634526252747,0.1489475518465042,0.08530789613723755,0.147742360830307,0.08629033714532852
36,461,427,50,0,0.021647945046424866,0.06103515625,0.06884765625,0.06298828125,0.06005859375,0.05459420382976532,0.11701634526252747,0.05513785034418106,0.11524266749620438,0.147742360830307,0.08629033714532852,0.1457248479127884,0.08476048707962036
37,437,401,52,0,0.02144710160791874,0.06298828125,0.06005859375,0.06298828125,0.0625,0.05513785034418106,0.11524266749620438,0.05601432919502258,0.1155523732304573,0.1457248479127884,0.08476048707962036,0.14429056644439697,0.08681418001651764
38,442,389,66,0,0.021094221621751785,0.06298828125,0.0625,0.05859375,0.056640625,0.05601432919502258,0.1155523732304573,0.05507316440343857,0.11637043207883835,0.14429056644439697,0.08681418001651764,0.14632335305213928,0.08641751110553741
39,476,416,75,0,0.021173208951950073,0.05859375,0.056640625,0.05859375,0.06201171875,0.05507316440343857,0.11637043207883835,0.05437261611223221,0.11625519394874573,0.14632335305213928,0.08641751110553741,0.14658594131469727,0.08592443913221359
40,440,406,51,0,0.02168511413037777,0.05859375,0.06201171875,0.0517578125,0.0546875,0.05437261611223221,0.11625519394874573,0.0523630753159523,0.11616335809230804,0.14658594131469727,0.08592443913221359,0.14752250909805298,0.08480420708656311
41,397,359,55,0,0.021076394245028496,0.0517578125,0.0546875,0.04931640625,0.05712890625,0.0523630753159523,0.11616335809230804,0.051439523696899414,0.11538011580705643,0.14752250909805298,0.08480420708656311,0.14551027119159698,0.08524996042251587
42,415,370,63,0,0.020699892193078995,0.04931640625,0.05712890625,0.05322265625,0.06005859375,0.051439523696899414,0.11538011580705643,0.05244782939553261,0.11611668765544891,0.14551027119159698,0.08524996042251587,0.14727778732776642,0.08495558798313141
43,463,410,75,0,0.020456545054912567,0.05322265625,0.06005859375,0.0556640625,0.06884765625,0.05244782939553261,0.11611668765544891,0.054048605263233185,0.11517158895730972,0.14727778732776642,0.08495558798313141,0.14640840888023376,0.08393476903438568
44,476,430,60,0,0.020541340112686157,0.0556640625,0.06884765625,0.0478515625,0.0712890625,0.054048605263233185,0.11517158895730972,0.050653114914894104,0.11474138498306274,0.14640840888023376,0.08393476903438568,0.1470913141965866,0.08239145576953888
45,436,394,49,0,0.02082577347755432,0.0478515625,0.0712890625,0.06201171875,0.06787109375,0.050653114914894104,0.11474138498306274,0.054733697324991226,0.11663170158863068,0.1470913141965866,0.08239145576953888,0.14544865489006042,0.08781474083662033
46,466,416,64,0,0.02025332860648632,0.06201171875,0.06787109375,0.056640625,0.05712890625,0.054733697324991226,0.11663170158863068,0.05457177758216858,0.11483389884233475,0.14544865489006042,0.08781474083662033,0.14481179416179657,0.08485600352287292
47,462,413,66,0,0.02084086276590824,0.056640625,0.05712890625,0.06201171875,0.0693359375,0.05457177758216858,0.11483389884233475,0.05563916265964508,0.11631770431995392,0.14481179416179657,0.08485600352287292,0.14659824967384338,0.08603715896606445
48,436,403,46,0,0.02103239856660366,0.06201171875,0.0693359375,0.052734375,0.06982421875,0.05563916265964508,0.11631770431995392,0.053748924285173416,0.11915957927703857,0.14659824967384338,0.08603715896606445,0.15024077892303467,0.08807837218046188
49,457,399,79,0,0.02078494429588318,0.052734375,0.06982421875,0.05908203125,0.06396484375,0.053748924285173416,0.11915957927703857,0.05496931076049805,0.1176316887140274,0.15024077892303467,0.08807837218046188,0.14905139803886414,0.08621197193861008
50,443,401,64,0,0.021237952634692192,0.05908203125,0.06396484375,0.0615234375,0.0654296875,0.05496931076049805,0.1176316887140274,0.054644741117954254,0.11780759692192078,0.14905139803886414,0.08621197193861008,0.14727728068828583,0.08833791315555573
51,462,424,50,0,0.020774928852915764,0.0615234375,0.0654296875,0.06103515625,0.0693359375,0.054644741117954254,0.11780759692192078,0.05526639521121979,0.11726260185241699,0.14727728068828583,0.08833791315555573,0.14673727750778198,0.0877879187464714
52,460,415,66,0,0.021015316247940063,0.06103515625,0.0693359375,0.064453125,0.0751953125,0.05526639521121979,0.11726260185241699,0.05616074800491333,0.11729687452316284,0.14673727750778198,0.0877879187464714,0.1469726264476776,0.08762112259864807
53,473,433,50,0,0.020515624433755875,0.064453125,0.0751953125,0.05419921875,0.07177734375,0.05616074800491333,0.11729687452316284,0.05279669165611267,0.11564068496227264,0.1469726264476776,0.08762112259864807,0.14667662978172302,0.08460474014282227
54,455,423,42,0,0.02067476138472557,0.05419921875,0.07177734375,0.0537109375,0.078125,0.05279669165611267,0.11564068496227264,0.05253947898745537,0.11529719829559326,0.14667662978172302,0.08460474014282227,0.1458446979522705,0.08474970608949661
55,449,413,49,0,0.02049705758690834,0.0537109375,0.078125,0.0595703125,0.06787109375,0.05253947898745537,0.11529719829559326,0.054908350110054016,0.11428124457597733,0.1458446979522705,0.08474970608949661,0.14239755272865295,0.0861649364233017
56,439,407,48,0,0.020484410226345062,0.0595703125,0.06787109375,0.068359375,0.07080078125,0.054908350110054016,0.11428124457597733,0.05609365180134773,0.11498826742172241,0.14239755272865295,0.0861649364233017,0.14473050832748413,0.0852460265159607
57,482,418,81,0,0.020046813413500786,0.068359375,0.07080078125,0.07373046875,0.068359375,0.05609365180134773,0.11498826742172241,0.05702744424343109,0.11506593227386475,0.14473050832748413,0.0852460265159607,0.1444856822490692,0.08564617484807968
58,467,421,57,0,0.019591862335801125,0.07373046875,0.068359375,0.052734375,0.0615234375,0.05702744424343109,0.11506593227386475,0.05102742463350296,0.11539945751428604,0.1444856822490692,0.08564617484807968,0.14672726392745972,0.08407165110111237
59,438,385,67,0,0.020198369398713112,0.052734375,0.0615234375,0.05908203125,0.0625,0.05102742463350296,0.11539945751428604,0.05250146612524986,0.11685734987258911,0.14672726392745972,0.08407165110111237,0.14827114343643188,0.08544355630874634
60,462,414,66,0,0.019966527819633484,0.05908203125,0.0625,0.0458984375,0.0693359375,0.05250146612524986,0.11685734987258911,0.049581170082092285,0.11619415134191513,0.14827114343643188,0.08544355630874634,0.1485842615365982,0.08380404114723206
61,443,412,45,0,0.02023816853761673,0.0458984375,0.0693359375,0.05859375,0.052734375,0.049581170082092285,0.11619415134191513,0.05374816805124283,0.11469970643520355,0.1485842615365982,0.08380404114723206,0.14516638219356537,0.08423303067684174
62,442,384,72,0,0.020828796550631523,0.05859375,0.052734375,0.06201171875,0.06298828125,0.05374816805124283,0.11469970643520355,0.05400089547038078,0.11665816605091095,0.14516638219356537,0.08423303067684174,0.1471414566040039,0.0861748680472374
63,430,390,62,0,0.0209114458411932,0.06201171875,0.06298828125,0.05419921875,0.05712890625,0.05400089547038078,0.11665816605091095,0.05295265093445778,0.1156887412071228,0.1471414566040039,0.0861748680472374,0.14681604504585266,0.08456143736839294
64,410,366,57,0,0.02087545394897461,0.05419921875,0.05712890625,0.05126953125,0.06396484375,0.05295265093445778,0.1156887412071228,0.05159037187695503,0.11632713675498962,0.14681604504585266,0.08456143736839294,0.14733228087425232,0.08532199263572693
65,438,384,69,0,0.02028988115489483,0.05126953125,0.06396484375,0.05322265625,0.0615234375,0.05159037187695503,0.11632713675498962,0.05249996855854988,0.11516610532999039,0.14733228087425232,0.08532199263572693,0.14679786562919617,0.0835343450307846
66,458,417,55,0,0.02045534923672676,0.05322265625,0.0615234375,0.06005859375,0.06103515625,0.05249996855854988,0.11516610532999039,0.05365204066038132,0.11420866847038269,0.14679786562919617,0.0835343450307846,0.14401480555534363,0.08440253138542175
67,443,408,48,0,0.020615097135305405,0.06005859375,0.06103515625,0.04833984375,0.064453125,0.05365204066038132,0.11420866847038269,0.05142497271299362,0.11453673243522644,0.14401480555534363,0.08440253138542175,0.14583885669708252,0.08323460817337036
68,452,403,61,0,0.020448803901672363,0.04833984375,0.064453125,0.0595703125,0.06396484375,0.05142497271299362,0.11453673243522644,0.05421042442321777,0.11476856470108032,0.14583885669708252,0.08323460817337036,0.1462390422821045,0.08329807966947556
69,448,400,55,0,0.02026860974729061,0.0595703125,0.06396484375,0.05517578125,0.0673828125,0.05421042442321777,0.11476856470108032,0.05319484323263168,0.11592138558626175,0.1462390422821045,0.08329807966947556,0.1468142420053482,0.08502852916717529
70,448,393,71,0,0.020312918350100517,0.05517578125,0.0673828125,0.048828125,0.06689453125,0.05319484323263168,0.11592138558626175,0.05179279297590256,0.1170186996459961,0.1468142420053482,0.08502852916717529,0.14884108304977417,0.08519632369279861
71,452,410,60,0,0.019929077476263046,0.048828125,0.06689453125,0.05517578125,0.06591796875,0.05179279297590256,0.1170186996459961,0.05276054888963699,0.11625044047832489,0.14884108304977417,0.08519632369279861,0.1484915018081665,0.08400937914848328
72,456,416,57,0,0.020035378634929657,0.05517578125,0.06591796875,0.06103515625,0.0634765625,0.05276054888963699,0.11625044047832489,0.053707581013441086,0.11749129742383957,0.1484915018081665,0.08400937914848328,0.14946675300598145,0.08551584184169769
73,482,427,73,0,0.01965755969285965,0.06103515625,0.0634765625,0.056640625,0.068359375,0.053707581013441086,0.11749129742383957,0.053602565079927444,0.11711293458938599,0.14946675300598145,0.08551584184169769,0.14865252375602722,0.08557334542274475
74,449,409,62,0,0.020343080163002014,0.056640625,0.068359375,0.05224609375,0.06201171875,0.053602565079927444,0.11711293458938599,0.05224808678030968,0.11601385474205017,0.14865252375602722,0.08557334542274475,0.1478845179080963,0.08414319902658463
75,433,382,61,0,0.020884349942207336,0.05224609375,0.06201171875,0.05322265625,0.06103515625,0.05224808678030968,0.11601385474205017,0.05206991359591484,0.11672980338335037,0.1478845179080963,0.08414319902658463,0.14829866588115692,0.08516094088554382
76,442,396,60,0,0.020643282681703568,0.05322265625,0.06103515625,0.06103515625,0.06884765625,0.05206991359591484,0.11672980338335037,0.05465712398290634,0.11789585649967194,0.14829866588115692,0.08516094088554382,0.14870505034923553,0.08708666265010834
77,454,414,56,1,0.02073676511645317,0.06103515625,0.06884765625,0.0595703125,0.06298828125,0.05465712398290634,0.11789585649967194,0.05384421348571777,0.11631694436073303,0.14870505034923553,0.08708666265010834,0.14694353938102722,0.08569034934043884
78,435,395,60,0,0.02092451974749565,0.0595703125,0.06298828125,0.0595703125,0.060546875,0.05384421348571777,0.11631694436073303,0.054181843996047974,0.11555308103561401,0.14694353938102722,0.08569034934043884,0.1448765993118286,0.08622956275939941
79,442,396,66,0,0.02062234655022621,0.0595703125,0.060546875,0.0556640625,0.06005859375,0.054181843996047974,0.11555308103561401,0.053914740681648254,0.11410453915596008,0.1448765993118286,0.08622956275939941,0.14549997448921204,0.08270910382270813
80,443,398,51,0,0.020605890080332756,0.0556640625,0.06005859375,0.06494140625,0.06884765625,0.053914740681648254,0.11410453915596008,0.05543828010559082,0.11572299897670746,0.14549997448921204,0.08270910382270813,0.14502856135368347,0.08641742914915085
81,448,404,50,0,0.020591599866747856,0.06494140625,0.06884765625,0.0546875,0.0673828125,0.05543828010559082,0.11572299897670746,0.05226123705506325,0.11612949520349503,0.14502856135368347,0.08641742914915085,0.14792852103710175,0.0843304693698883
82,441,388,67,0,0.02043362706899643,0.0546875,0.0673828125,0.056640625,0.0703125,0.05226123705506325,0.11612949520349503,0.05386078357696533,0.11697691679000854,0.14792852103710175,0.0843304693698883,0.14818182587623596,0.08577201515436172
83,479,427,69,0,0.019797928631305695,0.056640625,0.0703125,0.0615234375,0.07373046875,0.05386078357696533,0.11697691679000854,0.05279478803277016,0.11668426543474197,0.14818182587623596,0.08577201515436172,0.14614202082157135,0.0872265100479126
84,481,435,61,0,0.020005544647574425,0.0615234375,0.07373046875,0.06103515625,0.0732421875,0.05279478803277016,0.11668426543474197,0.05284278094768524,0.11646979302167892,0.14614202082157135,0.0872265100479126,0.14656215906143188,0.08637742698192596
85,452,401,68,0,0.020106488838791847,0.06103515625,0.0732421875,0.04736328125,0.05712890625,0.05284278094768524,0.11646979302167892,0.049647171050310135,0.11553334444761276,0.14656215906143188,0.08637742698192596,0.1470804512500763,0.08398623764514923
86,407,365,54,0,0.020197797566652298,0.04736328125,0.05712890625,0.05419921875,0.0625,0.049647171050310135,0.11553334444761276,0.051613543182611465,0.11541005969047546,0.1470804512500763,0.08398623764514923,0.1455865204334259,0.08523359149694443
87,437,392,62,0,0.01982121542096138,0.05419921875,0.0625,0.04736328125,0.06396484375,0.051613543182611465,0.11541005969047546,0.04900006204843521,0.11574077606201172,0.1455865204334259,0.08523359149694443,0.14744442701339722,0.08403711766004562
88,437,391,61,0,0.01981203630566597,0.04736328125,0.06396484375,0.0576171875,0.0634765625,0.04900006204843521,0.11574077606201172,0.051648758351802826,0.11576864123344421,0.14744442701339722,0.08403711766004562,0.1471882462501526,0.08434904366731644
89,455,406,64,0,0.01946435496211052,0.0576171875,0.0634765625,0.05615234375,0.06005859375,0.051648758351802826,0.11576864123344421,0.051859647035598755,0.11612057685852051,0.1471882462501526,0.08434904366731644,0.1477627456188202,0.08447840809822083
90,448,398,66,0,0.01945190131664276,0.05615234375,0.06005859375,0.05419921875,0.0634765625,0.051859647035598755,0.11612057685852051,0.052172064781188965,0.11657188832759857,0.1477627456188202,0.08447840809822083,0.14800414443016052,0.08513963222503662
91,447,404,59,0,0.01973891630768776,0.05419921875,0.0634765625,0.06201171875,0.064453125,0.052172064781188965,0.11657188832759857,0.053795699030160904,0.11710070818662643,0.14800414443016052,0.08513963222503662,0.14678919315338135,0.08741222321987152
92,436,397,57,0,0.01947617530822754,0.06201171875,0.064453125,0.06103515625,0.064453125,0.053795699030160904,0.11710070818662643,0.05361652746796608,0.11680065095424652,0.14678919315338135,0.08741222321987152,0.14757120609283447,0.08603008836507797
93,452,407,56,0,0.019386235624551773,0.06103515625,0.064453125,0.06103515625,0.06201171875,0.05361652746796608,0.11680065095424652,0.05252690240740776,0.11785300076007843,0.14757120609283447,0.08603008836507797,0.14774727821350098,0.08795872330665588
94,450,401,59,0,0.020223386585712433,0.06103515625,0.06201171875,0.046875,0.0615234375,0.05252690240740776,0.11785300076007843,0.0513891838490963,0.11859467625617981,0.14774727821350098,0.08795872330665588,0.15000179409980774,0.08718755841255188
95,470,405,86,1,0.01979297772049904,0.046875,0.0615234375,0.05859375,0.0732421875,0.0513891838490963,0.11859467625617981,0.05363145470619202,0.11863480508327484,0.15000179409980774,0.08718755841255188,0.1502206027507782,0.08704900741577148
96,463,421,57,0,0.0204404816031456,0.05859375,0.0732421875,0.0546875,0.06689453125,0.05363145470619202,0.11863480508327484,0.05352134257555008,0.11680939048528671,0.1502206027507782,0.08704900741577148,0.14734646677970886,0.08627231419086456
97,456,402,72,0,0.02049289271235466,0.0546875,0.06689453125,0.068359375,0.0654296875,0.05352134257555008,0.11680939048528671,0.0554627887904644,0.11565391719341278,0.14734646677970886,0.08627231419086456,0.14584842324256897,0.08545941114425659
98,439,402,44,0,0.021147020161151886,0.068359375,0.0654296875,0.0537109375,0.06396484375,0.0554627887904644,0.11565391719341278,0.05134847015142441,0.11515538394451141,0.14584842324256897,0.08545941114425659,0.14649605751037598,0.08381470292806625
99,443,409,48,0,0.02059931308031082,0.0537109375,0.06396484375,0.0537109375,0.0595703125,0.05134847015142441,0.11515538394451141,0.051785580813884735,0.11471854895353317,0.14649605751037598,0.08381470292806625,0.14602932333946228,0.08340777456760406
100,414,369,61,1,0.020410262048244476,0.0537109375,0.0595703125,0.056640625,0.0576171875,0.051785580813884735,0.11471854895353317,0.05311425402760506,0.11441342532634735,0.14602932333946228,0.08340777456760406,0.14637687802314758,0.08244997262954712
101,434,386,68,0,0.019798997789621353,0.056640625,0.0576171875,0.06005859375,0.0615234375,0.05311425402760506,0.11441342532634735,0.05378955602645874,0.11529484391212463,0.14637687802314758,0.08244997262954712,0.14621736109256744,0.08437231928110123
102,462,396,78,0,0.020152566954493523,0.06005859375,0.0615234375,0.06005859375,0.06201171875,0.05378955602645874,0.11529484391212463,0.054769814014434814,0.11481143534183502,0.14621736109256744,0.08437231928110123,0.14358428120613098,0.08603858202695847
103,435,387,62,0,0.020299792289733887,0.06005859375,0.06201171875,0.06396484375,0.060546875,0.054769814014434814,0.11481143534183502,0.05446840077638626,0.11602708697319031,0.14358428120613098,0.08603858202695847,0.1448829025030136,0.087171271443367
104,452,403,62,0,0.020236952230334282,0.06396484375,0.060546875,0.05419921875,0.05810546875,0.05446840077638626,0.11602708697319031,0.052377451211214066,0.11562509834766388,0.1448829025030136,0.087171271443367,0.14653021097183228,0.08471998572349548
105,399,359,58,0,0.020327184349298477,0.05419921875,0.05810546875,0.05126953125,0.0517578125,0.052377451211214066,0.11562509834766388,0.050743989646434784,0.11599943786859512,0.14653021097183228,0.08471998572349548,0.14753538370132446,0.08446349203586578
106,450,407,58,0,0.019398799166083336,0.05126953125,0.0517578125,0.048828125,0.076171875,0.050743989646434784,0.11599943786859512,0.05144470930099487,0.1171867698431015,0.14753538370132446,0.08446349203586578,0.14872302114963531,0.08565051853656769
107,455,410,65,0,0.019565865397453308,0.048828125,0.076171875,0.05810546875,0.05859375,0.05144470930099487,0.1171867698431015,0.05221205949783325,0.11590249091386795,0.14872302114963531,0.08565051853656769,0.14644208550453186,0.08536289632320404
108,465,412,68,0,0.019954202696681023,0.05810546875,0.05859375,0.0546875,0.06494140625,0.05221205949783325,0.11590249091386795,0.05231015011668205,0.11653560400009155,0.14644208550453186,0.08536289632320404,0.14763490855693817,0.08543630689382553
109,458,409,63,0,0.020002581179142,0.0546875,0.06494140625,0.056640625,0.06884765625,0.05231015011668205,0.11653560400009155,0.054375410079956055,0.11716711521148682,0.14763490855693817,0.08543630689382553,0.14786610007286072,0.08646812289953232
110,464,419,55,0,0.019940275698900223,0.056640625,0.06884765625,0.06298828125,0.06591796875,0.054375410079956055,0.11716711521148682,0.05544108897447586,0.11660704016685486,0.14786610007286072,0.08646812289953232,0.147108793258667,0.08610528707504272
111,435,402,42,0,0.02032754011452198,0.06298828125,0.06591796875,0.0556640625,0.06298828125,0.05544108897447586,0.11660704016685486,0.052870769053697586,0.11707678437232971,0.147108793258667,0.08610528707504272,0.14801837503910065,0.08613519370555878
112,437,391,58,0,0.019845901057124138,0.0556640625,0.06298828125,0.06689453125,0.05908203125,0.052870769053697586,0.11707678437232971,0.05443030968308449,0.1156449094414711,0.14801837503910065,0.08613519370555878,0.1471104621887207,0.0841793566942215
113,457,407,63,0,0.01973101869225502,0.06689453125,0.05908203125,0.0576171875,0.0615234375,0.05443030968308449,0.1156449094414711,0.052549730986356735,0.11635082960128784,0.1471104621887207,0.0841793566942215,0.14886774122714996,0.08383391797542572
114,460,401,72,0,0.019837360829114914,0.0576171875,0.0615234375,0.056640625,0.05908203125,0.052549730986356735,0.11635082960128784,0.053286708891391754,0.11671269685029984,0.14886774122714996,0.08383391797542572,0.14829063415527344,0.08513475954532623
