step,done_count,ee_body_pos_count,anchor_pos_count,anchor_ori_count,reward_mean,pre_ankle_done_rate,pre_wrist_done_rate,post_ankle_done_rate,post_wrist_done_rate,pre_ankle_z_mean,pre_wrist_z_mean,post_ankle_z_mean,post_wrist_z_mean,left_wrist_pre_z_mean,right_wrist_pre_z_mean,left_wrist_post_z_mean,right_wrist_post_z_mean
115,452,407,53,0,0.020346922799944878,0.056640625,0.05908203125,0.05615234375,0.0712890625,0.053286708891391754,0.11671269685029984,0.05242682993412018,0.11560779809951782,0.14829063415527344,0.08513475954532623,0.14916230738162994,0.0820532888174057
116,466,413,63,0,0.02029760554432869,0.05615234375,0.0712890625,0.05859375,0.07421875,0.05242682993412018,0.11560779809951782,0.05327960476279259,0.11595791578292847,0.14916230738162994,0.0820532888174057,0.14755338430404663,0.0843624398112297
117,466,426,53,0,0.020291782915592194,0.05859375,0.07421875,0.0517578125,0.07568359375,0.05327960476279259,0.11595791578292847,0.052290067076683044,0.11603064090013504,0.14755338430404663,0.0843624398112297,0.1482677012681961,0.08379358053207397
118,433,394,58,0,0.020279575139284134,0.0517578125,0.07568359375,0.052734375,0.06201171875,0.052290067076683044,0.11603064090013504,0.05164172500371933,0.11557266861200333,0.1482677012681961,0.08379358053207397,0.1468774825334549,0.08426785469055176
119,441,393,61,1,0.02070210874080658,0.052734375,0.06201171875,0.05224609375,0.06640625,0.05164172500371933,0.11557266861200333,0.0515943244099617,0.11499987542629242,0.1468774825334549,0.08426785469055176,0.1452949345111847,0.08470480889081955
120,437,398,54,0,0.020597221329808235,0.05224609375,0.06640625,0.048828125,0.0703125,0.0515943244099617,0.11499987542629242,0.05049890652298927,0.11544312536716461,0.1452949345111847,0.08470480889081955,0.14701509475708008,0.08387116342782974
121,418,376,52,0,0.0203663669526577,0.048828125,0.0703125,0.05224609375,0.05859375,0.05049890652298927,0.11544312536716461,0.05142851173877716,0.11430694907903671,0.14701509475708008,0.08387116342782974,0.1454015076160431,0.08321239054203033
122,445,399,64,0,0.020099904388189316,0.05224609375,0.05859375,0.0625,0.06201171875,0.05142851173877716,0.11430694907903671,0.0537746325135231,0.11617789417505264,0.1454015076160431,0.08321239054203033,0.1466280221939087,0.0857277661561966
123,451,401,66,0,0.01984897069633007,0.0625,0.06201171875,0.0537109375,0.06884765625,0.0537746325135231,0.11617789417505264,0.05052388831973076,0.11669068038463593,0.1466280221939087,0.0857277661561966,0.14754745364189148,0.08583390712738037
124,445,396,64,0,0.01979731023311615,0.0537109375,0.06884765625,0.0556640625,0.0625,0.05052388831973076,0.11669068038463593,0.05228772014379501,0.11604517698287964,0.14754745364189148,0.08583390712738037,0.14778314530849457,0.08430720120668411
125,447,410,52,0,0.019280005246400833,0.0556640625,0.0625,0.05419921875,0.068359375,0.05228772014379501,0.11604517698287964,0.05066946893930435,0.11675823479890823,0.14778314530849457,0.08430720120668411,0.14800333976745605,0.08551312983036041
126,444,399,55,0,0.019545676186680794,0.05419921875,0.068359375,0.05078125,0.060546875,0.05066946893930435,0.11675823479890823,0.050422973930835724,0.11558699607849121,0.14800333976745605,0.08551312983036041,0.1471429318189621,0.08403106033802032
127,436,399,57,0,0.019646039232611656,0.05078125,0.060546875,0.0498046875,0.0556640625,0.050422973930835724,0.11558699607849121,0.05086151137948036,0.11517468094825745,0.1471429318189621,0.08403106033802032,0.14733979105949402,0.08300956338644028
128,432,386,59,0,0.019800113514065742,0.0498046875,0.0556640625,0.0576171875,0.0615234375,0.05086151137948036,0.11517468094825745,0.05180751532316208,0.1165267750620842,0.14733979105949402,0.08300956338644028,0.14911645650863647,0.08393709361553192
129,434,389,56,0,0.019184663891792297,0.0576171875,0.0615234375,0.04931640625,0.06982421875,0.05180751532316208,0.1165267750620842,0.04968351870775223,0.11673887073993683,0.14911645650863647,0.08393709361553192,0.14916571974754333,0.08431202173233032
130,472,416,73,0,0.019477272406220436,0.04931640625,0.06982421875,0.06201171875,0.0712890625,0.04968351870775223,0.11673887073993683,0.05327198654413223,0.11562560498714447,0.14916571974754333,0.08431202173233032,0.15070059895515442,0.08055061101913452
131,494,447,59,0,0.01931862346827984,0.06201171875,0.0712890625,0.07177734375,0.06787109375,0.05327198654413223,0.11562560498714447,0.056777119636535645,0.11678432673215866,0.15070059895515442,0.08055061101913452,0.14939570426940918,0.08417294919490814
132,476,436,55,0,0.01966293714940548,0.07177734375,0.06787109375,0.06396484375,0.07080078125,0.056777119636535645,0.11678432673215866,0.05605852231383324,0.11705412715673447,0.14939570426940918,0.08417294919490814,0.14942729473114014,0.0846809595823288
133,469,419,57,0,0.02024904265999794,0.06396484375,0.07080078125,0.0576171875,0.0732421875,0.05605852231383324,0.11705412715673447,0.0550215020775795,0.11698833107948303,0.14942729473114014,0.0846809595823288,0.14899253845214844,0.08498412370681763
134,465,425,50,0,0.020538972690701485,0.0576171875,0.0732421875,0.06103515625,0.072265625,0.0550215020775795,0.11698833107948303,0.05570444464683533,0.11838935315608978,0.14899253845214844,0.08498412370681763,0.15020938217639923,0.08656932413578033
135,492,455,52,0,0.020572658628225327,0.06103515625,0.072265625,0.05126953125,0.06982421875,0.05570444464683533,0.11838935315608978,0.05278557166457176,0.11631821095943451,0.15020938217639923,0.08656932413578033,0.14711157977581024,0.08552483469247818
136,433,387,62,0,0.021159810945391655,0.05126953125,0.06982421875,0.0546875,0.06005859375,0.05278557166457176,0.11631821095943451,0.05403947830200195,0.11566337943077087,0.14711157977581024,0.08552483469247818,0.14703425765037537,0.08429249376058578
137,439,403,53,0,0.021145623177289963,0.0546875,0.06005859375,0.05419921875,0.0625,0.05403947830200195,0.11566337943077087,0.05276239663362503,0.11423910409212112,0.14703425765037537,0.08429249376058578,0.14595690369606018,0.08252130448818207
138,430,387,57,0,0.020919349044561386,0.05419921875,0.0625,0.0654296875,0.06494140625,0.05276239663362503,0.11423910409212112,0.0545041486620903,0.11489769071340561,0.14595690369606018,0.08252130448818207,0.1460689753293991,0.08372640609741211
139,460,406,65,0,0.020856264978647232,0.0654296875,0.06494140625,0.05908203125,0.06640625,0.0545041486620903,0.11489769071340561,0.05324248969554901,0.11606113612651825,0.1460689753293991,0.08372640609741211,0.14646874368190765,0.08565353602170944
140,461,423,51,0,0.020967762917280197,0.05908203125,0.06640625,0.0576171875,0.0732421875,0.05324248969554901,0.11606113612651825,0.05353035405278206,0.11546666920185089,0.14646874368190765,0.08565353602170944,0.14598333835601807,0.08495000004768372
141,441,401,52,0,0.02049854025244713,0.0576171875,0.0732421875,0.048828125,0.06298828125,0.05353035405278206,0.11546666920185089,0.05113746225833893,0.11449447274208069,0.14598333835601807,0.08495000004768372,0.14501182734966278,0.0839771181344986
142,450,407,65,0,0.02024541050195694,0.048828125,0.06298828125,0.06494140625,0.06201171875,0.05113746225833893,0.11449447274208069,0.05425551161170006,0.11418603360652924,0.14501182734966278,0.0839771181344986,0.14520233869552612,0.08316972851753235
143,431,384,62,0,0.020310979336500168,0.06494140625,0.06201171875,0.04931640625,0.05810546875,0.05425551161170006,0.11418603360652924,0.050239235162734985,0.11366989463567734,0.14520233869552612,0.08316972851753235,0.14494463801383972,0.08239515125751495
144,430,377,68,0,0.020434103906154633,0.04931640625,0.05810546875,0.05712890625,0.06689453125,0.050239235162734985,0.11366989463567734,0.052849773317575455,0.11556905508041382,0.14494463801383972,0.08239515125751495,0.14612464606761932,0.08501346409320831
145,437,387,66,1,0.02059432491660118,0.05712890625,0.06689453125,0.05810546875,0.0634765625,0.052849773317575455,0.11556905508041382,0.05328661948442459,0.1163468062877655,0.14612464606761932,0.08501346409320831,0.14675737917423248,0.08593622595071793
146,461,418,60,0,0.020859669893980026,0.05810546875,0.0634765625,0.0537109375,0.07470703125,0.05328661948442459,0.1163468062877655,0.052380770444869995,0.1165350154042244,0.14675737917423248,0.08593622595071793,0.14972835779190063,0.08334167301654816
147,470,412,76,0,0.0209527425467968,0.0537109375,0.07470703125,0.05859375,0.06640625,0.052380770444869995,0.1165350154042244,0.05348018929362297,0.11564666032791138,0.14972835779190063,0.08334167301654816,0.14808756113052368,0.08320575207471848
148,493,434,74,0,0.020902521908283234,0.05859375,0.06640625,0.0673828125,0.0693359375,0.05348018929362297,0.11564666032791138,0.056355543434619904,0.1154700368642807,0.14808756113052368,0.08320575207471848,0.14776289463043213,0.08317717909812927
149,435,397,52,0,0.02064703404903412,0.0673828125,0.0693359375,0.056640625,0.060546875,0.056355543434619904,0.1154700368642807,0.052951935678720474,0.11576787382364273,0.14776289463043213,0.08317717909812927,0.14784471690654755,0.08369103074073792
150,430,390,58,0,0.020492007955908775,0.056640625,0.060546875,0.0517578125,0.0625,0.052951935678720474,0.11576787382364273,0.05160700902342796,0.11430422216653824,0.14784471690654755,0.08369103074073792,0.14870434999465942,0.07990409433841705
151,452,410,51,0,0.02091139368712902,0.0517578125,0.0625,0.0576171875,0.068359375,0.05160700902342796,0.11430422216653824,0.052409734576940536,0.11405567079782486,0.14870434999465942,0.07990409433841705,0.1469607651233673,0.08115057647228241
152,448,405,52,0,0.02096981555223465,0.0576171875,0.068359375,0.056640625,0.06640625,0.052409734576940536,0.11405567079782486,0.05321653187274933,0.11247573047876358,0.1469607651233673,0.08115057647228241,0.14606250822544098,0.07888895273208618
153,453,407,58,1,0.02089809812605381,0.056640625,0.06640625,0.064453125,0.064453125,0.05321653187274933,0.11247573047876358,0.05459204316139221,0.1134740561246872,0.14606250822544098,0.07888895273208618,0.14583364129066467,0.08111447840929031
154,458,417,54,0,0.02080041728913784,0.064453125,0.064453125,0.0576171875,0.06689453125,0.05459204316139221,0.1134740561246872,0.053233277052640915,0.11350513249635696,0.14583364129066467,0.08111447840929031,0.14537636935710907,0.08163389563560486
155,442,385,71,0,0.020683178678154945,0.0576171875,0.06689453125,0.05712890625,0.0712890625,0.053233277052640915,0.11350513249635696,0.05348890274763107,0.11636464297771454,0.14537636935710907,0.08163389563560486,0.14858922362327576,0.08414006978273392
156,461,407,69,0,0.020004162564873695,0.05712890625,0.0712890625,0.06591796875,0.0673828125,0.05348890274763107,0.11636464297771454,0.05540486425161362,0.11679238080978394,0.14858922362327576,0.08414006978273392,0.14840039610862732,0.08518436551094055
157,489,440,76,0,0.019680039957165718,0.06591796875,0.0673828125,0.06005859375,0.0771484375,0.05540486425161362,0.11679238080978394,0.05295610427856445,0.117705337703228,0.14840039610862732,0.08518436551094055,0.14948128163814545,0.08592939376831055
158,455,420,43,0,0.020524997264146805,0.06005859375,0.0771484375,0.0576171875,0.06689453125,0.05295610427856445,0.117705337703228,0.05187530815601349,0.11708240211009979,0.14948128163814545,0.08592939376831055,0.14901816844940186,0.08514664322137833
159,467,419,64,0,0.020735543221235275,0.0576171875,0.06689453125,0.0498046875,0.0712890625,0.05187530815601349,0.11708240211009979,0.05006421357393265,0.11899769306182861,0.14901816844940186,0.08514664322137833,0.15238994359970093,0.0856054499745369
160,456,414,61,0,0.02062532678246498,0.0498046875,0.0712890625,0.06005859375,0.07373046875,0.05006421357393265,0.11899769306182861,0.05306299775838852,0.11836493760347366,0.15238994359970093,0.0856054499745369,0.1512758433818817,0.08545403182506561
161,430,396,53,0,0.020798232406377792,0.06005859375,0.07373046875,0.05615234375,0.0654296875,0.05306299775838852,0.11836493760347366,0.05164678022265434,0.1178000271320343,0.1512758433818817,0.08545403182506561,0.15218009054660797,0.08341996371746063
162,462,412,66,0,0.020472843199968338,0.05615234375,0.0654296875,0.06005859375,0.07470703125,0.05164678022265434,0.1178000271320343,0.053620949387550354,0.11841379106044769,0.15218009054660797,0.08341996371746063,0.15170931816101074,0.08511827141046524
163,461,432,52,0,0.02053745836019516,0.06005859375,0.07470703125,0.0556640625,0.068359375,0.053620949387550354,0.11841379106044769,0.052574463188648224,0.11757907271385193,0.15170931816101074,0.08511827141046524,0.1507561355829239,0.08440200984477997
164,479,435,56,0,0.020970717072486877,0.0556640625,0.068359375,0.060546875,0.072265625,0.052574463188648224,0.11757907271385193,0.05415920168161392,0.11775330454111099,0.1507561355829239,0.08440200984477997,0.14954857528209686,0.08595803380012512
165,485,445,58,0,0.020712297409772873,0.060546875,0.072265625,0.06201171875,0.06982421875,0.05415920168161392,0.11775330454111099,0.05560338497161865,0.1159587949514389,0.14954857528209686,0.08595803380012512,0.14545533061027527,0.08646226674318314
166,461,424,54,0,0.020808272063732147,0.06201171875,0.06982421875,0.0673828125,0.0625,0.05560338497161865,0.1159587949514389,0.05586317554116249,0.11530479788780212,0.14545533061027527,0.08646226674318314,0.1435283124446869,0.08708129078149796
167,468,419,64,0,0.021279141306877136,0.0673828125,0.0625,0.060546875,0.06640625,0.05586317554116249,0.11530479788780212,0.054076068103313446,0.11521490663290024,0.1435283124446869,0.08708129078149796,0.14442652463912964,0.08600328862667084
168,408,369,47,0,0.021594543009996414,0.060546875,0.06640625,0.0458984375,0.06005859375,0.054076068103313446,0.11521490663290024,0.05086420848965645,0.11421644687652588,0.14442652463912964,0.08600328862667084,0.1455758810043335,0.08285700529813766
169,443,390,63,0,0.020860273391008377,0.0458984375,0.06005859375,0.05224609375,0.068359375,0.05086420848965645,0.11421644687652588,0.05314342677593231,0.11613409966230392,0.1455758810043335,0.08285700529813766,0.14659593999385834,0.08567225933074951
170,453,399,73,0,0.020828435197472572,0.05224609375,0.068359375,0.05224609375,0.06005859375,0.05314342677593231,0.11613409966230392,0.052187323570251465,0.11434753239154816,0.14659593999385834,0.08567225933074951,0.1454232931137085,0.08327176421880722
171,424,380,52,0,0.02152559719979763,0.05224609375,0.06005859375,0.048828125,0.06591796875,0.052187323570251465,0.11434753239154816,0.05132542923092842,0.11446038633584976,0.1454232931137085,0.08327176421880722,0.1448412835597992,0.08407948911190033
172,430,383,60,0,0.021018952131271362,0.048828125,0.06591796875,0.0546875,0.064453125,0.05132542923092842,0.11446038633584976,0.05236802250146866,0.11474873125553131,0.1448412835597992,0.08407948911190033,0.14592652022838593,0.0835709348320961
173,485,426,71,0,0.021067488938570023,0.0546875,0.064453125,0.06640625,0.078125,0.05236802250146866,0.11474873125553131,0.0547216460108757,0.11613190919160843,0.14592652022838593,0.0835709348320961,0.1481873095035553,0.08407650887966156
174,482,438,57,0,0.020699746906757355,0.06640625,0.078125,0.05810546875,0.07080078125,0.0547216460108757,0.11613190919160843,0.05353875458240509,0.11477476358413696,0.1481873095035553,0.08407650887966156,0.14762099087238312,0.08192852884531021
175,471,420,64,0,0.0209084190428257,0.05810546875,0.07080078125,0.05810546875,0.060546875,0.05353875458240509,0.11477476358413696,0.05415869876742363,0.11481141299009323,0.14762099087238312,0.08192852884531021,0.14532625675201416,0.0842965692281723
176,434,387,64,0,0.021074824035167694,0.05810546875,0.060546875,0.0546875,0.068359375,0.05415869876742363,0.11481141299009323,0.05346771329641342,0.11629116535186768,0.14532625675201416,0.0842965692281723,0.14752733707427979,0.08505498617887497
177,457,410,63,0,0.02119659073650837,0.0546875,0.068359375,0.0615234375,0.06298828125,0.05346771329641342,0.11629116535186768,0.05364542454481125,0.1154644787311554,0.14752733707427979,0.08505498617887497,0.14733004570007324,0.08359891176223755
178,459,403,65,0,0.020990949124097824,0.0615234375,0.06298828125,0.0595703125,0.0615234375,0.05364542454481125,0.1154644787311554,0.05314767733216286,0.1158890500664711,0.14733004570007324,0.08359891176223755,0.14779572188854218,0.08398237824440002
179,437,384,62,0,0.021206606179475784,0.0595703125,0.0615234375,0.06103515625,0.0625,0.05314767733216286,0.1158890500664711,0.05422426760196686,0.1167280375957489,0.14779572188854218,0.08398237824440002,0.14853723347187042,0.08491883426904678
180,451,401,67,0,0.021135777235031128,0.06103515625,0.0625,0.05810546875,0.064453125,0.05422426760196686,0.1167280375957489,0.054022155702114105,0.11783060431480408,0.14853723347187042,0.08491883426904678,0.14977233111858368,0.08588887751102448
181,468,423,61,0,0.02170286513864994,0.05810546875,0.064453125,0.056640625,0.06689453125,0.054022155702114105,0.11783060431480408,0.05412296950817108,0.11721323430538177,0.14977233111858368,0.08588887751102448,0.1477833092212677,0.08664315193891525
182,426,391,52,0,0.021922869607806206,0.056640625,0.06689453125,0.05810546875,0.06396484375,0.05412296950817108,0.11721323430538177,0.05176396295428276,0.11734633147716522,0.1477833092212677,0.08664315193891525,0.1488284468650818,0.08586421608924866
183,440,396,52,0,0.021431967616081238,0.05810546875,0.06396484375,0.0556640625,0.0732421875,0.05176396295428276,0.11734633147716522,0.05276482552289963,0.11712492257356644,0.1488284468650818,0.08586421608924866,0.14881500601768494,0.08543483912944794
184,471,434,50,1,0.020691055804491043,0.0556640625,0.0732421875,0.0546875,0.07763671875,0.05276482552289963,0.11712492257356644,0.05266634374856949,0.11627528071403503,0.14881500601768494,0.08543483912944794,0.14650942385196686,0.08604113012552261
185,454,410,57,0,0.020951393991708755,0.0546875,0.07763671875,0.0537109375,0.06298828125,0.05266634374856949,0.11627528071403503,0.05120544135570526,0.11500928550958633,0.14650942385196686,0.08604113012552261,0.1469060182571411,0.08311255276203156
186,415,375,52,0,0.020397135987877846,0.0537109375,0.06298828125,0.05419921875,0.06884765625,0.05120544135570526,0.11500928550958633,0.051225244998931885,0.1151011511683464,0.1469060182571411,0.08311255276203156,0.1463439166545868,0.08385838568210602
187,442,393,66,0,0.01985839381814003,0.05419921875,0.06884765625,0.05419921875,0.0693359375,0.051225244998931885,0.1151011511683464,0.050664566457271576,0.11586388945579529,0.1463439166545868,0.08385838568210602,0.14824682474136353,0.08348095417022705
188,487,422,83,0,0.01956675574183464,0.05419921875,0.0693359375,0.05859375,0.072265625,0.050664566457271576,0.11586388945579529,0.05256880447268486,0.11631201207637787,0.14824682474136353,0.08348095417022705,0.14746540784835815,0.08515861630439758
189,461,406,68,0,0.02021895721554756,0.05859375,0.072265625,0.064453125,0.06689453125,0.05256880447268486,0.11631201207637787,0.05399623513221741,0.11550985276699066,0.14746540784835815,0.08515861630439758,0.14696764945983887,0.08405204862356186
190,473,426,63,0,0.020114626735448837,0.064453125,0.06689453125,0.05908203125,0.06689453125,0.05399623513221741,0.11550985276699066,0.0533083900809288,0.11628011614084244,0.14696764945983887,0.08405204862356186,0.1476113200187683,0.08494891226291656
191,456,411,58,0,0.020728394389152527,0.05908203125,0.06689453125,0.056640625,0.0732421875,0.0533083900809288,0.11628011614084244,0.05291043221950531,0.11741708219051361,0.1476113200187683,0.08494891226291656,0.14918512105941772,0.0856490433216095
192,459,421,58,0,0.02064325660467148,0.056640625,0.0732421875,0.06298828125,0.076171875,0.05291043221950531,0.11741708219051361,0.054527733474969864,0.11745235323905945,0.14918512105941772,0.0856490433216095,0.14734652638435364,0.08755818009376526
193,478,430,70,0,0.020403172820806503,0.06298828125,0.076171875,0.05615234375,0.0673828125,0.054527733474969864,0.11745235323905945,0.0523972287774086,0.11595834046602249,0.14734652638435364,0.08755818009376526,0.14669160544872284,0.08522507548332214
194,445,394,62,0,0.02042968012392521,0.05615234375,0.0673828125,0.05908203125,0.06591796875,0.0523972287774086,0.11595834046602249,0.05399169400334358,0.1156390905380249,0.14669160544872284,0.08522507548332214,0.1466524749994278,0.08462570607662201
195,433,405,46,0,0.020194046199321747,0.05908203125,0.06591796875,0.05419921875,0.06396484375,0.05399169400334358,0.1156390905380249,0.05292331799864769,0.11515321582555771,0.1466524749994278,0.08462570607662201,0.14732709527015686,0.08297933638095856
196,423,385,51,0,0.020245060324668884,0.05419921875,0.06396484375,0.0537109375,0.0625,0.05292331799864769,0.11515321582555771,0.051694419234991074,0.11628458648920059,0.14732709527015686,0.08297933638095856,0.148845374584198,0.08372379839420319
197,438,398,58,0,0.020074402913451195,0.0537109375,0.0625,0.04931640625,0.0615234375,0.051694419234991074,0.11628458648920059,0.049583550542593,0.1145976185798645,0.148845374584198,0.08372379839420319,0.14879554510116577,0.08039969205856323
198,449,401,64,0,0.019931066781282425,0.04931640625,0.0615234375,0.05126953125,0.060546875,0.049583550542593,0.1145976185798645,0.05102674290537834,0.11500965058803558,0.14879554510116577,0.08039969205856323,0.14870533347129822,0.08131396770477295
199,437,392,58,0,0.01965675875544548,0.05126953125,0.060546875,0.05224609375,0.06884765625,0.05102674290537834,0.11500965058803558,0.04988488554954529,0.11529767513275146,0.14870533347129822,0.08131396770477295,0.14897894859313965,0.08161640912294388
200,455,410,58,0,0.019190669059753418,0.05224609375,0.06884765625,0.05908203125,0.0791015625,0.04988488554954529,0.11529767513275146,0.05180858448147774,0.11647984385490417,0.14897894859313965,0.08161640912294388,0.15077947080135345,0.0821802094578743
201,490,442,62,0,0.018935464322566986,0.05908203125,0.0791015625,0.06787109375,0.07373046875,0.05180858448147774,0.11647984385490417,0.05518254637718201,0.11720536649227142,0.15077947080135345,0.0821802094578743,0.14960865676403046,0.0848020687699318
202,493,436,71,0,0.019182689487934113,0.06787109375,0.07373046875,0.06884765625,0.064453125,0.05518254637718201,0.11720536649227142,0.0558641143143177,0.11577673256397247,0.14960865676403046,0.0848020687699318,0.1464730054140091,0.08508045971393585
203,497,446,63,0,0.02021041512489319,0.06884765625,0.064453125,0.060546875,0.08056640625,0.0558641143143177,0.11577673256397247,0.05373387038707733,0.11682404577732086,0.1464730054140091,0.08508045971393585,0.1488274186849594,0.08482067286968231
204,471,424,66,0,0.020526546984910965,0.060546875,0.08056640625,0.0517578125,0.0732421875,0.05373387038707733,0.11682404577732086,0.05164055526256561,0.11704853177070618,0.1488274186849594,0.08482067286968231,0.14936423301696777,0.08473283052444458
205,457,415,58,0,0.020686328411102295,0.0517578125,0.0732421875,0.05322265625,0.06591796875,0.05164055526256561,0.11704853177070618,0.05041256546974182,0.11624161154031754,0.14936423301696777,0.08473283052444458,0.14812421798706055,0.08435900509357452
206,458,408,59,0,0.020657122135162354,0.05322265625,0.06591796875,0.05712890625,0.06982421875,0.05041256546974182,0.11624161154031754,0.053012579679489136,0.11665081232786179,0.14812421798706055,0.08435900509357452,0.14887230098247528,0.08442932367324829
207,440,400,52,0,0.020747095346450806,0.05712890625,0.06982421875,0.04931640625,0.064453125,0.053012579679489136,0.11665081232786179,0.050203870981931686,0.11586549133062363,0.14887230098247528,0.08442932367324829,0.14835423231124878,0.08337675034999847
208,438,398,51,0,0.020229153335094452,0.04931640625,0.064453125,0.0556640625,0.05810546875,0.050203870981931686,0.11586549133062363,0.05265131965279579,0.11600866913795471,0.14835423231124878,0.08337675034999847,0.14796996116638184,0.08404737710952759
209,441,405,48,0,0.020321428775787354,0.0556640625,0.05810546875,0.0625,0.06298828125,0.05265131965279579,0.11600866913795471,0.05441656708717346,0.11639800667762756,0.14796996116638184,0.08404737710952759,0.14824485778808594,0.08455115556716919
210,456,406,68,0,0.020676057785749435,0.0625,0.06298828125,0.06005859375,0.06494140625,0.05441656708717346,0.11639800667762756,0.05318079888820648,0.11592227965593338,0.14824485778808594,0.08455115556716919,0.1474454402923584,0.08439911901950836
211,435,403,42,0,0.02068983018398285,0.06005859375,0.06494140625,0.0615234375,0.0625,0.05318079888820648,0.11592227965593338,0.05467301979660988,0.11564112454652786,0.1474454402923584,0.08439911901950836,0.14727875590324402,0.0840034931898117
212,458,410,63,0,0.020032577216625214,0.0615234375,0.0625,0.05908203125,0.05419921875,0.05467301979660988,0.11564112454652786,0.05259303003549576,0.11452876031398773,0.14727875590324402,0.0840034931898117,0.147661492228508,0.08139602839946747
213,448,392,70,0,0.02020733244717121,0.05908203125,0.05419921875,0.0537109375,0.07275390625,0.05259303003549576,0.11452876031398773,0.051731593906879425,0.1156759038567543,0.147661492228508,0.08139602839946747,0.15080389380455017,0.08054791390895844
214,467,426,59,0,0.02001263201236725,0.0537109375,0.07275390625,0.05615234375,0.0673828125,0.051731593906879425,0.1156759038567543,0.05186307430267334,0.11620040237903595,0.15080389380455017,0.08054791390895844,0.14883007109165192,0.08357074111700058
215,437,392,54,0,0.019941749051213264,0.05615234375,0.0673828125,0.064453125,0.0673828125,0.05186307430267334,0.11620040237903595,0.05434099957346916,0.11705077439546585,0.14883007109165192,0.08357074111700058,0.14868813753128052,0.08541341125965118
216,469,425,64,0,0.02017003856599331,0.064453125,0.0673828125,0.0537109375,0.06005859375,0.05434099957346916,0.11705077439546585,0.05169349163770676,0.11690720915794373,0.14868813753128052,0.08541341125965118,0.14829231798648834,0.08552209287881851
217,449,402,56,0,0.021093275398015976,0.0537109375,0.06005859375,0.05712890625,0.06396484375,0.05169349163770676,0.11690720915794373,0.052578240633010864,0.11692248284816742,0.14829231798648834,0.08552209287881851,0.1489349603652954,0.08490999788045883
218,427,385,57,0,0.02063959278166294,0.05712890625,0.06396484375,0.05615234375,0.0625,0.052578240633010864,0.11692248284816742,0.05214391648769379,0.11701951175928116,0.1489349603652954,0.08490999788045883,0.14923471212387085,0.08480431139469147
219,437,383,66,1,0.020132655277848244,0.05615234375,0.0625,0.06591796875,0.06494140625,0.05214391648769379,0.11701951175928116,0.05228705704212189,0.11715493351221085,0.14923471212387085,0.08480431139469147,0.14799240231513977,0.08631746470928192
220,470,432,52,0,0.020318325608968735,0.06591796875,0.06494140625,0.06201171875,0.0732421875,0.05228705704212189,0.11715493351221085,0.05280798301100731,0.11782829463481903,0.14799240231513977,0.08631746470928192,0.15037119388580322,0.08528538793325424
221,458,423,51,0,0.020798416808247566,0.06201171875,0.0732421875,0.064453125,0.05859375,0.05280798301100731,0.11782829463481903,0.05390387773513794,0.11492766439914703,0.15037119388580322,0.08528538793325424,0.1481301188468933,0.08172520995140076
222,456,412,57,0,0.02075379155576229,0.064453125,0.05859375,0.0546875,0.06884765625,0.05390387773513794,0.11492766439914703,0.05296213924884796,0.11526613682508469,0.1481301188468933,0.08172520995140076,0.1476612091064453,0.08287106454372406
223,441,395,56,0,0.020596178248524666,0.0546875,0.06884765625,0.0576171875,0.06298828125,0.05296213924884796,0.11526613682508469,0.053015001118183136,0.11480791866779327,0.1476612091064453,0.08287106454372406,0.14664119482040405,0.0829746350646019
224,449,404,59,0,0.02011924609541893,0.0576171875,0.06298828125,0.0634765625,0.0673828125,0.053015001118183136,0.11480791866779327,0.05434843897819519,0.11481357365846634,0.14664119482040405,0.0829746350646019,0.14540699124336243,0.08422015607357025
225,458,412,59,0,0.020313559100031853,0.0634765625,0.0673828125,0.056640625,0.07470703125,0.05434843897819519,0.11481357365846634,0.05233593285083771,0.11599579453468323,0.14540699124336243,0.08422015607357025,0.14681822061538696,0.08517337590456009
226,483,426,78,0,0.020459644496440887,0.056640625,0.07470703125,0.06103515625,0.06982421875,0.05233593285083771,0.11599579453468323,0.054168496280908585,0.1160108894109726,0.14681822061538696,0.08517337590456009,0.1476019024848938,0.08441987633705139
227,461,412,63,0,0.020637178793549538,0.06103515625,0.06982421875,0.05322265625,0.07373046875,0.054168496280908585,0.1160108894109726,0.05288005247712135,0.11683975905179977,0.1476019024848938,0.08441987633705139,0.14796951413154602,0.08571000397205353
228,461,410,65,0,0.020975977182388306,0.05322265625,0.07373046875,0.06005859375,0.0712890625,0.05288005247712135,0.11683975905179977,0.05374431610107422,0.11604557931423187,0.14796951413154602,0.08571000397205353,0.1477431207895279,0.08434803783893585
229,463,413,65,0,0.021270520985126495,0.06005859375,0.0712890625,0.05859375,0.07421875,0.05374431610107422,0.11604557931423187,0.053472474217414856,0.11684059351682663,0.1477431207895279,0.08434803783893585,0.1492924839258194,0.08438870310783386
230,470,426,60,0,0.020727109163999557,0.05859375,0.07421875,0.05712890625,0.0712890625,0.053472474217414856,0.11684059351682663,0.052000876516103745,0.11750458180904388,0.1492924839258194,0.08438870310783386,0.1493430733680725,0.08566609025001526
231,470,426,58,0,0.021163644269108772,0.05712890625,0.0712890625,0.0634765625,0.06982421875,0.052000876516103745,0.11750458180904388,0.05475936084985733,0.11635278165340424,0.1493430733680725,0.08566609025001526,0.1472633183002472,0.08544224500656128
