body_name,sample_count,pre_z_mean,post_z_mean,pre_exceed_rate,post_exceed_rate,pre_z_max,post_z_max
left_ankle_roll_link,612352,0.07336634826482817,0.07324680407639617,0.055559547449832776,0.05529825982441471,0.8541315197944641,0.8541315197944641
right_ankle_roll_link,612352,0.03288949961684756,0.032858395208111624,0.01317216241638796,0.013136235367892976,0.6132858395576477,0.6132858395576477
left_wrist_yaw_link,612352,0.14764554604870345,0.14762422772278008,0.047864626881270904,0.04760660535117057,0.9312217831611633,0.9312217831611633
right_wrist_yaw_link,612352,0.08481928977831242,0.08475584303955337,0.020721741743311036,0.02063192412207358,1.0458688735961914,1.0458688735961914
