rank,seed,steps,envs,total_env_steps,reward_mean,reward_std,done_count,timeout_count,action_abs_mean,action_abs_max,unique_motion_steps
0,20260672,299,512,153088,0.023176535005325644,0.016647753711979792,13365,0,0.5490811612322432,7.116166591644287,11929
1,20260673,299,512,153088,0.02293416472375946,0.01695626003893276,13378,0,0.5501802297495837,7.158705711364746,11945
