split	window_count	token_count	vae_decoded_action_mse	vae_teacher_action_mse	vae_teacher_student_mse	vae_kl_mean	latent_abs_mean	latent_first_difference_mean_norm	latent_second_difference_mean_norm	diffusion_noisy_tau_mse	diffusion_pred_tau_mse	diffusion_tau_mse_reduction_vs_noisy	diffusion_pred_projected_state_mse	diffusion_pred_latent_mse	diffusion_pred_current_latent_mse	decoded_pred_current_action_mse	decoded_pred_sequence_action_mse	pred_action_first_difference_mean_norm	reference_action_first_difference_mean_norm	pred_action_second_difference_mean_norm	reference_action_second_difference_mean_norm	pred_tau_first_difference_mean_norm	clean_tau_first_difference_mean_norm	pred_tau_second_difference_mean_norm	clean_tau_second_difference_mean_norm	pred_latent_first_difference_mean_norm	pred_latent_second_difference_mean_norm
train	3080	64680	0.026069266721606255	0.061862535774707794	0.03187260031700134	0.5407604575157166	0.5105689167976379	0.3044939637184143	0.16219405829906464	0.06757435202598572	0.010931664146482944	0.838227614194818	0.01033302117139101	0.014804094098508358	0.014587429352104664	0.02763829380273819	0.02780725806951523	0.23786360025405884	0.19298332929611206	0.33417969942092896	0.11151230335235596	1.9330300092697144	0.9166057109832764	2.9630649089813232	0.6230060458183289	0.7829769253730774	1.2554235458374023
validation	660	13860	0.022088494151830673	0.040663231164216995	0.01823931187391281	0.4297948181629181	0.42190927267074585	0.20769228041172028	0.08826573938131332	0.06707517802715302	0.008585984818637371	0.8719946026060246	0.00787446927279234	0.013188605196774006	0.012705959379673004	0.02398289181292057	0.02374774031341076	0.20480862259864807	0.14226964116096497	0.31488358974456787	0.065003402531147	1.7076704502105713	0.5387611389160156	2.8193702697753906	0.2950041890144348	0.7275001406669617	1.218286156654358
test	660	13860	0.026402728632092476	0.053848739713430405	0.02539665624499321	0.4931441843509674	0.46769875288009644	0.20996931195259094	0.09586464613676071	0.06676539778709412	0.00877812597900629	0.8685228236488824	0.008090592920780182	0.013225615955889225	0.013736030086874962	0.02813071385025978	0.028152158483862877	0.2076612263917923	0.1427316963672638	0.3209989368915558	0.07109872996807098	1.7033805847167969	0.5399911403656006	2.8183326721191406	0.32403090596199036	0.7306389212608337	1.2231251001358032
