relative_path	kind	category	size_bytes	sha256	paper_level	debug_only
res/released_figures/grf_walk_robot_real/grf_walk_robot_real.pdf	pdf	released_data_figure	21432	836f9c46c65659c56ba837264f4a1e9b550a39741c8e8d30234b58c44c2af72f	True	False
res/released_figures/grf_walk_robot_real/grf_walk_robot_real.png	png	released_data_figure	157408	1c4bd7344c40d2e1de384cde24af41c211692882a71c0827499a77d5ee65b071	True	False
res/released_figures/grf_walk_robot_real/grf_walk_robot_real.svg	svg	released_data_figure	54189	faeb4fe49fcbbddda7af49107c540b44fd145b9bb146b3d6b90aa4c6043d8fd0	True	False
res/released_figures/imu_orientation_accel_angular_velocity/imu_orientation_accel_angular_velocity.pdf	pdf	released_data_figure	15958	e8f3a67966cbadc13041d04ce5128cf3f1c48caba6e0c6ef85673ee845bf155c	True	False
res/released_figures/imu_orientation_accel_angular_velocity/imu_orientation_accel_angular_velocity.png	png	released_data_figure	79260	65f7035a2dff1f65462804361f0970eb0d68f957128aabd4537acaa1c25eb762	True	False
res/released_figures/imu_orientation_accel_angular_velocity/imu_orientation_accel_angular_velocity.svg	svg	released_data_figure	50257	f05857e0e64bb6bcbbb0bc89acd99763fc5678ed30993a21c4efff7198606c78	True	False
res/released_figures/smoke/analysis_smoke.pdf	pdf	released_data_figure	12039	f8fb1ee32da7e2bc1dcd7b62bb38117f8c7b2c6d0472c46a9d7662c293ebbef5	True	False
res/released_figures/smoke/analysis_smoke.png	png	released_data_figure	22180	bc381235c1d720c68bb694f67bc7ea573cd448975e82daba131fd2ad9c8eaac1	True	False
res/released_figures/smoke/analysis_smoke.svg	svg	released_data_figure	28471	186d9bc7e2b98443f08007b4111df8046c541cb350460ed48f46766d268a4203	True	False
res/report_assets/guided_vs_unguided_closed_loop_matrix/task_conditioned_guidance_signal_strength.png	png	other_visual_media	110907	32340edd78e093eb00fdf33a031f66dea4468a3a20c0e0736c24af0c13cc9d96	False	False
