split	window_count	token_count	decoded_action_mse	teacher_action_mse	decoded_action_max_abs_error	kl_mean	latent_abs_mean	latent_std
train	64680	64680	0.026069266721606255	0.061862535774707794	1.308642864227295	0.5407604575157166	0.5105689167976379	0.7023599743843079
validation	13860	13860	0.022088494151830673	0.040663234889507294	1.1607558727264404	0.4297948181629181	0.42190927267074585	0.526939868927002
test	13860	13860	0.026402728632092476	0.053848739713430405	0.9460974335670471	0.4931441843509674	0.46769875288009644	0.6068213582038879
