frame,source_joint_index,time_s,root_x,root_y,root_z,joint_abs_mean,joint_vel_abs_mean
0,0,0.0,0.0003539029139861813,-7.668996278904685e-05,0.7937739980872301,0.21180419653959187,0.005384952695717872
1,2,0.0039055347442626953,0.0003539029139861813,-7.668996278904685e-05,0.7937739980872301,0.2118063891298491,0.006358829919040075
2,4,0.009909391403198242,0.0004005894765702801,-8.699341810586235e-05,0.7937610653238747,0.21180555217594293,0.006375112346020238
3,6,0.013946294784545898,0.0005057226295789929,-0.00010954811417212178,0.7937332887185903,0.2118049156410491,0.004947741222889002
4,8,0.01793217658996582,0.0005920482559613614,-0.0001279667642934568,0.7937114625353893,0.21180272745851683,0.006600325654164471
5,10,0.021894216537475586,0.0006917711197486395,-0.00014921858482490672,0.7936864066861136,0.21180540515543445,0.005626823653764059
6,12,0.025888442993164062,0.0007853730361402551,-0.00016961944672450987,0.7936626311052853,0.21180456873543305,0.006797169861062591
7,14,0.029890060424804688,0.0008933061216937584,-0.00019356113368970587,0.7936352025713896,0.2118057114321032,0.006234950523101925
8,16,0.03388476371765137,0.0010073168803691305,-0.0002187984072781099,0.793605969430107,0.2118020846090954,0.00751158511587258
9,18,0.03803229331970215,0.0011290080084400175,-0.00024561211828635725,0.7935749908197978,0.21180773662515626,0.006494978207307401
10,20,0.041954994201660156,0.0012574996658495491,-0.00027460404332428206,0.7935420403845509,0.21180342126172036,0.008000317370872301
11,22,0.04587674140930176,0.0013947207692117777,-0.0003060984381674622,0.7935067765033167,0.21180408956595406,0.007037499636524068
12,24,0.04987287521362305,0.0015358935619310256,-0.00033900382003845293,0.7934703977051754,0.21180284138495936,0.008059703945663983
13,26,0.05388140678405762,0.00168605117895699,-0.0003741393190815165,0.7934318576106261,0.21182959664869924,0.016881940312330323
14,28,0.05787539482116699,0.0018428629536217458,-0.00041076237236826405,0.793391250570818,0.211996412121466,0.04616831894161116
15,30,0.06188011169433594,0.0020061521692040425,-0.00044779702177973773,0.793345989426359,0.21207950894865368,0.04131758514117321
16,32,0.06588482856750488,0.002180888498305811,-0.0004865735752390356,0.7932966535013902,0.2121844686937101,0.03565630159774345
17,34,0.0698850154876709,0.002355234231432445,-0.0005252382919674252,0.7932493061715773,0.2122568459699637,0.03353423110193348
18,36,0.07387876510620117,0.0025419622948056925,-0.0005672854694782706,0.7931991089923275,0.21233202431126144,0.03283525664150586
19,38,0.07787489891052246,0.0027363150255480502,-0.0006110050943895569,0.7931474550850727,0.21238240436650813,0.032254588236261546
20,40,0.0818779468536377,0.0029381563461815035,-0.0006588886965795786,0.7930942270782877,0.21243867341525338,0.032277449078311954
21,42,0.08593606948852539,0.0031449828821022434,-0.0007086015067946087,0.7930418522252266,0.21245968853251945,0.030128074298082883
22,44,0.08987212181091309,0.0033630869456325063,-0.0007613769237311204,0.7929879807246916,0.2124718569363628,0.036754879554540945
23,46,0.09387040138244629,0.003588675592499456,-0.0008199752394651172,0.7929316591431498,0.2124805408289078,0.03940408919531584
24,48,0.09787178039550781,0.0038231247612643894,-0.0008849504402593408,0.7928705072524481,0.21248399980109314,0.04040331757177824
25,50,0.10187268257141113,0.004067558759276392,-0.0009555381288252759,0.7928064940127241,0.2124834996888992,0.03720783336682181
26,52,0.10587143898010254,0.004322295388131486,-0.0010318211990338593,0.7927398481843756,0.21248684961605688,0.034173369820376234
27,54,0.10988068580627441,0.004593300419805152,-0.001115434100494724,0.7926684189160272,0.2124632464898429,0.03781005916394422
28,56,0.11388850212097168,0.004855861450935996,-0.0011990180503749213,0.7925985988518119,0.2124578807952589,0.03773144679545457
29,58,0.11787533760070801,0.005135595235717765,-0.0012888748117825656,0.7925245952264235,0.21244337136760869,0.04100068777012799
30,60,0.1218729019165039,0.005423253893712459,-0.0013819533249705958,0.7924494496460136,0.21243186511002995,0.04453703919666466
31,62,0.1258714199066162,0.005722787794669842,-0.001481836500505325,0.7923700746543045,0.2124165136784572,0.04273538713359499
32,64,0.129960298538208,0.006028905384885428,-0.0015857615847035512,0.7922882503927982,0.2124023353440109,0.041278763244667185
33,66,0.1338798999786377,0.006345812690595287,-0.001692967303599605,0.7922035017809687,0.212383556613249,0.04349176041733731
34,68,0.13788533210754395,0.0066688553076103396,-0.0018034020406197532,0.792116409224065,0.21238587127099262,0.04408754028805435
35,70,0.14187359809875488,0.007002506725812402,-0.00191779555861434,0.7920248525673615,0.21237167683911734,0.04643244739493419
36,72,0.14587712287902832,0.007343669014526627,-0.0020357854632376085,0.7919304697561594,0.2123694842247742,0.04361810538403947
37,74,0.14987468719482422,0.007695012926831209,-0.0021576094644526903,0.7918331020683701,0.21236538654193282,0.045165800415220315
38,76,0.1538856029510498,0.008056520133997764,-0.0022836224983146993,0.7917327507999133,0.21236597386124575,0.04689171319779266
39,78,0.1578836441040039,0.00841517287447638,-0.002409557002126416,0.7916317785743036,0.21234990929349742,0.04598797546250039
40,80,0.1618800163269043,0.008787250798817802,-0.002538843495766491,0.7915276601574455,0.21233418249075525,0.047232644303284325
41,82,0.16587257385253906,0.009164202008755038,-0.0026684811218722695,0.7914228337800114,0.21231573419484856,0.055115479602606904
42,84,0.16988515853881836,0.009547277083116545,-0.00279992752143419,0.7913168183106633,0.21230704466619627,0.05188725559153305
43,86,0.17388153076171875,0.009944162544338582,-0.002935212657259304,0.7912074850408612,0.2122710171910324,0.055669326961425875
44,88,0.1778864860534668,0.010332697452091994,-0.0030657830736042493,0.7911005148624128,0.2122506459709257,0.05155262807865852
