runtime	iterations	mean_ms	median_ms	p95_ms	min_ms	max_ms	paper_20ms_fraction_p95	control_40ms_fraction_p95
pytorch_cpu	100	0.15115361660718918	0.14808028936386108	0.16651395708322525	0.14045089483261108	0.17740577459335327	0.008325697854161263	0.004162848927080631
onnx_reference_cpu	100	0.510246753692627	0.5066245794296265	0.5516432225704193	0.4573725163936615	0.625956803560257	0.027582161128520966	0.013791080564260483
