split	window_count	token_count	decoded_action_mse	teacher_action_mse	decoded_action_max_abs_error	kl_mean	latent_abs_mean	latent_std
train	64680	64680	0.029879171401262283	0.06252030283212662	1.3496111631393433	0.5410390496253967	0.5264347195625305	0.7386952638626099
validation	13860	13860	0.026281803846359253	0.043614067137241364	1.1213918924331665	0.4177841544151306	0.42222967743873596	0.5521996021270752
test	13860	13860	0.030853088945150375	0.05609462037682533	0.9641814231872559	0.47300875186920166	0.447296142578125	0.600956916809082
