source,x_spread_mean_m,x_spread_p95_m,x_spread_max_m,y_spread_mean_m,y_spread_p95_m,y_spread_max_m,z_spread_mean_m,z_spread_p95_m,z_spread_max_m,max_abs_body_minus_body0_m,max_abs_body_minus_body0_z_m
fk_repaired_full_bundle,0.24680061638355255,0.525161623954773,0.8239269256591797,0.759502649307251,1.0856971740722656,1.1679041385650635,1.2178876399993896,1.2509911060333252,1.2534520626068115,0.8003416657447815,0.8003416657447815
