task,seed_count,guided_reward_mean,guided_reward_std,guided_target_body_error_mean,guided_target_body_error_std,guided_done_count_total_mean,guided_done_count_total_std,guidance_cost_delta_mean,guidance_cost_delta_std,guided_teacher_action_mse_mean,guided_teacher_action_mse_std
joystick,5,0.023177480513859157,0.0012826519086703149,0.3442127346992493,0.0008135918164913135,299.0,0.0,6.761318415303693e-05,1.8534379510021951e-06,0.0002493275619024546,1.0553788590322958e-05
waypoint,5,0.023896200074985576,0.0013540058307893671,0.3445222914218903,0.0010506356012921598,299.0,0.0,8.2449968841961e-06,1.2796194336875235e-07,0.0002519518782469961,5.35189689293268e-06
obstacle_avoidance,5,0.022975769497915154,0.0010766455333657506,0.3432542383670807,0.0010551117147175428,299.0,0.0,9.161286230470027e-07,2.2411153261028188e-08,0.00025140351505027725,1.5537214572021393e-05
composed,5,0.024168015661241365,0.0005244898505084838,0.34478229880332945,0.0002559171658087506,299.0,0.0,6.378355831605534e-05,1.0425165533239554e-06,0.00024425882378557656,5.073381487280863e-06
