status	window_count	train_windows	validation_windows	test_windows	epochs	batch_windows	validation_pred_token_mse	test_pred_token_mse	test_noisy_token_mse	test_denoising_improvement_ratio	data_parallel_used	official_dagger_rollout_dataset	paper_level_diffusion
ok	1142784	914227	114279	114278	30	2048	0.013213991254035915	0.013214186100023133	0.06736994787518467	0.8038563704323348	True	False	False
