frame,video_time_s,sim_time_s,root_x,root_y,root_z,root_roll,root_pitch,root_yaw,joint_target_abs_mean,joint_error_abs_mean,joint_error_abs_max,joint_velocity_abs_mean,ctrl_abs_mean,root_target_x,root_target_y,root_target_z,root_position_error_m,root_orientation_error_rad,contact_count,fall_proxy
0,0.0,0.2200000000000001,0.012257908761221499,0.0201389180587424,0.7805408690717242,-0.016122658796397907,-0.025738277992894656,-0.004371293939665211,0.15368658075812328,0.07062697844316636,0.5740608283638376,0.2014506694975386,0.15368658075812328,0.0,0.0,0.7853488825727769,0.02356967035002557,0.06485681616032297,6,False
1,0.03333333333333333,0.24000000000000013,0.012723249423648808,0.021411482021143284,0.7792679690364573,-0.02516437618089646,-0.02353474165999124,-0.007293214670779191,0.20583567523783255,0.14482306391956956,0.7601064072445202,0.5616451578423413,0.20583567523783255,0.0,0.0,0.7799015921784745,0.024584652501185928,0.03405089819576143,7,False
2,0.06666666666666667,0.2600000000000001,0.01307929982293675,0.022726166904082173,0.7778104439058771,-0.03750188653979425,-0.02214185665717631,-0.008966360306120313,0.23329466601247642,0.17221448264451122,0.6774972649145227,0.8078857684281272,0.23329466601247642,0.0,0.0,0.7785078875094642,0.025892518209986067,0.027973028956045958,6,False
3,0.1,0.28000000000000014,0.013930817657935142,0.023615520535315727,0.776469369361379,-0.04891254868030242,-0.020473594737503684,-0.009266935182614192,0.26695369274609027,0.18877117218007894,0.7275595690687486,0.8498380335370285,0.26695369274609027,0.0,0.0,0.7754090437087298,0.027178560509511115,0.03182442637783842,6,False
4,0.13333333333333333,0.30000000000000016,0.014716647868314087,0.02446004328954434,0.7750305037684052,-0.06012442806843958,-0.02062232646471858,-0.008372308449494631,0.298270625177728,0.20033587058853913,0.8220741192663966,0.8690701937425516,0.298270625177728,0.0,0.0,0.7698480102654229,0.028810799291922533,0.038870937049381986,5,False
5,0.16666666666666666,0.3200000000000002,0.01539344101143094,0.025312336044214404,0.7731082284283936,-0.0720943078695331,-0.02233281057993764,-0.007091912823710934,0.3112972709872658,0.1949649161034545,0.8269659657998415,0.773823687576379,0.3112972709872658,0.0,0.0,0.7637630960349644,0.030944418093215412,0.04086933275055527,5,False
6,0.2,0.3400000000000002,0.016056387625936724,0.02619012956046233,0.7709110120563807,-0.08479780110774679,-0.025377872186519213,-0.004987545796881416,0.3148774838611335,0.18494760619161413,0.7832666728649467,0.7484553480834433,0.3148774838611335,0.0,0.0,0.7570819856009658,0.033674339888758356,0.04004013134856627,6,False
7,0.23333333333333334,0.3600000000000002,0.0163721777895608,0.026849649976747637,0.768527153562159,-0.096631931518121,-0.03036257999026162,-0.0019918037437297764,0.3195958498191311,0.17776076435432756,0.7455087480146301,0.7173739457140618,0.3195958498191311,0.0,0.0,0.7479396273482747,0.03779729081252213,0.0460625936188859,6,False
8,0.26666666666666666,0.3800000000000002,0.016088127233880346,0.027201797204043966,0.7657456337268315,-0.107414204378454,-0.037739988136147894,0.001462261990872042,0.32352113438276625,0.1718977893247124,0.7110901653463664,0.6772084014430277,0.32352113438276625,0.0,0.0,0.7372778580913545,0.043024687760318855,0.05637297139311565,5,False
9,0.3,0.40000000000000024,0.01510889984624516,0.027227036787541032,0.7624198798688511,-0.11706983868851763,-0.04790645171870126,0.005284710097749153,0.3261618473753986,0.17243054233260124,0.680181866830339,0.6551641434154944,0.3261618473753986,0.0,0.0,0.7249425842751638,0.049496187982291565,0.0697396846657019,5,False
