1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
1.000000,0.999613,1.000000,1.000000,1.000000,0.000000,0.000000
0.997153,0.998794,1.000000,0.998826,0.866771,0.000000,0.000000
0.995482,0.996073,0.997404,0.996094,0.000000,0.000000,0.000000
0.989501,0.991010,0.995745,0.996281,0.000000,0.000000,0.000000
0.990704,0.994070,0.996593,0.993930,0.000000,0.000000,0.000000
0.993906,0.992966,0.995104,0.997197,0.000000,0.000000,0.000000
0.980479,0.995843,0.994608,0.995227,0.000000,0.000000,0.000000
0.974661,0.990826,0.998750,0.997123,0.000000,0.000000,0.000000
0.985915,0.991117,0.993936,0.997416,0.000000,0.000000,0.000000
0.987085,0.987516,0.999406,0.993980,0.000000,0.000000,0.000000
0.981844,0.995737,0.992095,0.994849,0.000000,0.000000,0.000000
0.971447,0.984915,0.986346,0.999395,0.000000,0.000000,0.000000
0.980667,0.989960,0.994492,0.998087,0.000000,0.000000,0.000000
0.979513,0.990789,0.997654,0.996462,0.000000,0.000000,0.000000
0.986236,0.987356,0.995163,0.996663,0.000000,0.000000,0.000000
0.041162,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.002584,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.003778,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.003759,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.340698,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.014379,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.001242,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
