kind	source	label	caption_excerpt	graphics	content_excerpt
table	reproduction/paper/source/root.tex:628	tab:rewardterms	Unified reward formulation using Gaussian-shaped tracking scores.	[]	\begin{table}[t] \centering \caption{Unified reward formulation using Gaussian-shaped tracking scores.} \label{tab:rewardterms} \begin{tabular}{llc} \toprule \textbf{Reward Terms} & \textbf{Equation} & \textbf{Weight} \\ \midrule \multicolumn{3}{l}{\emph{Task (Tracking)}}\\ Body Position & $\displaystyle \exp\!\Big( -\big( \tfrac{1}{|\mathcal{B}_{\mathrm{target}}|} \sum_{b\in\mathcal{B}_{\mathrm{target}}} \|\mathbf{p}^{\mathrm{des}}_{b}-\mathbf{p}_{b}\|^{2} \big) / 0.3^{2} \Big)$ & $1.0$\\[2mm] Body Orientation & $\displaystyle \exp\!\Big( -\big( \tfrac{1}{|\mathcal{B}_{\mathrm{target}}|} \sum_{b\in\mathcal{B}_{\mathrm{target}}} \|\log(R^{\mathrm{des}}_{b}R_{b}^{\top})\|^{2} \big) / 0.4^{2} \Big)$ & $1.0$\\[2mm] Body Linear velocity & $\displaystyle \exp\!\Big( -\big( \tfrac{1}{|\mathcal{B}_{\mathrm{target}}|} \sum_{b\in\mathcal{B}_{\mathrm{target}}} \|\mathbf{v}^{\mathrm{des}}_{b}-\mathbf{v}_{b}\|^{2} \big) / 1.0^{2} \Big)$ & $1.0$\\[2mm] Body Angular velocity & $\displaystyle \exp\!\Big( -\big( \tfrac{1}{|\mathcal{B}_{\mathrm{target}}|} \sum_{b\in\mathcal{B}_{\mathrm{target}}} \|\boldsymbol{\omega}^{\mathrm{des}}_{b}-\boldsymbol{\omega}_{b}\|^{2} \big) / 3.14^{2} \Big)$ & $1.0$\\
table	reproduction/paper/source/root.tex:698	tab:domain_rand	\textbf{Domain randomization parameters.} ($\mathcal{U}[\cdot]$: uniform distribution)	[]	\begin{table}[t] \centering \caption{\textbf{Domain randomization parameters.} ($\mathcal{U}[\cdot]$: uniform distribution)} \label{tab:domain_rand} \begin{tabular}{ll} \toprule \textbf{Domain Randomization} & \textbf{Sampling Distribution} \\ \midrule \multicolumn{2}{l}{\emph{Physical parameters}}\\ Static friction coefficients & $\mu_{\text{static}} \sim \mathcal{U}[0.3,\,1.6]$ \\ Dynamic friction coefficients & $\mu_{\text{dynamic}} \sim \mathcal{U}[0.3,\,1.2]$ \\ Restitution coefficient & $e_{\text{rest}} \sim \mathcal{U}[0,\,0.5]$ \\ Default joint positions [rad] & $ \Delta\theta^0_j \!\sim \mathcal{U}[-0.01,\,0.01] $\\ Torso's COM offset [m]& $\Delta x\!\sim\!\mathcal{U}[-0.025,0.025]$, $\ \Delta y\!\sim\!\mathcal{U}[-0.05,0.05]$, \\ &$ \Delta z\!\sim\!\mathcal{U}[-0.05,0.05]$ \\ \midrule \multicolumn{2}{l}{\emph{Root velocity perturbations}}\\ Root linear vel [m/s]& $v_x\!\sim\!\mathcal{U}[-0.5,0.5],\ v_y\!\sim\!\mathcal{U}[-0.5,0.5],\ v_z\!\sim\!\mathcal{U}[-0.2,0.2]$ \\ Push duration [s]& $\Delta t \sim \mathcal{U}[1.0,\,3.0]$ \\ Root angular vel [rad/s]& $\omega_x,\ \omega_y\!\sim\!\mathcal{U}[-0.52,0.52],\ \omega_z\!\sim\!\mathcal{U}[-0.78,0.78]$ \\ \bottomrule \end{tabu
table	reproduction/paper/source/root.tex:722	tab:actuator_inertia	\textbf{Actuator reflected inertia.} Total $J_\mathrm{arm} = J_r(g_1g_2)^2 + J_1g_2^2 + J_2$ with unit kg$\cdot$m$^2$. Near-zero entries shown as ``--''.	[]	\begin{table}[ht] \centering \caption{\textbf{Actuator reflected inertia.} Total $J_\mathrm{arm} = J_r(g_1g_2)^2 + J_1g_2^2 + J_2$ with unit kg$\cdot$m$^2$. Near-zero entries shown as ``--''.} \label{tab:actuator_inertia} \begin{tabular}{lcccccccc} \\ \hline Actuator & $g_1$ & $g_2$ & $J_r$ & $J_1$ & $J_2$ & $J_r(g_1g_2)^2$ & $J_1g_2^2$ & Total \\ \hline 5020-16 & 3.56 & 4.5 & 1.390e-05 & 1.700e-06 & 1.690e-05 & 3.558e-03 & 3.443e-05 & 3.610e-03\\ 7520-14.3 & 4.5 & 3.18 & 4.890e-05 & 9.800e-06 & 5.330e-05 & 1.003e-02 & 9.921e-05 & 1.018e-02\\ 7520-22.5 & 4.5 & 5 & 4.890e-05 & 1.090e-05 & 7.380e-05 & 2.476e-02 & 2.725e-04 & 2.510e-02\\ 4010-25 & 5 & 5 & 6.800e-06 & -- & -- & 4.250e-03 & -- & 4.250e-03\\ \hline \end{tabular} \end{table}
table	reproduction/paper/source/root.tex:739	tab:joint_armature	\textbf{Joint-axis inertia for left arm and left leg.} Columns list $I_\text{axis}^\text{subtree}$ (subtree inertia about the joint axis), $I_\text{armature}$ (reflected motor/gear inertia), $I_\text{axis}^\text{eff} = I_\text{axis}^\text{subtree} + I_\text{armature}$, and the percentage of armature in the effective inertia.	[]	\begin{table}[ht] \centering \caption{\textbf{Joint-axis inertia for left arm and left leg.} Columns list $I_\text{axis}^\text{subtree}$ (subtree inertia about the joint axis), $I_\text{armature}$ (reflected motor/gear inertia), $I_\text{axis}^\text{eff} = I_\text{axis}^\text{subtree} + I_\text{armature}$, and the percentage of armature in the effective inertia.} \label{tab:joint_armature} \begin{tabular}{lcccc} \\ \hline Joint & $I_\text{axis}^\text{subtree}$ & $I_\text{armature}$ & $I_\text{axis}^\text{eff}$ & Armature \% \\ & (kg$\cdot$m$^2$) & (kg$\cdot$m$^2$) & (kg$\cdot$m$^2$) & (\%) \\ \hline \multicolumn{5}{l}{\textit{Left Arm}}\\ left\_shoulder\_pitch\_joint & 1.748e-01 & 3.610e-03 & 1.785e-01 & 2.0\%\\ left\_shoulder\_roll\_joint & 1.324e-01 & 3.610e-03 & 1.360e-01 & 2.7\%\\ left\_shoulder\_yaw\_joint & 2.742e-02 & 3.610e-03 & 3.103e-02 & 11.6\%\\ left\_elbow\_joint & 3.445e-02 & 3.610e-03 & 3.806e-02 & 9.5\%\\ left\_wrist\_roll\_joint & 3.664e-04 & 3.610e-03 & 3.976e-03 & 90.8\%\\ left\_wrist\_pitch\_joint & 4.804e-03 & 4.250e-03 & 9.054e-03 & 46.9\%\\ left\_wrist\_yaw\_joint & 1.837e-03 & 4.250e-03 & 6.087e-03 & 69.8\%\\ \hline \multicolumn{5}{l}{\textit{Left Leg}}\\ le
table	reproduction/paper/source/root.tex:769	tab:ppo_hyperparameters	\textbf{Motion Tracking Hyperparameters}	[]	\begin{table}[ht] \centering \caption{\textbf{Motion Tracking Hyperparameters}} \label{tab:ppo_hyperparameters} \begin{tabular}{lr} \\ \hline Hyperparameter & Value \\ \hline \multicolumn{2}{c}{Architecture} \\ \hline Actor MLP hidden dimensions & [512, 256, 128] \\ Critic MLP hidden dimensions & [512, 256, 128] \\ Activation function & ELU \\ \hline \multicolumn{2}{c}{Training} \\ \hline Steps per environment & 24 \\ Max iterations & 30,000 \\ Learning rate & $1 \times 10^{-3}$ \\ Clip parameter & 0.2 \\ Entropy coefficient & 0.005 \\ Value loss coefficient & 1.0 \\ Discount factor ($\gamma$) & 0.99 \\ GAE $\lambda$ & 0.95 \\ Desired KL & 0.01 \\ Learning epochs & 5 \\ Mini-batches & 4 \\ \hline \end{tabular} \end{table}
table	reproduction/paper/source/root.tex:801	tab:vae_hyperparameters	\textbf{VAE Hyperparameters}	[]	\begin{table}[ht] \centering \caption{\textbf{VAE Hyperparameters}} \label{tab:vae_hyperparameters} \begin{tabular}{lr} \\ \hline Hyperparameter & Value \\ \hline \multicolumn{2}{c}{{Architecture}} \\ \hline Latent dimension & 32 \\ Student encoder MLP hidden dimensions & [2048, 1024, 512] \\ Student decoder MLP hidden dimensions & [2048, 1024, 512] \\ Teacher hidden MLP hidden dimensions & [512, 256, 128] \\ Activation function & ELU \\ \hline \multicolumn{2}{c}{{Training}} \\ \hline Learning rate & $5 \times 10^{-4}$ \\ Accumulated Gradient steps & 15 \\ KL loss coefficient & 0.01 \\ \hline \end{tabular} \end{table}
table	reproduction/paper/source/root.tex:827	tab:diffusion_hyperparameters	\textbf{Diffusion Policy Hyperparameters}	[]	\begin{table}[ht] \centering \caption{\textbf{Diffusion Policy Hyperparameters}} \label{tab:diffusion_hyperparameters} \begin{tabular}{lr} \\ \hline Hyperparameter & Value \\ \hline \multicolumn{2}{c}{Architecture} \\ \hline Horizon & 16 \\ Observation History & 4 \\ Embedding dimension & 512 \\ Attention heads & 8 \\ Transformer layers & 6 \\ Denoising steps & 20 \\ \hline \multicolumn{2}{c}{Training} \\ \hline Batch size & 512 \\ Number of epochs & 1000 \\ Learning rate & $1 \times 10^{-4}$ \\ Weight decay & 0.001 \\ LR scheduler & Cosine \\ LR warmup gradient steps & 10,000 \\ EMA power & 0.75 \\ EMA max value & 0.9999 \\ \hline \end{tabular} \end{table}
table	reproduction/paper/source/root.tex:859	tab:skill_success	\textbf{Motion Segments Tested in Sim and Real.}	[]	\begin{table}[ht] \centering \fontsize{8}{9.6}\selectfont \setlength{\tabcolsep}{3pt} \caption{\textbf{Motion Segments Tested in Sim and Real.}} \label{tab:skill_success} \begin{tabular}{lcc} \hline Name & Sim & Real [s] \\ \hline \multicolumn{3}{c}{Short Sequence} \\ \hline Cristiano Ronaldo~\cite{he2025asap} & Full & Full \\ Side Kick~\cite{xie2025kungfubot} & Full & Full \\ Single Leg Balance~\cite{zhang2025hub} & Full & Full \\ Swallow Balance~\cite{zhang2025hub} & Full & Full \\ Aerial Cartwheel & Full & Full \\ Double Kicks 1 & Full & Full \\ Double Kicks 2 & Full & Full \\ \hline \multicolumn{3}{c}{LAFAN1 \cite{lafan1} (about 3 minutes each)} \\ \hline walk1\_subject1 & Full & [0.0, 33.0], [81.2, 86.7] \\ walk1\_subject2 & Full & - \\ walk1\_subject5 & Full & [146.7, 159.0], [206.7, 263.7] \\ walk2\_subject1 & Full & - \\ walk2\_subject3 & Full & [42.7, 75.7], [217.6, 230.6] \\ walk2\_subject4 & Full & [154.4, 164.4], [218.6, 238.6] \\ dance1\_subject1 & Full & [0.0, 118.0] \\ dance1\_subject2 & Full & Full \\ dance1\_subject3 & Full & - \\ dance2\_subject1 & Full & - \\ dance2\_subject2 & Full & - \\ dance2\_subject3 & Full & [43.1, 163.1], [164.3, 184.3] \\ dance2\_subject
